text;attention
Endorphins;2.3621712028444963e-16
and;2.844147580504674e-17
morphine;1.1321845422879368e-16
are;2.7433796571857225e-17
both;3.52707660249743e-17
used;2.7607254931184706e-17
to;2.434795425555702e-17
relieve;3.357116301756741e-17
pain,;6.513146559464323e-17
but;3.085881719907515e-17
their;2.3443557493072675e-17
effectiveness;3.857469280259746e-17
and;2.2324801790787542e-17
potency;4.4578071418787894e-17
differ.;0.9999999999999964
On;4.743373642550763e-17
a;2.0561592304476195e-17
scale;2.7234175742706987e-17
of;1.9889278365047047e-17
1-10,;1.7683684576925101e-16
endorphins;1.398120297474524e-16
can;3.1610587928336196e-17
provide;2.834524738461207e-17
pain;2.7463564841903415e-17
relief;2.913787810765661e-17
ranging;3.8535862255899805e-17
from;1.9906541301186725e-17
4-8,;1.1580506379626413e-16
depending;2.3061944912056366e-17
on;2.1121677935320874e-17
the;1.8156633047716734e-17
individual;3.053093621917683e-17
and;2.5372021951617545e-17
the;1.9760618012815055e-17
severity;2.0545941652993463e-17
of;1.6827588109790432e-17
their;1.8504057814314138e-17
pain.;1.25342239628037e-16
Endorphins;6.657132025877894e-17
are;2.6684928855456614e-17
naturally;2.5982082070146586e-17
occurring;8.160857775450918e-17
substances;2.916256260571995e-17
in;1.927813870649849e-17
the;1.7100908391207032e-17
body;2.1276607664204736e-17
that;2.2837078044509364e-17
provide;2.1737678136510767e-17
a;1.8040521730650584e-17
feeling;1.999028014432665e-17
of;2.012669038751239e-17
pain;2.158042454602391e-17
relief;2.4458512658046452e-17
and;2.002490270942612e-17
well-being.;6.681947184278385e-17
Morphine,;2.2068146140702368e-16
on;1.6994034198258648e-17
the;1.6207457784554027e-17
other;1.8531544143611124e-17
hand,;4.1195205586533654e-17
is;1.9085490877558158e-17
a;1.9691695881383417e-17
highly;1.9297644493806476e-17
potent;2.7290664852302142e-17
opioid;3.720446840836483e-17
drug;2.181972194290956e-17
and;2.3694885020817184e-17
can;2.0415597838634883e-17
provide;2.2091178947454962e-17
pain;1.949717147507983e-17
relief;2.0245008621664883e-17
ranging;2.5736394262606718e-17
from;1.800906202196393e-17
8-10.;8.694989725897307e-17
However,;4.246988859647438e-17
it;1.9186882780735022e-17
is;1.8008449644129504e-17
a;1.829520412258351e-17
controlled;2.1536363225610278e-17
substance;2.3726713708008135e-17
and;2.184384759333991e-17
should;1.999363751564923e-17
only;1.9602419125910932e-17
be;1.77821873119105e-17
used;2.1953123016950372e-17
under;1.942160748952356e-17
the;1.6944653138139592e-17
supervision;2.1439328322984653e-17
of;1.8226160460274297e-17
a;1.7546713189653764e-17
healthcare;1.8521733775986785e-17
provider.;2.939397839493697e-17
It;1.7662861999253003e-17
is;1.719860448888745e-17
important;1.959868412223973e-17
to;1.750047218735986e-17
note;2.1062191488988194e-17
that;2.2022882232545077e-17
pain;1.9554717935714397e-17
tolerance;2.6517900926492413e-17
and;2.0639079150555172e-17
relief;1.928526107491104e-17
vary;2.0799695061707236e-17
from;1.8091847111571348e-17
person;1.7249014270958826e-17
to;1.6488516702921047e-17
person,;2.0609513168810184e-17
and;1.975866292067414e-17
the;1.736167431928457e-17
above;1.7886642219509588e-17
ratings;1.8724530876036864e-17
are;1.7164686880980516e-17
only;1.692072002076371e-17
general;1.657544191914954e-17
estimates.;1.6891610373504957e-17
