text;attention
Most;2.8129504621319733e-07
Language;2.3643531369700852e-07
Al's;4.3840772679959437e-07
work;2.2665405238753509e-07
by;2.1397388653333879e-07
predicting;2.744267618464884e-07
the;1.6868559375760327e-07
next;1.743396216691813e-07
best;1.8992292789877155e-07
word;2.244271930182475e-07
to;1.8431502024049456e-07
place;1.803403559044936e-07
in;1.8508178506575078e-07
a;1.5856385929023452e-07
sentence.;0.9999905443115968
The;2.556457232209827e-07
obscure;1.9679530370216225e-07
library;1.9536068064727087e-07
might;2.045009094788048e-07
be;1.6267482968268638e-07
too;1.6856986659470313e-07
complex;1.8679317484112184e-07
or;1.7327605116750836e-07
strange;1.6813022270567326e-07
for;1.701058605118768e-07
the;1.5585384970893788e-07
AI;2.240893680448478e-07
to;1.7025705854875812e-07
understand.;2.2042310837090113e-07
You;1.6718174746996535e-07
can;1.6353200402219668e-07
try;1.698294830401839e-07
providing;2.144414932757019e-07
the;1.6460288050471268e-07
AI;1.7154414793380964e-07
with;1.7726751492669728e-07
additional;1.6311563948739263e-07
documentation;1.822536007074578e-07
about;1.7908663261593312e-07
the;1.5797412171340786e-07
library;1.6821773930863902e-07
and;1.6598675163317866e-07
giving;1.659024747754201e-07
detailed;1.57998392118469e-07
explanation;1.6108082432473314e-07
about;1.591478276639097e-07
the;1.52338879066084e-07
errors;1.6115445928519034e-07
you;1.556153885413575e-07
are;1.508880823151142e-07
receiving.;1.571831672134281e-07
