;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;The;236;188;268;208;[];0.0;0.0;0;;;198.0;;1;931.9799763711185;;;[]
1;1;age-old;276;188;342;213;[3480.0];0.4194;0.4194;1;12.6827;13.2706;200.5;2.5;1;874.1733921578204;12.98;0.4194;[83.94976000000003]
2;2;question;351;189;426;213;[3481.0];1.0188;1.0188;1;13.1727;14.6877;201.0;0.5;1;816.0120917956489;13.93;1.0188;[54.88864000000001]
3;3;of;434;188;451;208;[];0.0;0.0;0;;;198.0;3.0;1;803.4044617480727;;;[]
4;4;whether;458;188;531;208;[3482.0];0.2755;0.2755;1;11.8259;13.1668;198.0;0.0;1;754.2920237923179;12.5;0.2755;[40.831999999999994]
5;5;the;537;188;565;208;[3483.0, 3484.0];0.599;0.3243;2;14.5235;14.7346;198.0;0.0;1;735.0639370535807;14.63;0.2995;[23.557119999999998, 16.26624000000001]
6;6;chicken;573;188;638;208;[3485.0];0.3079;0.3079;1;14.4788;14.3006;198.0;0.0;1;697.5985008274533;14.39;0.3079;[23.27079741134798]
7;7;or;647;193;665;208;[];0.0;0.0;0;;;200.5;2.5;1;685.1942436686917;;;[]
8;8;the;672;188;699;208;[];0.0;0.0;0;;;198.0;2.5;1;670.7948165845578;;;[]
9;9;egg;707;193;738;213;[3486.0];0.3722;0.3722;1;14.4977;14.0849;203.0;5.0;1;651.3838140119161;14.29;0.3722;[14.102720000000005]
10;10;came;747;193;794;208;[];0.0;0.0;0;;;200.5;2.5;1;638.4858948768644;;;[]
11;11;first;801;188;836;208;[3487.0];0.3876;0.3876;1;15.577;14.2509;198.0;2.5;1;628.2647094630659;14.91;0.3876;[10.542079999999999]
12;12;does;843;188;884;208;[];0.0;0.0;0;;;198.0;0.0;1;619.8702944622452;;;[]
13;13;not;893;190;920;208;[3488.0];0.3401;0.3401;1;14.1655;12.5587;199.0;1.0;1;615.9587320240785;13.36;0.3401;[0.0]
14;14;have;928;188;969;208;[3489.0];0.3232;0.3232;1;13.7386;15.5383;198.0;1.0;1;613.9955357791378;14.64;0.3232;[25.922560000000004]
15;15;a;977;193;986;208;[];0.0;0.0;0;;;200.5;2.5;1;614.0458376674419;;;[]
16;16;clear;994;188;1037;208;[];0.0;0.0;0;;;198.0;2.5;1;614.4986232341863;;;[]
17;17;answer.;214;298;282;313;[];0.0;0.0;0;;;305.5;107.5;2;855.1238036429056;;;[]
18;18;From;293;294;336;313;[];0.0;0.0;0;;;303.5;2.0;2;812.3679498581358;;;[]
19;19;a;345;298;353;313;[];0.0;0.0;0;;;305.5;2.0;2;799.189560215041;;;[]
20;20;biological;362;293;444;318;[];0.0;0.0;0;;;305.5;0.0;2;727.8617063403669;;;[]
21;21;standpoint,;453;293;552;318;[];0.0;0.0;0;;;305.5;0.0;2;654.2297733646112;;;[]
22;22;the;561;293;588;313;[];0.0;0.0;0;;;303.0;2.5;2;635.8801216870287;;;[]
23;23;egg;596;298;627;318;[];0.0;0.0;0;;;308.0;5.0;2;609.1557406416774;;;[]
24;24;must;637;295;680;313;[];0.0;0.0;0;;;304.0;4.0;2;585.3869800027247;;;[]
25;25;have;688;293;729;313;[];0.0;0.0;0;;;303.0;1.0;2;562.7994978291208;;;[]
26;26;come;737;298;784;313;[];0.0;0.0;0;;;305.5;2.5;2;541.6206816183357;;;[]
27;27;first,;792;293;832;317;[];0.0;0.0;0;;;305.0;0.5;2;523.285424406901;;;[]
28;28;since;841;294;885;313;[];0.0;0.0;0;;;303.5;1.5;2;515.9029408296782;;;[]
29;29;it;893;294;904;313;[];0.0;0.0;0;;;303.5;0.0;2;513.1467185481268;;;[]
30;30;is;912;294;924;313;[];0.0;0.0;0;;;303.5;0.0;2;510.99313768064485;;;[]
31;31;the;931;293;959;313;[3498.0];0.2584;0.2584;1;13.2576;13.3992;303.0;0.5;2;509.09649650799054;13.33;0.2584;[29.41536000000002]
32;32;product;968;293;1035;318;[];0.0;0.0;0;;;305.5;2.5;2;503.99552000000006;;;[]
33;33;of;1042;293;1059;313;[];0.0;0.0;0;;;303.0;2.5;2;514.1839510882369;;;[]
34;34;genetic;216;399;280;422;[];0.0;0.0;0;;;410.5;107.5;3;796.8119307570078;;;[]
35;35;mutations;288;400;376;418;[3490.0];0.4205;0.4205;1;14.1978;14.4322;409.0;1.5;3;717.6534614677968;14.32;0.4205;[27.8784]
36;36;in;385;403;398;417;[];0.0;0.0;0;;;410.0;1.0;3;700.1580942877905;;;[]
37;37;a;407;403;415;418;[];0.0;0.0;0;;;410.5;0.5;3;685.7715604752873;;;[]
38;38;previous;424;403;499;422;[3491.0];0.3873;0.3873;1;13.5678;13.7389;412.5;2.0;3;617.2740747809764;13.65;0.3873;[39.183040000000005]
39;39;generation;507;399;601;422;[3492.0];0.291;0.291;1;14.0951;14.1377;410.5;2.0;3;543.6201675772437;14.12;0.291;[48.47456]
40;40;of;610;398;627;418;[];0.0;0.0;0;;;408.0;2.5;3;529.4068495559068;;;[]
41;41;birds.;634;398;682;418;[3493.0];0.3398;0.3398;1;14.0681;14.3317;408.0;0.0;3;495.6423109024395;14.2;0.3398;[77.68256000000002]
42;42;However,;692;399;774;422;[3494.0];0.3555;0.3555;1;14.9371;14.2629;410.5;2.5;3;445.0569889314294;14.6;0.3555;[73.01983999999999]
43;43;the;783;398;811;418;[];0.0;0.0;0;;;408.0;2.5;3;433.84373541254513;;;[]
