;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;You;48;206;90;224;[];0.0;0.0;0;;;215.0;;1;865.8168373873227;;;[]
1;1;can;109;210;150;224;[];0.0;0.0;0;;;217.0;2.0;1;818.5579587930141;;;[]
2;2;use;169;210;210;224;[];0.0;0.0;0;;;217.0;0.0;1;773.0688636230188;;;[]
3;3;a;229;210;240;224;[1776.0];0.2749;0.2749;1;17.6375;17.0601;217.0;0.0;1;751.0889667032699;17.35;0.2749;[1.2883199999999704]
4;4;combination;259;205;420;224;[1777.0];0.2749;0.2749;1;16.8201;16.0728;214.5;2.5;1;633.1900535411036;16.45;0.2749;[7.316799999999972]
5;5;of;439;206;465;224;[];0.0;0.0;0;;;215.0;0.5;1;608.4845075294733;;;[]
6;6;dd;484;205;510;224;[];0.0;0.0;0;;;214.5;0.5;1;586.19719199548;;;[]
7;7;and;529;205;570;224;[];0.0;0.0;0;;;214.5;0.0;1;560.7365548128512;;;[]
8;8;gzip;588;205;646;229;[1778.0];0.2424;0.2424;1;18.0636;17.4517;217.0;2.5;1;531.612707808406;17.76;0.2424;[8.484159999999974]
9;9;or;664;210;690;224;[1779.0];0.2911;0.2911;1;17.346;17.2912;217.0;0.0;1;526.8986201380543;17.32;0.2911;[12.188931477369044]
10;10;zip;709;205;751;229;[];0.0;0.0;0;;;217.0;0.0;1;514.5815378571074;;;[]
11;11;to;769;207;795;224;[];0.0;0.0;0;;;215.5;1.5;1;518.56384;;;[]
12;12;peform;814;206;901;229;[1780.0];0.2588;0.2588;1;17.5374;17.1627;217.5;2.0;1;514.4778050639168;17.35;0.2588;[15.914879999999982]
13;13;this;919;205;975;224;[];0.0;0.0;0;;;214.5;3.0;1;536.0131885535892;;;[]
14;14;task.;994;205;1061;224;[1781.0];0.3557;0.3557;1;16.1458;15.9124;214.5;0.0;1;559.7169448063776;16.03;0.3557;[0.0]
15;15;1.;1084;206;1106;224;[1782.0];0.3558;0.3558;1;15.6996;14.9189;215.0;0.5;1;599.4168518680348;15.31;0.3558;[8.437760000000026]
16;16;Backup;1129;205;1216;229;[];0.0;0.0;0;;;217.0;2.0;1;619.0506246692476;;;[]
17;17;the;296;304;337;323;[];0.0;0.0;0;;;313.5;96.5;2;612.5843931927956;;;[]
18;18;disk;356;304;413;323;[];0.0;0.0;0;;;313.5;0.0;2;559.634581118238;;;[]
19;19;partition;431;304;562;328;[1783.0];0.291;0.291;1;16.4391;16.1402;316.0;2.5;2;469.9550620893296;16.29;0.291;[3.752959999999973]
20;20;using;581;304;653;328;[1784.0];0.2428;0.2428;1;16.9841;15.4323;316.0;0.0;2;434.57285923465776;16.21;0.2428;[0.0]
21;21;dd:;671;304;708;323;[];0.0;0.0;0;;;313.5;2.5;2;426.27575157799635;;;[]
22;22;$;731;304;743;325;[1785.0];0.2424;0.2424;1;16.6262;14.8458;314.5;1.0;2;419.50858992800806;15.74;0.2424;[4.395123861007779]
23;23;dd;761;304;787;323;[];0.0;0.0;0;;;313.5;1.0;2;419.56384;;;[]
24;24;if=/dev/sdXx;807;304;968;323;[1786.0, 1787.0];0.4044;0.3235;2;16.8944;16.2334;313.5;0.0;2;420.23002127809195;16.56;0.2022;[0.0, 25.319327710000515]
25;25;of=/path/to/destination/mybackup.img;48;403;585;427;[1788.0];0.3396;0.3396;1;12.0186;8.8935;415.0;101.5;3;372.72261651714354;10.46;0.3396;[0.0]
26;26;2.;603;404;626;422;[];0.0;0.0;0;;;413.0;2.0;3;357.09846942179075;;;[]
27;27;Compress;648;404;764;427;[];0.0;0.0;0;;;415.5;2.5;3;316.15637153691154;;;[]
28;28;the;784;403;825;422;[1789.0];0.2911;0.2911;1;17.451;16.4479;412.5;3.0;3;320.56450468413624;16.95;0.2911;[8.000000000000114]
29;29;backup;844;403;930;427;[];0.0;0.0;0;;;415.0;2.5;3;321.33985010170403;;;[]
30;30;file;949;403;1005;422;[1790.0];0.2587;0.2587;1;16.5782;15.9973;412.5;2.5;3;360.83517797380233;16.29;0.2587;[23.239359999999976]
31;31;using;1024;403;1095;427;[1791.0];0.2747;0.2747;1;17.259;16.7087;415.0;2.5;3;396.85552442089755;16.98;0.2747;[0.0]
32;32;gzip;1113;403;1170;427;[];0.0;0.0;0;;;415.0;0.0;3;456.3458180627775;;;[]
33;33;or;1188;408;1215;422;[1792.0];0.2264;0.2264;1;10.9719;12.4718;415.0;0.0;3;516.2412847335881;11.72;0.2264;[0.8166399999999499]
34;34;zip:;71;502;123;526;[];0.0;0.0;0;;;514.0;99.0;4;694.9520280878282;;;[]
35;35;$;146;502;158;523;[];0.0;0.0;0;;;512.5;1.5;4;662.7725102804021;;;[]
36;36;gzip;175;502;233;526;[];0.0;0.0;0;;;514.0;1.5;4;591.4236530131219;;;[]
37;37;/path/to/destination/mybackup.img;252;502;743;526;[1793.0, 1817.0];0.5176;0.3397;2;15.0441;13.3924;514.0;0.0;4;220.2902479534344;14.22;0.2588;[0.0, 19.474559999999997]
38;38;This;760;502;817;521;[];0.0;0.0;0;;;511.5;2.5;4;221.56384000000003;;;[]
39;39;will;834;502;891;521;[1794.0];0.4534;0.4534;1;16.0447;14.8851;511.5;0.0;4;227.2800944724056;15.46;0.4534;[2.9296000000000504]
40;40;create;911;504;997;521;[];0.0;0.0;0;;;512.5;1.0;4;255.70641865894882;;;[]
41;41;a;1016;507;1027;521;[1795.0];0.2745;0.2745;1;16.2818;15.4797;514.0;1.5;4;321.2753656030689;15.88;0.2745;[5.868479999999977]
42;42;compressed;1046;502;1192;526;[1796.0];0.3396;0.3396;1;14.2267;12.0482;514.0;0.0;4;340.4209014490526;13.14;0.3396;[6.971520000000055]
43;43;archive;41;601;142;620;[];0.0;0.0;0;;;610.5;96.5;5;652.9533871750614;;;[]
44;44;file;162;601;217;620;[1797.0];0.4209;0.4209;1;18.1004;17.4701;610.5;0.0;5;579.457544452901;17.79;0.4209;[0.0]
45;45;called;236;601;322;620;[1798.0];0.2911;0.2911;1;17.3543;17.378;610.5;0.0;5;477.350116605606;17.37;0.2911;[0.0]
46;46;mybackup.img.gz.;340;601;573;625;[1799.0, 1800.0];0.5983;0.3718;2;16.2639;16.2722;613.0;2.5;5;240.97136971720442;16.27;0.2991;[0.0, 0.0]
47;47;Alternatively,;594;601;798;625;[1801.0];0.3074;0.3074;1;16.3537;15.8143;613.0;0.0;5;117.56384000000003;16.08;0.3074;[28.15391999999997]
48;48;you;821;606;862;625;[];0.0;0.0;0;;;615.5;2.5;5;123.44630340105613;;;[]
49;49;can;881;606;922;620;[];0.0;0.0;0;;;613.0;2.5;5;156.7098089571473;;;[]
50;50;use;941;606;982;620;[1802.0];0.3237;0.3237;1;16.3743;15.8632;613.0;0.0;5;199.69051110001595;16.12;0.3237;[1.3996799999999894]
51;51;the;1001;601;1042;620;[];0.0;0.0;0;;;610.5;2.5;5;249.78918355962813;;;[]
52;52;zip;1061;601;1103;625;[1803.0];0.2909;0.2909;1;17.8369;16.6007;613.0;2.5;5;301.51672229477686;17.22;0.2909;[0.0]
53;53;command;1121;601;1222;620;[1804.0];0.3069;0.3069;1;14.5641;14.1911;610.5;2.5;5;359.2092819282174;14.38;0.3069;[7.384320000000002]
54;54;to;49;702;75;719;[];0.0;0.0;0;;;710.5;100.0;6;708.7390283478014;;;[]
55;55;compress;94;705;209;724;[1805.0];0.323;0.323;1;17.8796;17.6584;714.5;4.0;6;574.6471285087795;17.77;0.323;[0.0]
56;56;the;229;700;270;719;[];0.0;0.0;0;;;709.5;5.0;6;513.8877331707633;;;[]
57;57;backup;289;700;375;724;[1806.0];0.3721;0.3721;1;16.4672;17.0131;712.0;2.5;6;408.76894684330614;16.74;0.3721;[0.0]
58;58;file:;394;700;461;719;[];0.0;0.0;0;;;709.5;2.5;6;323.20732031218853;;;[]
59;59;$;483;700;495;721;[];0.0;0.0;0;;;710.5;1.0;6;289.15239397830624;;;[]
60;60;zip;513;700;555;724;[1807.0];0.2588;0.2588;1;16.9915;16.3849;712.0;1.5;6;229.10054540176375;16.69;0.2588;[0.0]
