text;attention
Americans;0.02366470720624133
go;0.009988602220430746
to;0.008398077602378776
school;0.016619359134110872
for;0.013056273141412153
12;0.01171871887746798
years;0.022607753960729414
(grades).;0.0638750665893358
At;0.013258030497695274
age;0.009659062348248844
6,;0.028275186421264323
they;0.011380061653791374
start;0.01174146315197715
primary;0.01663818904107274
(or;0.015401901963833791
elementary);0.014517654107441963
school.;0.04009545218875617
After;0.010001961359864663
this,;0.016660075661661604
they;0.008879787404889799
move;0.008979408360419154
on;0.008338558291053158
to;0.008942787065923444
secondary;0.017518604727771975
school;0.01225143806868337
which;0.012683248232219842
consists;0.010729939836635581
of;0.008653210080244032
2;0.009284883976527516
programs.;0.03469129038830381
The;0.013301056037897049
first;0.008779710504886141
program;0.01024570013530221
is;0.010028552443211096
middle;0.01147482792111042
school;0.01584272788607491
(a.k.a.;0.04469154895427341
junior;0.00809532572039405
high;0.010721912917131187
school,;0.011262457446769137
or;0.008511711421240804
just;0.00817979246057355
junior;0.007605652722324312
high).;0.016921539780755536
The;0.008070955217884682
second;0.008452599729757255
program;0.008170425340977524
is;0.007656660987522658
high;0.008928534774738449
school.;0.015117403703121682
After;0.009040969523509182
graduating;0.012145527716903498
high;0.008306204541878685
school;0.010102340538801487
(12th;0.011254025534135037
grade),;0.013292291299529376
a;0.008369231549344382
diploma;0.011376627237983859
is;0.008573694977526095
granted;0.008851581893804462
and;0.010416203420685062
the;0.007735353912186398
students;0.00852109980283184
can;0.008282293703413006
move;0.007805927113382088
on;0.007597663427551998
to;0.00812237450291315
higher;0.008033096327654903
education;0.009906002963383124
as;0.008099607881877344
either;0.007595975990367456
college;0.008117508142631952
or;0.007371892889113068
university.;0.009288077425849944
Does;0.008726908701603654
that;0.00812947484761151
explain;0.008600199527726867
it;0.007799712657193645
sufficiently?;0.007968282282274237
