number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.4526;0.4526;1.0;0.02363693336118655;0.032503626675093;0.022727272727272728;Evolutionary
1;0.2589;0.2589;1.0;0.013520994359724254;0.018592993694612415;0.022727272727272728;Psychology
2;0.0;0.0;0.0;0.0;0.0;0.0;is
3;0.0;0.0;0.0;0.0;0.0;0.0;a
4;0.2744;0.2744;1.0;0.01433047837894297;0.019706131594444364;0.022727272727272728;scientific
5;0.4858;0.4858;1.0;0.025370795905577607;0.034887896241184664;0.022727272727272728;discipline
6;0.0;0.0;0.0;0.0;0.0;0.0;which
7;0.0;0.0;0.0;0.0;0.0;0.0;seeks
8;0.0;0.0;0.0;0.0;0.0;0.0;to
9;0.0;0.0;0.0;0.0;0.0;0.0;explain
10;0.0;0.0;0.0;0.0;0.0;0.0;human
11;0.0;0.0;0.0;0.0;0.0;0.0;behavior
12;0.0;0.0;0.0;0.0;0.0;0.0;by
13;0.0;0.0;0.0;0.0;0.0;0.0;looking
14;0.0;0.0;0.0;0.0;0.0;0.0;at
15;0.0;0.0;0.0;0.0;0.0;0.0;the
16;0.0;0.0;0.0;0.0;0.0;0.0;evolutionary
17;0.0;0.0;0.0;0.0;0.0;0.0;forces
18;0.3235;0.3235;1.0;0.016894714852726134;0.023232265199718483;0.022727272727272728;which
19;0.4524;0.4524;1.0;0.023626488406099856;0.032489263605417755;0.022727272727272728;shaped
20;0.0;0.0;0.0;0.0;0.0;0.0;it.
21;0.0;0.0;0.0;0.0;0.0;0.0;It
22;0.0;0.0;0.0;0.0;0.0;0.0;is
23;0.3391;0.3391;1.0;0.0177094213494882;0.024352584634388063;0.022727272727272728;an
24;0.4698;0.4698;1.0;0.024535199498642156;0.03373885066716459;0.022727272727272728;empirical
25;0.7595;0.3396;2.0;0.03966471694171715;0.02438849230857619;0.045454545454545456;science
26;0.9707;0.5823;2.0;0.050694589513265095;0.04181807735949328;0.045454545454545456;that
27;0.3715;0.3715;1.0;0.019401504073532486;0.02667940192177872;0.022727272727272728;utilizes
28;0.0;0.0;0.0;0.0;0.0;0.0;data
29;0.0;0.0;0.0;0.0;0.0;0.0;from
30;0.0;0.0;0.0;0.0;0.0;0.0;a
31;0.4849;0.4849;1.0;0.025323793607687488;0.03482326242764604;0.022727272727272728;variety
32;0.0;0.0;0.0;0.0;0.0;0.0;of
33;0.3888;0.3888;1.0;0.020304992688531438;0.027921807448687934;0.022727272727272728;sources,
34;0.4209;0.4209;1.0;0.021981407979945685;0.030227080131565717;0.022727272727272728;including
35;0.9857;0.4847;2.0;0.051477961144767076;0.03480889935797079;0.045454545454545456;psychology,
36;0.4362;0.4362;1.0;0.02278044704407771;0.03132585496172242;0.022727272727272728;anthropology,
37;0.0;0.0;0.0;0.0;0.0;0.0;and
38;0.0;0.0;0.0;0.0;0.0;0.0;biology,
39;0.0;0.0;0.0;0.0;0.0;0.0;in
40;0.0;0.0;0.0;0.0;0.0;0.0;order
41;0.0;0.0;0.0;0.0;0.0;0.0;to
42;0.0;0.0;0.0;0.0;0.0;0.0;develop
43;0.631;0.631;1.0;0.03295383329851682;0.04531548482541689;0.022727272727272728;theories
44;0.4032;0.4032;1.0;0.021057029454773345;0.028955948465306004;0.022727272727272728;and
45;0.8734;0.6309;2.0;0.04561311886358888;0.04530830329057926;0.045454545454545456;test
46;1.4877;0.8895;3.0;0.07769479841236683;0.06387975238067879;0.06818181818181818;hypotheses.
47;1.2292;0.3236;2.0;0.06419469396281596;0.02323944673455611;0.045454545454545456;While
48;1.0684;0.4049;2.0;0.055796950073114686;0.029078034557545637;0.045454545454545456;some
49;0.3234;0.3234;1.0;0.016889492375182787;0.02322508366488086;0.022727272727272728;aspects
50;0.0;0.0;0.0;0.0;0.0;0.0;of
51;1.473;0.7772;3.0;0.07692709421349489;0.055814888758025365;0.06818181818181818;evolutionary
52;1.293;0.4845;4.0;0.06752663463547107;0.034794536288295534;0.09090909090909091;psychology
53;0.3552;0.3552;1.0;0.018550240233966994;0.025508811743245766;0.022727272727272728;may
54;0.0;0.0;0.0;0.0;0.0;0.0;involve
55;0.4369;0.4369;1.0;0.022817004386881137;0.031376125705585796;0.022727272727272728;speculation,
56;0.0;0.0;0.0;0.0;0.0;0.0;it
57;0.0;0.0;0.0;0.0;0.0;0.0;is
58;0.4213;0.4213;1.0;0.022002297890119073;0.03025580627091622;0.022727272727272728;ultimately
59;0.3873;0.3873;1.0;0.02022665552538124;0.02781408442612355;0.022727272727272728;rooted
60;0.0;0.0;0.0;0.0;0.0;0.0;in
61;0.5181;0.5181;1.0;0.027057656152078547;0.037207531993737705;0.022727272727272728;empirical
62;0.3722;0.3722;1.0;0.01943806141633591;0.0267296726656421;0.022727272727272728;research
63;0.0;0.0;0.0;0.0;0.0;0.0;and
64;0.0;0.0;0.0;0.0;0.0;0.0;evidence.
