number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.7116;0.7116;1.0;0.07956127877870244;0.0857126133463432;0.03286637931034483;Narcolepsy
1;0.1375;0.1375;0.5;0.0149914412499046;0.015888055648637094;0.015625;is
2;0.0;0.0;0.0;0.0;0.0;0.0;a
3;0.2749;0.2749;1.0;0.0317504465012499;0.034902742331759246;0.03286637931034483;chronic
4;0.0;0.0;0.0;0.0;0.0;0.0;sleep
5;0.33135000000000003;0.33135000000000003;1.0;0.03879373684038635;0.042993525937468795;0.03286637931034483;disorder
6;0.3801;0.26680000000000004;1.5;0.04322087307272161;0.033967869831612506;0.04849137931034483;characterized
7;0.0;0.0;0.0;0.0;0.0;0.0;by
8;0.3719;0.27480000000000004;1.5;0.04351370492344379;0.03489226579662412;0.050107758620689655;excessive
9;0.1294;0.1294;0.5;0.014108309074455672;0.014952104734062832;0.015625;daytime
10;0.3882;0.18595;1.0;0.04706995016550872;0.0254970519676402;0.034482758620689655;sleepiness,
11;0.1533;0.11285;1.0;0.01671409413534818;0.013039760581445061;0.03125;sudden
12;0.18605;0.18605;0.5;0.020284782869416366;0.021497983661301314;0.015625;urges
13;0.0;0.0;0.0;0.0;0.0;0.0;to
14;0.36395;0.36395;1.0;0.0425473084566632;0.04711200259825866;0.03286637931034483;sleep,
15;0.0;0.0;0.0;0.0;0.0;0.0;sleep
16;0.32355;0.32355;1.0;0.03725148354088227;0.040871474739643636;0.03286637931034483;paralysis,
17;0.1376;0.1376;0.5;0.01668424817819165;0.01886740710270122;0.017241379310344827;and
18;0.30710000000000004;0.30710000000000004;1.0;0.035061932288564454;0.038271872987563446;0.03286637931034483;hypnagogic
19;0.32345;0.32345;1.0;0.03704317696376242;0.04051159192999597;0.03286637931034483;hallucinations.
20;0.0;0.0;0.0;0.0;0.0;0.0;To
21;0.27505;0.27505;1.0;0.03176863427179298;0.03492330999938574;0.03286637931034483;determine
22;0.09685;0.09685;0.5;0.010559426073114622;0.011190968651421836;0.015625;whether
23;0.24270000000000003;0.24270000000000003;1.0;0.02814193841230206;0.031009502264186264;0.03286637931034483;you
24;0.0;0.0;0.0;0.0;0.0;0.0;have
25;0.25895;0.25895;1.0;0.02971625048562541;0.032538853708031085;0.03286637931034483;narcolepsy,
26;0.0;0.0;0.0;0.0;0.0;0.0;it's
27;0.1133;0.1133;0.5;0.012352947589921389;0.013091757854476964;0.015625;best
28;0.13755;0.13755;0.5;0.016678185588010624;0.018860551213492387;0.017241379310344827;to
29;0.0;0.0;0.0;0.0;0.0;0.0;consult
30;0.12145;0.12145;0.5;0.0132415311985521;0.014033486243832544;0.015625;with
31;0.0;0.0;0.0;0.0;0.0;0.0;a
32;0.30745;0.30745;1.0;0.035498566684344965;0.0390154415177678;0.03286637931034483;qualified
33;0.09695;0.09695;0.5;0.01175536236101512;0.013293569175922115;0.017241379310344827;healthcare
34;0.27490000000000003;0.27490000000000003;1.0;0.03165143906737214;0.034728039194502985;0.03286637931034483;professional
35;0.0;0.0;0.0;0.0;0.0;0.0;for
36;0.0;0.0;0.0;0.0;0.0;0.0;a
37;0.1377;0.1377;0.5;0.015013246982631732;0.015911165547762382;0.015625;proper
38;0.19415;0.19415;0.5;0.023541037672935385;0.026621417797888382;0.017241379310344827;evaluation,
39;0.2589;0.2589;1.0;0.03010682878795468;0.033231888782274815;0.03286637931034483;which
40;0.0;0.0;0.0;0.0;0.0;0.0;may
41;0.2669;0.16185;1.0;0.029099750324360275;0.018701685867141188;0.03125;include
42;0.0;0.0;0.0;0.0;0.0;0.0;a
43;0.1133;0.1133;0.5;0.013737829350211585;0.01553544494720965;0.017241379310344827;comprehensive
44;0.37995;0.33955;1.5;0.04359749272369108;0.04219615725789807;0.050107758620689655;medical
45;0.27485;0.27485;1.0;0.03184278018794739;0.03506951116537918;0.03286637931034483;history,
46;0.0;0.0;0.0;0.0;0.0;0.0;a
47;0.0;0.0;0.0;0.0;0.0;0.0;physical
48;0.35559999999999997;0.2182;1.5;0.04183554514006013;0.027657665452851928;0.050107758620689655;examination,
49;0.1052;0.1052;0.5;0.011469815414472465;0.012155806939902706;0.015625;and
50;0.0;0.0;0.0;0.0;0.0;0.0;sleep
51;0.17795;0.17795;1.0;0.01979462464448227;0.02125545322361458;0.03286637931034483;studies.
