text;attention
One;4.035550514678634e-08
way;3.587760920923148e-08
to;3.954576131931842e-08
temporarily;3.5723518778745146e-08
fix;3.653720276864891e-08
a;3.69895779351525e-08
punctured;4.1026706873527264e-08
bicycle;3.650634785133403e-08
tire;3.66419451925132e-08
without;4.709781765277814e-08
a;3.561848667677926e-08
patch;3.595514405313228e-08
repair;3.651692666652446e-08
kit;4.3068713992181815e-08
is;4.021321643486654e-08
to;4.1604707881831036e-08
insert;3.870903690257458e-08
a;3.4134786103256505e-08
spare;3.848364742300775e-08
inner;3.2900161253667956e-08
tube,;4.5833715271148174e-08
if;3.4075122528553666e-08
you;3.28621412625994e-08
have;3.384500680378946e-08
one.;0.2315650586199607
Alternatively,;5.848909786214867e-08
you;3.6861063009083534e-08
can;3.6159179671521904e-08
try;4.279578503609404e-08
filling;4.522489206409076e-08
the;3.570805072445361e-08
tire;3.586279051990154e-08
with;3.7818438898336994e-08
a;3.514855702837545e-08
sealant;5.2579368327918914e-08
like;3.656584644499993e-08
Slime,;4.476530268343389e-08
which;3.3619473316256784e-08
can;3.6182449901572764e-08
temporarily;3.4649773070941166e-08
seal;4.338901607576946e-08
the;3.1397411366641303e-08
puncture.;0.2903098000185381
Another;3.917518634194679e-08
option;3.453804804930909e-08
is;3.6371425734322655e-08
to;4.1388092385270305e-08
use;3.7626765226101977e-08
duct;3.752895032639804e-08
tape;3.7942005702731086e-08
or;3.4193044925520543e-08
a;3.159761925391843e-08
similar;4.0269717336937525e-08
strong;3.38358181518644e-08
adhesive;3.864649901888239e-08
to;4.0554532822445306e-08
cover;4.2714158697706444e-08
the;3.470029685374316e-08
puncture;3.971750043426362e-08
on;4.079622954791824e-08
the;3.325524716839106e-08
inside;3.4319924044451456e-08
of;2.9878631182519934e-08
the;3.211896928822508e-08
tire.;0.2513241412813051
However,;6.005186503753413e-08
keep;3.585756342724006e-08
in;3.257482501272026e-08
mind;3.394862737494066e-08
that;3.621936563162324e-08
these;3.811770277750349e-08
are;3.554907938425873e-08
temporary;3.859974302002613e-08
solutions;3.836198752330162e-08
and;3.817218769992955e-08
you;4.275995071650386e-08
should;5.2319727087956236e-08
replace;4.466581275568024e-08
the;3.1705793787806904e-08
inner;3.0978782744602926e-08
tube;3.2653492960128865e-08
or;4.050879547339868e-08
repair;4.029420385260708e-08
the;3.189211858048982e-08
tire;3.133546174278189e-08
as;3.5522298228910675e-08
soon;3.656825159604403e-08
as;3.288923587234231e-08
possible.;0.22679777002535914
