text;attention
The;0.013686201918624583
standard;0.013388324555206837
amount;0.011766068982392885
of;0.010654164798547701
tea;0.022334219618007373
that;0.013887925521023935
an;0.009639368274082898
individual;0.012133334281045804
drinks;0.014771332516988605
annually,;0.05668817373781986
as;0.011396150288539303
it;0.010559854531264457
can;0.009146487673961824
vary;0.012401189899856372
greatly;0.010050993461439575
based;0.010178912885929729
on;0.010038810651014689
factors;0.009042997110035266
such;0.009260699374985418
as;0.010276590272362567
cultural;0.009826356731232465
background,;0.012515104277103437
location,;0.01052650825739279
and;0.008510766124078755
personal;0.008060716996672117
preference.;0.035064809763175595
As;0.011713624950713042
as;0.008909032149825857
a;0.00932380790920775
rough;0.009766331799597011
estimation,;0.016382198087595324
it's;0.011816082996987548
believed;0.009925439131056745
that;0.009422095474479546
people;0.009605506105495912
drink;0.010312801916111898
approximately;0.009360826392444302
3;0.011790422326061973
cups;0.010119118600999509
of;0.008160327782507321
tea;0.011498529894339981
daily.;0.018844844699351607
If;0.012468790827977324
you;0.011876099667686867
have;0.009357008012364922
recently;0.012297524081406792
increased;0.01085554752565355
your;0.008921687363715736
tea;0.010185703937302521
intake;0.010567404560810147
to;0.010682189609310179
five;0.010247218820688513
to;0.00844912608832958
seven;0.009007089491591489
cups;0.009447050897802211
per;0.008192474419630507
day;0.008389296112442008
and;0.01266623055229489
are;0.008774262636567368
experiencing;0.009227864778172171
symptoms;0.01109199667217994
such;0.009292437882520425
as;0.009481981451480796
nausea;0.009912983667701382
and;0.00875444854508122
bloating,;0.015890135400097097
it;0.00846231224124529
is;0.008348649556901478
advisable;0.009775752693214498
to;0.009169141457897404
see;0.008544430395836678
a;0.007988814074410154
doctor;0.009085514256943738
for;0.008315566437209898
guidance.;0.013240504800876745
Excessive;0.012700153873450774
tea;0.009321735220998061
consumption;0.00938864316591874
can;0.010005351805977057
lead;0.008456662781321449
to;0.008728469539795307
side;0.008305340977166533
effects;0.009004906328823515
such;0.007721284656964088
as;0.00907641554788266
dehydration,;0.010390687908846593
nausea,;0.009204413295673893
and;0.007967789876638817
bloating.;0.008003853383638864
