number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.4611;0.2752;1.0;0.046130758841478665;0.041604305561854654;0.038461538461538464;Hmm.
1;0.1941;0.1941;0.5;0.03015051959550771;0.03015051959550771;0.029411764705882353;I
2;0.3396;0.1537;1.0;0.033975288879996;0.023236125599044553;0.038461538461538464;don’t
3;0.0;0.0;0.0;0.0;0.0;0.0;think
4;0.34750000000000003;0.34750000000000003;1.0;0.044601728357331144;0.05327395565136516;0.048642533936651584;there’s
5;0.0;0.0;0.0;0.0;0.0;0.0;a
6;0.0;0.0;0.0;0.0;0.0;0.0;way
7;0.29115;0.29115;1.0;0.038972484959673676;0.044755674269551314;0.048642533936651584;of
8;0.9947;0.21005;3.0;0.0995147816517433;0.031755030462454835;0.11538461538461539;calculating
9;0.13745;0.13745;0.5;0.021350792985072305;0.021350792985072305;0.029411764705882353;that.
10;0.23455;0.23455;1.0;0.02883145008338239;0.035862294735090394;0.048642533936651584;Some
11;0.64685;0.50935;1.5;0.08170472594737316;0.07828004229358174;0.06787330316742082;people
12;0.3883;0.3883;1.0;0.04913970735080937;0.05947632732421136;0.048642533936651584;estimate
13;0.0;0.0;0.0;0.0;0.0;0.0;a
14;0.1778;0.1778;0.5;0.017788004602070934;0.026879525904424995;0.019230769230769232;couple
15;0.84125;0.6065499999999999;1.5;0.09802683066895146;0.09273953370197469;0.06787330316742082;of
16;0.2021;0.2021;0.5;0.020219098594367466;0.030553161896987015;0.019230769230769232;trillion
17;0.20215;0.20215;0.5;0.03140096618357488;0.03140096618357488;0.029411764705882353;dollars,
18;0.0;0.0;0.0;0.0;0.0;0.0;but
19;0.1618;0.1618;0.5;0.02513319974525063;0.02513319974525063;0.029411764705882353;it's
20;0.0;0.0;0.0;0.0;0.0;0.0;a
21;0.0;0.0;0.0;0.0;0.0;0.0;complex
22;0.0;0.0;0.0;0.0;0.0;0.0;issue
23;0.16975;0.16975;0.5;0.026368112835329388;0.026368112835329388;0.029411764705882353;for
24;0.0;0.0;0.0;0.0;0.0;0.0;which
25;0.186;0.186;0.5;0.01860837376819569;0.02811918907886979;0.019230769230769232;I
26;0.0;0.0;0.0;0.0;0.0;0.0;have
27;0.12125;0.12125;0.5;0.01883436631094956;0.01883436631094956;0.029411764705882353;no
28;0.19395;0.19395;0.5;0.030127219348525094;0.030127219348525094;0.029411764705882353;clear
29;0.0;0.0;0.0;0.0;0.0;0.0;answer.
30;0.1699;0.1699;0.5;0.026391413082312003;0.026391413082312003;0.029411764705882353;Remember,
31;0.0;0.0;0.0;0.0;0.0;0.0;not
32;0.21825;0.21825;0.5;0.03390185935970921;0.03390185935970921;0.029411764705882353;all
33;0.0;0.0;0.0;0.0;0.0;0.0;land
34;0.2266;0.2266;0.5;0.02267020159071582;0.034257033576730614;0.019230769230769232;in
35;0.0;0.0;0.0;0.0;0.0;0.0;the
36;0.5663;0.40454999999999997;1.5;0.06962651950076355;0.06213436146336254;0.06787330316742082;world
37;0.0;0.0;0.0;0.0;0.0;0.0;can
38;0.5259;0.5259;1.0;0.06469176783435143;0.08041273647557054;0.048642533936651584;be
39;0.2183;0.2183;0.5;0.021839827922565155;0.033002252558695024;0.019230769230769232;bought.
