text;attention
If;0.031011973966644985
Pinocchio;0.05853081330221461
said,;0.03786010742593347
"""I";0.0332698808358636
am;0.02802865317879644
currently;0.02637256086001863
"lying,""";0.044585006334661906
it;0.027683121704028944
would;0.027203092671820587
lead;0.027533599141916613
to;0.028704657662629102
a;0.026353038466789
paradox;0.03356229935560195
where;0.032802560217396796
he;0.029901983583753688
is;0.0282199112753093
simultaneously;0.02672297801947895
telling;0.02675454511047397
a;0.02531532843828008
lie;0.02675540944921077
and;0.024927875733427456
telling;0.025153990636341307
the;0.024177777199158496
truth.;0.03917447279260259
Whether;0.026327317208910062
his;0.025689577599924008
nose;0.02597633959239952
grows;0.0263752910457573
would;0.02523900643007642
depend;0.026712851236996866
on;0.026074171818418257
the;0.024963181440728646
author's;0.026322707998161072
interpretation.;0.02571391826627474
