text;attention
The;0.012630162105566079
European;0.015582515746048842
Union;0.01979587284599077
(EU);0.023837730968690435
is;0.009657205569794552
an;0.020005276781716003
economic;0.012153014789824976
and;0.010275262345320266
political;0.013222475626654226
union;0.03559327612646528
of;0.011824771311459672
27;0.01645373948095547
member;0.01259834832323365
states;0.01238627279775901
located;0.011645575956017517
primarily;0.00978721486146906
in;0.00932527056017784
Europe.;0.032898517451373836
It;0.020511010528968785
was;0.011035770626170786
created;0.01273127571743291
with;0.009261672115881359
the;0.008660609186832719
aim;0.011268817629538084
of;0.01105280554473358
promoting;0.011151581512152633
peace,;0.015213634602176835
prosperity,;0.011764616430332877
and;0.009023318031872205
cooperation;0.0092607986938721
among;0.00898999957866312
its;0.009011419500766536
members;0.009747572976082891
through;0.009438841084249324
common;0.009074686650261664
policies;0.01067225103919701
and;0.008730787297752306
institutions.;0.026431389644215098
The;0.01231311579849099
EU;0.01844065567753964
operates;0.013139686858194806
through;0.011588360625539055
a;0.00955907744669969
complex;0.011304806842277068
system;0.00918297355673171
of;0.009290662990982216
decision-making;0.015623147477074535
and;0.010339954953377046
governance,;0.017468618821414525
with;0.010049359546053578
various;0.009419512567130492
institutions;0.014643005515079813
such;0.010292976887429597
as;0.011969521120208172
the;0.00947554856835236
European;0.01093869917044752
Commission,;0.015066253103159013
the;0.008784806068191476
Council;0.010489543050936911
of;0.008917694464989452
the;0.008023881690728037
European;0.008397995611021433
Union,;0.010528703659370958
and;0.008841233532634676
the;0.008289507139758586
European;0.008081647537683739
Parliament.;0.012480062189956726
The;0.009258544103034394
EU;0.010503545560248625
also;0.009902713011703977
has;0.008638797424891917
its;0.008129061025081624
own;0.009431038253288405
currency,;0.016210440636100477
the;0.008545307271773408
euro,;0.014224166698908334
which;0.008921226157856411
is;0.008273574071935325
used;0.008625582017181855
by;0.008345138382152647
19;0.009574519010310959
member;0.007825574837844695
states.;0.007944397026562916
