number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;There
1;0.0;0.0;0.0;0.0;0.0;0.0;are
2;0.2588;0.2588;1.0;0.11346398351527905;0.11346398351527905;0.125;multiple
3;0.1941;0.1941;1.0;0.08509798763645929;0.08509798763645929;0.125;manufacturers
4;0.2909;0.2909;1.0;0.12753737559735193;0.12753737559735193;0.125;with
5;0.0;0.0;0.0;0.0;0.0;0.0;the
6;0.0;0.0;0.0;0.0;0.0;0.0;name
7;0.259;0.259;1.0;0.11355166820114868;0.11355166820114868;0.125;of
8;0.0;0.0;0.0;0.0;0.0;0.0;Dayan,
9;0.0;0.0;0.0;0.0;0.0;0.0;to
10;0.0;0.0;0.0;0.0;0.0;0.0;help
11;0.0;0.0;0.0;0.0;0.0;0.0;me
12;0.3557;0.3557;1.0;0.1559472138191065;0.1559472138191065;0.125;narrowit
13;0.0;0.0;0.0;0.0;0.0;0.0;down,
14;0.0;0.0;0.0;0.0;0.0;0.0;can
15;0.2914;0.2914;1.0;0.12775658731202597;0.12775658731202597;0.125;you
16;0.0;0.0;0.0;0.0;0.0;0.0;elaborate
17;0.0;0.0;0.0;0.0;0.0;0.0;on
18;0.0;0.0;0.0;0.0;0.0;0.0;what
19;0.0;0.0;0.0;0.0;0.0;0.0;the
20;0.3396;0.3396;1.0;0.14888859660660267;0.14888859660660267;0.125;primary
21;0.0;0.0;0.0;0.0;0.0;0.0;product
22;0.2914;0.2914;1.0;0.12775658731202597;0.12775658731202597;0.125;of
23;0.0;0.0;0.0;0.0;0.0;0.0;Dayan
24;0.0;0.0;0.0;0.0;0.0;0.0;is?
