number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.2266;0.2266;1.0;0.003944024785045428;0.008188161493960056;0.00641025641025641;There
1;0.4851;0.1938;2.0;0.00844327636021861;0.007002937764913764;0.01282051282051282;are
2;0.3232;0.3232;1.0;0.005625369861106276;0.011678789915480539;0.00641025641025641;a
3;1.7959;0.2268;6.0;0.031258049918195425;0.008195388467917656;0.038461538461538464;few
4;2.1355;0.2913;6.0;0.03716886552720437;0.010526087569243444;0.038461538461538464;issues
5;0.5505;0.2754;2.0;0.009581578306123158;0.009951543139614296;0.01282051282051282;with
6;0.0;0.0;0.0;0.0;0.0;0.0;your
7;0.2747;0.2747;1.0;0.004781216277369721;0.009926248730762699;0.00641025641025641;Java
8;0.2749;0.2749;1.0;0.004784697323075852;0.009933475704720297;0.00641025641025641;code:
9;0.0;0.0;0.0;0.0;0.0;0.0;1.
10;0.291;0.291;1.0;0.005064921502419327;0.010515247108307044;0.00641025641025641;The
11;0.0;0.0;0.0;0.0;0.0;0.0;method
12;0.2593;0.2593;1.0;0.004513175757997702;0.009369771736027549;0.00641025641025641;return
13;0.0;0.0;0.0;0.0;0.0;0.0;type
14;0.0;0.0;0.0;0.0;0.0;0.0;should
15;0.0;0.0;0.0;0.0;0.0;0.0;be
16;0.3235;0.3235;1.0;0.0056305914296654715;0.011689630376416939;0.00641025641025641;String
17;0.7439;0.5012;2.0;0.012947749503950987;0.018110796737743955;0.01282051282051282;instead
18;0.3882;0.3882;1.0;0.006756709715598565;0.014027556451700327;0.00641025641025641;of
19;0.2744;0.2744;1.0;0.004775994708810526;0.009915408269826299;0.00641025641025641;int,
20;0.0;0.0;0.0;0.0;0.0;0.0;as
21;0.5337;0.3396;2.0;0.009289170466808229;0.012271401780003686;0.01282051282051282;you
22;0.0;0.0;0.0;0.0;0.0;0.0;are
23;0.5339;0.2915;2.0;0.00929265151251436;0.010533314543201043;0.01282051282051282;returning
24;0.0;0.0;0.0;0.0;0.0;0.0;a
25;0.6148;0.6148;1.0;0.010700734500643993;0.022215717945660383;0.00641025641025641;string.
26;0.582;0.582;1.0;0.010129843004838653;0.021030494216614088;0.00641025641025641;2.
27;0.9375;0.3232;2.0;0.016317401747484944;0.011678789915480539;0.01282051282051282;You
28;1.0352;0.5015;3.0;0.018017892574929507;0.018121637198680353;0.019230769230769232;cannot
29;0.0;0.0;0.0;0.0;0.0;0.0;declare
30;0.0;0.0;0.0;0.0;0.0;0.0;a
31;0.5662;0.2427;2.0;0.009854840394054374;0.008769932897546804;0.01282051282051282;variable
32;0.2266;0.2266;1.0;0.003944024785045428;0.008188161493960056;0.00641025641025641;name
33;0.6794;0.4045;2.0;0.011825112263724022;0.014616554829244675;0.01282051282051282;inside
34;0.0;0.0;0.0;0.0;0.0;0.0;the
35;0.7436;0.4851;2.0;0.012942527935391792;0.01752902533415721;0.01282051282051282;method
36;0.4204;0.4204;1.0;0.007317158074285515;0.015191099258873821;0.00641025641025641;since
37;0.0;0.0;0.0;0.0;0.0;0.0;it
38;0.3723;0.3723;1.0;0.006479966581961222;0.01345301202207118;0.00641025641025641;is
39;0.0;0.0;0.0;0.0;0.0;0.0;already
40;0.1941;0.1941;1.0;0.0033783548577992826;0.007013778225850163;0.00641025641025641;a
41;0.3232;0.3232;1.0;0.005625369861106276;0.011678789915480539;0.00641025641025641;method
42;0.8738;0.5339;2.0;0.015208688690082501;0.01929240697981145;0.01282051282051282;parameter.
43;0.0;0.0;0.0;0.0;0.0;0.0;I
44;0.0;0.0;0.0;0.0;0.0;0.0;changed
45;0.0;0.0;0.0;0.0;0.0;0.0;the
46;0.2747;0.2747;1.0;0.004781216277369721;0.009926248730762699;0.00641025641025641;variable
47;0.3074;0.3074;1.0;0.005350367250321997;0.011107858972830191;0.00641025641025641;name
48;0.0;0.0;0.0;0.0;0.0;0.0;to
49;0.7602;0.259;2.0;0.013231454729000591;0.00935893127509115;0.01282051282051282;template
50;0.0;0.0;0.0;0.0;0.0;0.0;for
51;0.4851;0.4851;1.0;0.00844327636021861;0.01752902533415721;0.00641025641025641;the
52;0.2263;0.2263;1.0;0.003938803216486233;0.008177321033023658;0.00641025641025641;string
53;0.2266;0.2266;1.0;0.003944024785045428;0.008188161493960056;0.00641025641025641;template.
54;0.0;0.0;0.0;0.0;0.0;0.0;3.
55;0.4045;0.4045;1.0;0.007040414940648171;0.014616554829244675;0.00641025641025641;Add
