number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;in
1;0.1698;0.1698;0.5;0.022145130158067714;0.03607699825776568;0.021739130434782608;the
2;0.6063000000000001;0.4445;1.5;0.1081503129194459;0.11365115823745406;0.08514492753623187;simplest
3;0.275;0.275;0.5;0.03586519901924983;0.05842858964007988;0.021739130434782608;way,
4;0.14555;0.14555;0.5;0.0364348653249224;0.04245420604363551;0.041666666666666664;ocean
5;0.17;0.17;0.5;0.022171213939172624;0.036119491777503926;0.021739130434782608;is
6;0.0;0.0;0.0;0.0;0.0;0.0;a
7;0.0;0.0;0.0;0.0;0.0;0.0;very
8;0.18595;0.18595;0.5;0.04654801241614098;0.05423812857309532;0.041666666666666664;large
9;0.25875;0.25875;0.5;0.03374589180447597;0.05497599116134788;0.021739130434782608;body
10;0.0;0.0;0.0;0.0;0.0;0.0;of
11;0.6551499999999999;0.33155;2.0;0.10386758237218635;0.08261480998170646;0.1068840579710145;water,
12;0.18595;0.18595;0.5;0.024251395482289113;0.03950834997662856;0.021739130434782608;sea
13;0.7036;0.3558;2.0;0.11405336353504536;0.09032178952819367;0.1068840579710145;always
14;0.6473;0.15365;2.5;0.08442015754603786;0.03264564653890281;0.10869565217391304;smaller
15;0.1537;0.1537;0.5;0.03847501752277961;0.04483140823707852;0.041666666666666664;than
16;0.3234;0.16975;1.0;0.042177474046637804;0.036066374877831126;0.043478260869565216;ocean
17;0.0;0.0;0.0;0.0;0.0;0.0;and
18;0.17795;0.17795;0.5;0.023208044238092754;0.03780860918709896;0.021739130434782608;sometimes
19;0.18615;0.18615;0.5;0.04659807750075098;0.05429646482324116;0.041666666666666664;associated
20;0.1941;0.1941;0.5;0.02531430956231415;0.04123996090596183;0.021739130434782608;with
21;0.14565;0.14565;0.5;0.03645989786722739;0.042483374168708433;0.041666666666666664;some
22;0.0;0.0;0.0;0.0;0.0;0.0;land
23;0.46905;0.18585;1.5;0.11741513968158607;0.05420896044802239;0.125;although
24;0.0;0.0;0.0;0.0;0.0;0.0;not
25;0.17785;0.17785;1.0;0.038698915063577116;0.048029687635743695;0.06340579710144928;necessarily
