text;attention
in;0.03170879190835521
the;0.029079940649561917
simplest;0.03799610278479848
way,;0.0588572888095455
ocean;0.048604537009082176
is;0.03565339920935464
a;0.031553021863335286
very;0.03154794342373035
large;0.03575631556943644
body;0.03253225224329248
of;0.02712004614214199
water,;0.06579324924368973
sea;0.052330802484095454
always;0.04400101264176291
smaller;0.04243697324171839
than;0.03547579404596052
ocean;0.03806110892895243
and;0.03262224963946188
sometimes;0.03850882244586597
associated;0.04400183878890795
with;0.03514913974023282
some;0.03649133828877856
land;0.037045953641676586
although;0.03419547874519044
not;0.0296875338301522
necessarily;0.03378906468091971
