text;attention
Yes,;5.519846353602058e-06
a;2.7219636223164167e-06
star;3.3765638786431704e-06
can;3.331616284493259e-06
turn;2.7881064625535284e-06
into;3.10816645291416e-06
a;2.718017401594172e-06
planet,;5.6379412519918126e-06
but;3.2640456314701347e-06
this;2.725758623971577e-06
transformation;3.1900261240926356e-06
only;2.8320023693849927e-06
happens;2.9393504915450507e-06
for;2.9432477454063335e-06
a;2.570305214944676e-06
very;2.559218001636335e-06
particular;2.7581971572275968e-06
type;2.7025244957671497e-06
of;2.70681863164411e-06
star;3.2006484694764834e-06
known;2.8010009143858253e-06
as;2.9449171398724354e-06
a;2.6233755028909457e-06
brown;2.771628258456643e-06
dwarf.;0.9998516311245268
Some;3.82393697187695e-06
scientists;3.206578379754359e-06
do;2.587337690515766e-06
not;2.784416711062084e-06
consider;3.045718082476115e-06
brown;2.6788193719601467e-06
dwarfs;4.1523898605854e-06
to;2.814674631901707e-06
be;2.6649095474443396e-06
true;2.6986521389427416e-06
stars;3.105284200206707e-06
because;3.1508472796681464e-06
they;2.6219768749358607e-06
do;2.4353795606721532e-06
not;2.5694950757345344e-06
have;2.540188550783634e-06
enough;2.5695127267753637e-06
mass;2.7684979230622307e-06
to;2.747530104915075e-06
ignite;3.0060629643086264e-06
the;2.5748771318028405e-06
nuclear;2.6584987646492285e-06
fusion;2.7357422769132044e-06
of;2.5297801084531247e-06
ordinary;2.5212751425242195e-06
hydrogen.;2.6412069207506596e-06
