text;attention
Sure,;0.9490517694101371
here;0.005534741546375259
is;0.0005818749185983828
an;0.0003479595689963449
example;0.0010222885467196816
of;0.00019704866113158336
a;0.0001698686088660474
game;0.00036470275321168346
played;0.00016043007790621667
by;0.00011851648407030286
Bob;0.00052346410955851
and;0.00017658853923426592
Jane:;0.014552941065231686
Bob:;0.0011009370559503415
"""S""";0.002544986604447078
Jane:;0.0005797032472621639
"""T""";0.005758433687888005
Bob:;0.0005114968007445189
"""A""";0.0013312245303533986
Jane:;0.00018670591494206242
"""R""";0.0015310304617768369
Bob:;0.0003371538658055496
"""T""";0.0005800618801419688
Jane:;0.00015553009091016213
"""L""";0.0006707555194946134
Bob:;0.00019321171193028254
"""E""";0.0005068779520342855
Jane:;0.00039510433307335906
"""D""";0.0005562164081454304
Bob:;0.00012897013049527735
"""N""";0.00035970783373611
Jane:;0.0002869348518479989
"""S""";0.00038176994350122394
Bob:;0.0001457867848533382
"""H""";0.00028760102823270986
Jane:;0.00018008280816031872
"""M""";0.0002644999335399597
Bob:;0.00012433527670250883
"""O""";0.000256435062059357
Jane:;0.00024679168011239436
"""P""";0.0002715535618494029
Bob:;0.00017548185530978525
"""E""";0.00020893526386201196
Jane:;9.135863330149626e-05
"""X""";0.00027139426695365585
Bob:;9.953301459849597e-05
"""I""";0.00017442313167667585
Jane:;8.673153955576485e-05
"""T""";0.00018502380297373582
Bob:;9.038369541223465e-05
"""Y""";0.0001666774754834933
Jane:;0.0001396962547002433
"""U""";0.00015062041961416003
Bob:;9.843316079629358e-05
"""R""";0.00013720906237270233
Jane:;7.18342365402565e-05
"""Q""";0.00014825783431320446
Bob:;9.715728447821395e-05
"""U""";0.00012384689270920454
Jane:;8.008158264818147e-05
"""F""";0.00012796608798055332
Bob:;7.384018643080482e-05
"""F""";0.00011552244854368429
Jane:;6.981484041769097e-05
"""K""";0.0001232067305912274
"Bob;";8.647473792715635e-05
"""Y""";0.0001114287418567686
Jane:;7.264586100381456e-05
""")""";8.770188681463771e-05
Bob:;7.812887879095668e-05
"""2""";0.00011815645572246314
Jane:;6.914472861359329e-05
"""G""";0.00010655195930853328
Bob:;6.575474285011333e-05
"""E""";8.951797732264935e-05
In;8.002885100491221e-05
this;6.057731276169154e-05
game,;9.412410544639479e-05
Bob;6.130834517361501e-05
and;5.562431621168306e-05
Jane;5.7044365558997926e-05
take;5.634670250615015e-05
turns;5.647065403042421e-05
giving;5.4703675919942116e-05
a;5.19825714635425e-05
single;5.4168565160452014e-05
letter;6.289693031816357e-05
to;5.608761045014027e-05
form;5.538431899957853e-05
a;5.079190915883559e-05
valid;5.4503019481629725e-05
word.;9.500101937737204e-05
They;5.510802969441153e-05
continue;5.39693439795793e-05
until;5.524901802488929e-05
one;5.5297949596510836e-05
of;5.1851860321621786e-05
them;5.1946203521332396e-05
cannot;5.469506537111348e-05
give;5.354918683574042e-05
a;5.0336096152874387e-05
valid;5.247880189880889e-05
letter.;7.583714662783495e-05
In;5.8323044453063664e-05
this;5.0246387252937575e-05
case,;6.0839120179662444e-05
Bob;5.218744236120003e-05
wins;5.627416982179604e-05
the;4.897943834109655e-05
game;5.381481550728191e-05
because;5.23712588881232e-05
Jane;5.159726931245795e-05
cannot;5.1116636001799447e-05
give;4.9666038070431575e-05
a;4.9310253558760496e-05
valid;4.852879940438653e-05
letter;5.0582431417788095e-05
after;4.951031494447191e-05
"""G"".";7.215075627536542e-05
Note;5.2631544856214127e-05
that;4.9102271584703435e-05
the;4.7879712582187735e-05
words;4.935829261495245e-05
formed;4.8725380246444024e-05
in;4.7482204487703636e-05
this;4.690449931876063e-05
game;4.806641586448398e-05
may;4.7446607704026396e-05
not;4.689069256148492e-05
necessarily;4.6451565618485845e-05
be;4.6078621995535706e-05
meaningful;4.968027373033361e-05
or;4.5538898426752275e-05
valid;4.5500379724517036e-05
English;4.490271548453166e-05
words.;4.546985085812231e-05
