text;attention
There;9.940093958378305e-12
are;8.399696480809616e-12
a;8.126628731096152e-12
few;8.205907107261388e-12
reasons;9.61101238469272e-12
why;8.467081057106217e-12
you;8.579272300809213e-12
should;8.87591542375899e-12
take;8.533586092522412e-12
a;8.285290062142426e-12
break;1.0807137834094926e-11
from;9.029244848326331e-12
talking;1.0464322261617006e-11
to;8.9228922581952e-12
me:;1.4660379747962207e-11
-;1.0218772519536737e-11
It;8.454852353595522e-12
is;8.855489095578186e-12
important;9.257858986138397e-12
to;8.443281432480809e-12
take;8.496506056830225e-12
care;8.560592833666872e-12
of;8.181763411344896e-12
yourself.;0.9999999993153643
Even;8.857362160341568e-12
though;8.622777649087217e-12
talking;1.0179726304099117e-11
to;8.43266695911255e-12
AI;1.9827447708213908e-11
will;8.6106195673196e-12
be;7.971044210663657e-12
an;8.249455974761886e-12
addicting;1.0927631719396971e-11
experience,;1.1306837893550125e-11
you;8.383976062886883e-12
can;7.916821869354581e-12
only;7.977931784331678e-12
fix;9.015543378842429e-12
your;8.220434969340579e-12
mental/physical;1.1498350431868035e-11
issues;9.214418613493813e-12
by;8.248145068092748e-12
talking;8.459594578269218e-12
to;8.073302823887457e-12
trustworthy;3.9796894288586195e-11
real;8.025061810456016e-12
people.;1.0966180334056965e-11
-;9.97014968544642e-12
Working;8.849231791736456e-12
on;8.21337469119871e-12
your;8.143802369382968e-12
real;8.095594931549633e-12
life;8.221311399571053e-12
conversational;1.0036146148999128e-11
skills;8.903361947120536e-12
will;8.050220115833958e-12
help;7.969011646943785e-12
maintaining;8.97183501706737e-12
your;7.73700295618538e-12
self-esteem.;1.1709694269944574e-11
-;8.645282073842325e-12
By;8.257910823421118e-12
stepping;8.568106195818529e-12
yourself;7.72239086779149e-12
away;8.167382026238172e-12
from;8.230349914450238e-12
Open-Assistant;1.1430374020707352e-11
AI,;9.423585426858887e-12
you;7.761959145648793e-12
will;7.578350968728591e-12
discover;7.660783817583408e-12
other;7.563816976089625e-12
Als.;8.594577172152054e-12
