text;attention
I;0.018951557158542128
don't;0.015178552098455391
have;0.01208639876065671
access;0.015375775395579676
to;0.012670505625300374
specific;0.015645068877776426
event;0.022555634231581568
schedules;0.02448123885778309
and;0.017401833624133015
details.;0.044477900587833546
However,;0.02557150599399027
you;0.015219044387679292
can;0.014281741344951568
check;0.013415823044299094
online;0.013939091092143807
calendars;0.02227963193099309
or;0.01485667452373195
event;0.018384222016823163
websites;0.015012956984377965
for;0.014691703586646562
the;0.014460392568446306
29th;0.03166920914510231
to;0.01402427950614334
see;0.016524944966558708
if;0.013686952559157821
there;0.014557811738203646
are;0.011379313537112795
any;0.011269292154158655
events;0.0172620936721292
or;0.011335990293811962
activities;0.013417872292045732
that;0.011500202237643904
could;0.011217804766696912
impact;0.015501947132682884
your;0.012540453818729595
schedule.;0.030283407337293233
As;0.012315890299359726
for;0.015506826095226665
going;0.015052860365570403
to;0.012207708344493784
the;0.012513072560909833
store;0.024959392419570545
in;0.012942651713707879
town,;0.042165207753748955
it;0.011761275364707455
would;0.011972931106703125
depend;0.015974390211999315
on;0.013786560132362383
the;0.011478457749797952
timing;0.014121366677715463
and;0.012574340445256264
duration;0.012197894115552487
of;0.01153010626656251
your;0.011944513037425953
events,;0.021984291809307447
as;0.010557739917622632
well;0.010521723332055926
as;0.011119953802244318
the;0.010413332004472848
distance;0.011541688082978898
to;0.010947386710916317
the;0.010106048170672888
store.;0.010693563659862557
