;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;As;218;399;238;418;[];0.0;0.0;0;;;408.5;;1;270.7557319329613;;;[]
1;1;a;246;403;255;418;[];0.0;0.0;0;;;410.5;2.0;1;261.6819244322266;;;[]
2;2;Large;264;399;312;422;[];0.0;0.0;0;;;410.5;0.0;1;233.90701634314772;;;[]
3;3;Language;321;399;406;422;[];0.0;0.0;0;;;410.5;0.0;1;221.01055999999994;;;[]
4;4;Model,;414;398;471;422;[];0.0;0.0;0;;;410.0;0.5;1;222.4658883841601;;;[]
5;5;J;480;399;485;417;[];0.0;0.0;0;;;408.0;2.0;1;243.79419741772685;;;[]
6;6;do;494;398;514;418;[4237.0];0.2103;0.2103;1;13.1241;15.6085;408.0;0.0;1;248.475197906257;14.37;0.2103;[30.870400000000018]
7;7;not;523;400;551;418;[4239.0];0.4039;0.4039;1;15.3941;15.099;409.0;1.0;1;262.09617008753406;15.25;0.4039;[8.13844761609973]
8;8;have;559;398;600;418;[];0.0;0.0;0;;;408.0;1.0;1;282.2544029320953;;;[]
9;9;the;608;398;635;418;[];0.0;0.0;0;;;408.0;0.0;1;314.2741134337246;;;[]
10;10;ability;643;398;696;422;[];0.0;0.0;0;;;410.0;2.0;1;336.9977298062312;;;[]
11;11;to;704;400;720;418;[];0.0;0.0;0;;;409.0;1.0;1;387.44024052046217;;;[]
12;12;think;728;398;772;418;[4240.0];0.2747;0.2747;1;17.1571;16.6659;408.0;1.0;1;407.2166135787606;16.91;0.2747;[52.802396218111184]
13;13;in;781;399;794;417;[];0.0;0.0;0;;;408.0;0.0;1;452.8380508466063;;;[]
14;14;the;803;398;830;418;[];0.0;0.0;0;;;408.0;0.0;1;471.55178970559916;;;[]
15;15;same;838;403;885;418;[];0.0;0.0;0;;;410.5;2.5;1;502.58773002785654;;;[]
16;16;way;893;403;927;422;[4241.0];0.275;0.275;1;15.6852;16.2043;412.5;2.0;1;550.6994369840536;15.94;0.275;[4.32607999999999]
17;17;that;935;398;970;418;[4242.0];0.3718;0.3718;1;15.9713;15.9673;408.0;4.5;1;590.9212786611713;15.97;0.3718;[21.941120000000012]
18;18;a;978;403;986;418;[];0.0;0.0;0;;;410.5;2.5;1;630.8944209410586;;;[]
19;19;human;995;398;1055;418;[];0.0;0.0;0;;;408.0;2.5;1;646.8048651444682;;;[]
