;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Yuri;222;346;255;365;[];0.0;0.0;0;;;355.5;;1;369.85571691285236;;;[]
1;1;Gagarin;264;346;332;370;[4411.0, 4426.0];0.6953;0.3881;2;14.3456;16.6311;358.0;2.5;1;293.45491805917993;15.49;0.3477;[25.795200000000023, 0.0]
2;2;was;341;351;374;365;[4412.0];0.5501;0.5501;1;16.3728;17.9516;358.0;0.0;1;253.9926584236639;17.16;0.5501;[5.59584000000001]
3;3;a;382;351;390;365;[];0.0;0.0;0;;;358.0;0.0;1;238.64999336501143;;;[]
4;4;Soviet;399;346;455;365;[4443.0];0.2747;0.2747;1;14.127;15.5168;355.5;2.5;1;177.51791834381115;14.82;0.2747;[3.7689599999999928]
5;5;pilot;463;346;500;370;[4413.0, 4427.0, 4441.0];0.7927;0.2587;3;14.9398;15.8401;358.0;2.5;1;134.8185867494538;15.39;0.2642;[35.00096000000002, 0.39999999999997726, 21.67872]
6;6;and;508;346;538;365;[4415.0, 4442.0];0.598;0.3071;2;14.4804;16.3462;355.5;2.5;1;106.34916893478764;15.41;0.299;[0.0, 9.503359999999986]
7;7;cosmonaut;547;347;645;365;[4414.0, 4416.0];0.6954;0.4531;2;16.167;16.9894;356.0;0.5;1;69.84160000000003;16.58;0.3477;[56.143039999999985, 35.65280000000001]
8;8;who;652;346;687;365;[];0.0;0.0;0;;;355.5;0.5;1;77.58982493291246;;;[]
9;9;became;696;346;764;365;[4417.0, 4425.0, 4444.0];0.7279;0.3075;3;15.2651;16.9239;355.5;0.0;1;104.54874524890295;16.09;0.2426;[47.923839999999984, 0.0, 54.672000000000025]
10;10;the;772;346;800;365;[4445.0];0.2911;0.2911;1;15.5612;16.4516;355.5;0.0;1;168.91357829706885;16.01;0.2911;[71.42464000000001]
11;11;first;807;346;842;365;[];0.0;0.0;0;;;355.5;0.0;1;201.30247125437882;;;[]
12;12;human;850;346;909;365;[4446.0, 4447.0];0.6309;0.3718;2;14.9768;17.4298;355.5;0.0;1;242.09160938190323;16.2;0.3154;[37.12063999999998, 59.566719999999975]
13;13;to;918;347;934;365;[4419.0];0.2425;0.2425;1;14.0235;16.0099;356.0;0.5;1;307.8261355588898;15.02;0.2425;[89.36160000000001]
14;14;journey;941;346;1010;370;[4418.0, 4420.0, 4428.0];0.9219;0.2588;3;14.8903;16.1555;358.0;2.0;1;329.2464732280667;15.52;0.3073;[80.11698628780293, 34.01350617236631, 41.05408]
15;15;into;1018;346;1050;365;[];0.0;0.0;0;;;355.5;2.5;1;405.85294101819693;;;[]
16;16;space,;236;455;292;475;[4448.0];0.2589;0.2589;1;14.0548;16.0792;465.0;109.5;2;326.82387448459144;15.07;0.2589;[1.7539199999999937]
17;17;completing;301;450;398;475;[4421.0, 4449.0];0.5983;0.2423;2;14.787;16.0935;462.5;2.5;2;220.72272590995243;15.44;0.2991;[13.980799999999988, 6.105920000000026]
18;18;an;407;455;426;470;[];0.0;0.0;0;;;462.5;0.0;2;193.25583078686137;;;[]
19;19;orbit;435;450;476;470;[4454.0];0.6469;0.6469;1;14.9878;16.4811;460.0;2.5;2;143.00724503716586;15.73;0.6469;[0.0]
20;20;of;483;450;500;470;[4453.0];0.3395;0.3395;1;14.6993;15.7684;460.0;0.0;2;119.16960742202684;15.23;0.3395;[11.822720000000004]
21;21;the;507;450;534;470;[4450.0];0.291;0.291;1;15.2568;16.6673;460.0;0.0;2;85.55516660681573;15.96;0.291;[4.529280000000028]
22;22;Earth;543;450;588;470;[4422.0];0.2749;0.2749;1;14.1411;15.4128;460.0;0.0;2;33.79221409023088;14.78;0.2749;[8.543360000000007]
23;23;on;597;455;617;470;[4452.0];0.2267;0.2267;1;15.0372;16.0043;462.5;2.5;2;20.19418067463988;15.52;0.2267;[11.55680000000001]
24;24;April;625;450;664;475;[4451.0, 4455.0];0.5176;0.2424;2;14.6145;16.2137;462.5;0.0;2;16.61310726865987;15.41;0.2588;[35.97631999999999, 16.61310726865987]
25;25;12,;675;451;700;475;[];0.0;0.0;0;;;463.0;0.5;2;59.052113705776875;;;[]
26;26;1961.;710;451;758;470;[];0.0;0.0;0;;;460.5;2.5;2;93.2096568662282;;;[]
27;27;Gagarin;767;451;835;475;[];0.0;0.0;0;;;463.0;2.5;2;149.67316971695362;;;[]
28;28;died;844;450;880;470;[4423.0];0.3718;0.3718;1;15.9356;17.6145;460.0;3.0;2;226.30663828778864;16.78;0.3718;[76.77247999999997]
29;29;in;889;451;903;470;[4424.0];0.2264;0.2264;1;15.2617;15.9736;460.5;0.5;2;271.28005332703697;15.62;0.2264;[77.72127999999998]
30;30;1968;913;451;955;470;[];0.0;0.0;0;;;460.5;0.0;2;295.24090254082347;;;[]
31;31;during;963;450;1018;475;[];0.0;0.0;0;;;462.5;2.0;2;345.13144413849056;;;[]
32;32;a;1027;455;1036;470;[];0.0;0.0;0;;;462.5;0.0;2;409.2951171625677;;;[]
33;33;training;234;556;301;580;[4431.0];0.4044;0.4044;1;15.1584;16.6369;568.0;105.5;3;339.55296042461475;15.9;0.4044;[0.0]
34;34;flight;310;555;355;580;[4429.0];0.275;0.275;1;14.2792;16.4398;567.5;0.5;3;289.3322023783733;15.36;0.275;[0.0]
35;35;for;362;555;387;575;[];0.0;0.0;0;;;565.0;2.5;3;260.5613573289792;;;[]
36;36;a;394;560;402;575;[4430.0];0.2747;0.2747;1;13.5714;15.4933;567.5;2.5;3;249.81544574569443;14.53;0.2747;[9.036799999999971]
37;37;planned;412;555;480;580;[4432.0];0.2264;0.2264;1;13.432;14.3804;567.5;0.0;3;183.13307547551312;13.91;0.2264;[28.17247999999995]
38;38;moon;490;560;538;575;[];0.0;0.0;0;;;567.5;0.0;3;148.65033378072178;;;[]
39;39;mission.;547;556;619;575;[];0.0;0.0;0;;;565.5;2.0;3;121.15839999999997;;;[]
40;40;His;629;556;654;575;[4433.0];0.2913;0.2913;1;14.2938;14.9544;565.5;0.0;3;121.63865887586887;14.62;0.2913;[43.303679999999986]
41;41;legacy;663;555;718;580;[4434.0];0.3879;0.3879;1;12.3237;13.8049;567.5;2.0;3;128.2378170943345;13.06;0.3879;[66.23455999999999]
42;42;continues;726;556;811;575;[];0.0;0.0;0;;;565.5;2.0;3;162.17229397501904;;;[]
43;43;to;819;557;835;575;[];0.0;0.0;0;;;566.0;0.5;3;235.03759727566992;;;[]
44;44;inspire;844;556;902;580;[4436.0];0.3561;0.3561;1;12.9839;14.0313;568.0;2.0;3;256.25041528380007;13.51;0.3561;[25.598719999999958]
45;45;generations;910;556;1014;580;[4435.0];0.21;0.21;1;13.6334;14.4893;568.0;0.0;3;315.95199656454145;14.06;0.21;[34.333439999999996]
46;46;of;1022;555;1039;575;[];0.0;0.0;0;;;565.0;3.0;3;421.2970317164839;;;[]
47;47;scientists,;477;661;564;684;[4438.0];0.2263;0.2263;1;13.2007;16.0513;672.5;107.5;4;232.56275568783576;14.63;0.2263;[21.78848000000005]
48;48;engineers,;573;661;665;685;[4437.0, 4439.0];0.5981;0.3879;2;13.2445;14.8492;673.0;0.5;4;226.15839999999997;14.05;0.2991;[21.430079999999975, 0.0]
49;49;and;674;660;705;680;[4440.0];0.3724;0.3724;1;13.2091;14.7871;670.0;3.0;4;231.96932239656172;14.0;0.3724;[34.67516292209171]
50;50;explorers.;714;660;801;685;[];0.0;0.0;0;;;672.5;2.5;4;244.69090406698814;;;[]
