;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg
0;0;An;228;242;250;260;251.0;;1;[];[];0.0;0.0;0;;;612.9017601697473;;
1;1;increase;260;246;332;260;253.0;2.0;1;[2319.0];[67.85408000000001];0.2424;0.2424;1;13.1774;14.8797;568.6349335198942;14.03;0.2424
2;2;in;341;246;354;260;253.0;0.0;1;[];[];0.0;0.0;0;;;558.2125111632437;;
3;3;cortisol,;363;241;432;265;253.0;0.0;1;[];[];0.0;0.0;0;;;522.3272717551463;;
4;4;a;445;246;449;260;253.0;0.0;1;[];[];0.0;0.0;0;;;521.5375419077465;;
5;5;stress;458;242;510;260;251.0;2.0;1;[2320.0];[0.0];0.2426;0.2426;1;13.9085;14.8725;506.0535224847016;14.39;0.2426
6;6;hormone,;518;241;602;265;253.0;2.0;1;[2321.0];[17.221464533494164];0.3881;0.3881;1;15.7374;17.0341;491.1547401982133;16.39;0.3881
7;7;can;611;246;640;260;253.0;0.0;1;[];[];0.0;0.0;0;;;496.09205558966005;;
8;8;cause;649;246;699;260;253.0;0.0;1;[];[];0.0;0.0;0;;;497.6277801923586;;
9;9;physical;707;241;777;265;253.0;0.0;1;[2322.0];[12.161085231573729];0.3076;0.3076;1;16.5261;18.4612;500.594425477526;17.49;0.3076
10;10;and;786;241;816;260;250.5;2.5;1;[];[];0.0;0.0;0;;;526.4126970535326;;
11;11;psychological;826;241;943;265;253.0;2.5;1;[2323.0];[42.0368];0.2751;0.2751;1;15.2464;16.067;536.5266245203254;15.66;0.2751
12;12;symptoms;952;242;1044;265;253.5;0.5;1;[2324.0];[14.262400000000014];0.2587;0.2587;1;16.0027;16.9005;598.488912862364;16.45;0.2587
13;13;such;227;346;266;365;355.5;102.0;2;[];[];0.0;0.0;0;;;520.8003867310147;;
14;14;as:;274;351;298;365;358.0;2.5;2;[];[];0.0;0.0;0;;;500.24610225285556;;
15;15;Physical;310;346;379;370;358.0;0.0;2;[2325.0];[0.0];0.2912;0.2912;1;16.3243;16.9733;449.87799903882205;16.65;0.2912
16;16;symptoms:;388;347;486;370;358.5;0.5;2;[2326.0];[5.158079999999984];0.2911;0.2911;1;14.7342;15.2278;405.4902391170155;14.98;0.2911
17;17;Increased;497;346;582;365;355.5;3.0;2;[];[];0.0;0.0;0;;;392.08621860398813;;
18;18;heart;592;346;637;365;355.5;0.0;2;[2327.0, 2328.0];[11.83682476342361, 9.513599999999997];0.6793;0.2748;2;15.1541;15.7252;391.09087999999997;15.44;0.3396
19;19;rate;646;347;679;365;356.0;0.5;2;[];[];0.0;0.0;0;;;392.75162993827837;;
20;20;High;688;346;726;370;358.0;2.0;2;[2329.0];[17.101440000000025];0.2265;0.2265;1;16.3882;16.1352;393.90691034706964;16.26;0.2265
21;21;blood;736;346;782;365;355.5;2.5;2;[];[];0.0;0.0;0;;;410.91147808156245;;
22;22;pressure;792;351;867;370;360.5;5.0;2;[2330.0];[57.53183999999999];0.2425;0.2425;1;14.8543;15.0829;426.87151933476935;14.97;0.2425
