;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;There;218;188;269;208;[];0.0;0.0;0;;;198.0;;1;865.8104244171478;;;[]
1;1;are;277;193;304;208;[];0.0;0.0;0;;;200.5;2.5;1;842.5964461291074;;;[]
2;2;three;312;188;358;208;[];0.0;0.0;0;;;198.0;2.5;1;808.4471058946292;;;[]
3;3;Newtonion;367;189;459;208;[3732.0, 3735.0];0.5653;0.307;2;14.3537;16.0954;198.5;0.5;1;750.8571175858971;15.22;0.2827;[20.31103999999999, 0.0]
4;4;laws;468;188;506;208;[3734.0, 3737.0];0.8738;0.2592;2;14.5825;16.5568;198.0;0.5;1;727.292339454639;15.57;0.4369;[35.73247999999998, 0.0]
5;5;of;514;188;531;208;[3736.0];0.2266;0.2266;1;13.6342;14.8726;198.0;0.0;1;715.6999001183399;14.25;0.2266;[24.33408]
6;6;motion.;538;189;604;208;[3733.0, 3738.0];0.7282;0.4205;2;15.0724;16.5395;198.5;0.5;1;685.9556625827953;15.81;0.3641;[0.0, 0.0]
7;7;They;612;188;655;213;[];0.0;0.0;0;;;200.5;2.0;1;664.3538284900612;;;[]
8;8;are:;663;193;697;208;[3739.0];0.372;0.372;1;14.5368;15.3342;200.5;0.0;1;657.9207817278625;14.94;0.372;[9.13716702318605]
9;9;-;707;198;713;201;[];0.0;0.0;0;;;199.5;1.0;1;661.1497504116611;;;[]
10;10;Newton's;723;188;802;208;[];0.0;0.0;0;;;198.0;1.5;1;641.1809378244192;;;[]
11;11;First;811;189;849;208;[3740.0];0.3396;0.3396;1;13.7221;14.7427;198.5;0.5;1;639.1578295142771;14.23;0.3396;[26.334811785589054]
12;12;Law;857;189;890;208;[];0.0;0.0;0;;;198.5;0.0;1;639.1571285915551;;;[]
13;13;of;898;188;915;208;[];0.0;0.0;0;;;198.0;0.5;1;640.7232187375464;;;[]
14;14;Motion;922;189;980;208;[3741.0];0.372;0.372;1;14.4578;14.976;198.5;0.5;1;642.8526697692106;14.72;0.372;[6.195520000000016]
15;15;-;989;198;994;201;[];0.0;0.0;0;;;199.5;1.0;1;660.2909059417688;;;[]
16;16;which;1003;188;1052;208;[3742.0];0.4368;0.4368;1;14.9007;16.4234;198.0;1.5;1;656.4978926313486;15.66;0.4368;[31.216639999999984]
17;17;implies;211;293;273;318;[];0.0;0.0;0;;;305.5;107.5;2;785.1492544920371;;;[]
18;18;that;281;293;316;313;[];0.0;0.0;0;;;303.0;2.5;2;757.4562597466613;;;[]
19;19;things;323;293;377;318;[3743.0];0.3074;0.3074;1;14.211;16.2741;305.5;2.5;2;711.7750373744515;15.24;0.3074;[13.192319999999995]
20;20;cannot;385;295;444;313;[];0.0;0.0;0;;;304.0;1.5;2;672.783508589057;;;[]
21;21;start,;452;295;498;317;[3744.0];0.5013;0.5013;1;12.9892;14.4775;306.0;2.0;2;638.0583372618853;13.73;0.5013;[3.1807999999999765]
22;22;stop;507;295;543;318;[3745.0];0.2104;0.2104;1;15.8766;15.8882;306.5;0.5;2;613.2936587226397;15.88;0.2104;[2.190400000000068]
