text;attention
Sure!;0.18789176826479706
Here;0.03320999308905882
are;0.025708125520034597
some;0.02508976436239751
synonyms;0.04916354979227266
for;0.025169815132747974
problem.;0.040125914800173725
-;0.025838805181460357
issue;0.02625166337299732
-;0.023830436588755867
difficulty;0.025296154136023517
-;0.02323534435674409
complication;0.02710346948171639
-;0.022911337383206366
trouble;0.02569853113370864
-;0.02282077075515022
obstacle;0.026652909681160557
-;0.022484600619356653
dilemma;0.04737994236047665
-;0.022086504995111642
worry;0.023347896003639637
-;0.022049806660377976
headache;0.02397449725636597
-;0.021850270351897426
mess;0.022742433180626853
-;0.02183383133554854
pickle;0.024065537901641426
I;0.023177633391334683
hope;0.02226692260123106
these;0.021960513620525517
synonyms;0.02320739995357944
help!;0.021573856735880748
