number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;Yuri
1;0.6953;0.3881;2.0;0.05040195431711259;0.037912608555491514;0.044444444444444446;Gagarin
2;0.5501;0.5501;1.0;0.03987647787982689;0.05373802104193734;0.022222222222222223;was
3;0.0;0.0;0.0;0.0;0.0;0.0;a
4;0.2747;0.2747;1.0;0.0199128676124131;0.026834819814979434;0.022222222222222223;Soviet
5;0.7927;0.2587;3.0;0.057462432312922695;0.025271816112614413;0.06666666666666667;pilot
6;0.598;0.3071;2.0;0.04334872527201687;0.0299999023122686;0.044444444444444446;and
7;0.6954;0.4531;2.0;0.050409203267826976;0.044262311096349406;0.044444444444444446;cosmonaut
8;0.0;0.0;0.0;0.0;0.0;0.0;who
9;0.7279;0.3075;3.0;0.05276511225000181;0.030038977404827725;0.06666666666666667;became
10;0.2911;0.2911;1.0;0.021101695529572095;0.02843689860990358;0.022222222222222223;the
11;0.0;0.0;0.0;0.0;0.0;0.0;first
12;0.6309;0.3718;2.0;0.04573363005704924;0.03632029853370715;0.044444444444444446;human
13;0.2425;0.2425;1.0;0.017578705482381423;0.023689274863969833;0.022222222222222223;to
14;0.9219;0.2588;3.0;0.06682807663590695;0.025281584885754195;0.06666666666666667;journey
15;0.0;0.0;0.0;0.0;0.0;0.0;into
16;0.2589;0.2589;1.0;0.018767533399540418;0.02529135365889398;0.022222222222222223;space,
17;0.5983;0.2423;2.0;0.04337047212416003;0.02366973731769027;0.044444444444444446;completing
18;0.0;0.0;0.0;0.0;0.0;0.0;an
19;0.6469;0.6469;1.0;0.046893462171350694;0.06319419344124572;0.022222222222222223;orbit
20;0.3395;0.3395;1.0;0.024610187675333996;0.03316498480955777;0.022222222222222223;of
21;0.291;0.291;1.0;0.021094446578857708;0.028427129836763796;0.022222222222222223;the
22;0.2749;0.2749;1.0;0.019927365513841867;0.026854357361258994;0.022222222222222223;Earth
23;0.2267;0.2267;1.0;0.016433371269508737;0.022145808707884376;0.022222222222222223;on
24;0.5176;0.2424;2.0;0.037520568897652054;0.02367950609083005;0.044444444444444446;April
25;0.0;0.0;0.0;0.0;0.0;0.0;12,
26;0.0;0.0;0.0;0.0;0.0;0.0;1961.
27;0.0;0.0;0.0;0.0;0.0;0.0;Gagarin
28;0.3718;0.3718;1.0;0.026951598756080056;0.03632029853370715;0.022222222222222223;died
29;0.2264;0.2264;1.0;0.016411624417365583;0.02211650238846503;0.022222222222222223;in
30;0.0;0.0;0.0;0.0;0.0;0.0;1968
31;0.0;0.0;0.0;0.0;0.0;0.0;during
32;0.0;0.0;0.0;0.0;0.0;0.0;a
33;0.4044;0.4044;1.0;0.029314756688969268;0.03950491857727587;0.022222222222222223;training
34;0.275;0.275;1.0;0.019934614464556254;0.026864126134398782;0.022222222222222223;flight
35;0.0;0.0;0.0;0.0;0.0;0.0;for
36;0.2747;0.2747;1.0;0.0199128676124131;0.026834819814979434;0.022222222222222223;a
37;0.2264;0.2264;1.0;0.016411624417365583;0.02211650238846503;0.022222222222222223;planned
38;0.0;0.0;0.0;0.0;0.0;0.0;moon
39;0.0;0.0;0.0;0.0;0.0;0.0;mission.
40;0.2913;0.2913;1.0;0.021116193431000862;0.028456436156183144;0.022222222222222223;His
41;0.3879;0.3879;1.0;0.028118679821095897;0.03789307100921195;0.022222222222222223;legacy
42;0.0;0.0;0.0;0.0;0.0;0.0;continues
43;0.0;0.0;0.0;0.0;0.0;0.0;to
44;0.3561;0.3561;1.0;0.025813513493921754;0.03478660115076147;0.022222222222222223;inspire
45;0.21;0.21;1.0;0.015222796500206593;0.020514423593540883;0.022222222222222223;generations
46;0.0;0.0;0.0;0.0;0.0;0.0;of
47;0.2263;0.2263;1.0;0.0164043754666512;0.02210673361532525;0.022222222222222223;scientists,
48;0.5981;0.3879;2.0;0.043355974222731256;0.03789307100921195;0.044444444444444446;engineers,
49;0.3724;0.3724;1.0;0.02699509246036636;0.03637891117254584;0.022222222222222223;and
50;0.0;0.0;0.0;0.0;0.0;0.0;explorers.
