number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;I'm
1;0.5418;0.26675;2.0;0.045788302283388774;0.03520772141230355;0.0483695652173913;sorry,
2;0.0;0.0;0.0;0.0;0.0;0.0;but
3;0.0;0.0;0.0;0.0;0.0;0.0;the
4;0.251;0.1133;1.0;0.02330071851618054;0.015603051753105461;0.025;equation
5;0.12955;0.12955;0.5;0.008413648880344989;0.016616643579087785;0.010869565217391304;you
6;0.26685;0.17785;1.0;0.02477209854997122;0.024492522103175696;0.025;provided
7;0.0;0.0;0.0;0.0;0.0;0.0;is
8;0.85735;0.29095;3.0;0.07666384823617844;0.03907670883923695;0.0733695652173913;incomplete.
9;0.2911;0.24265;1.5;0.023640647922551262;0.03227011628047449;0.035869565217391305;There
10;0.1698;0.1698;0.5;0.015762796828874326;0.02338392045611039;0.0125;appears
11;0.11315;0.11315;0.5;0.010503889641855889;0.015582394579557662;0.0125;to
12;0.0;0.0;0.0;0.0;0.0;0.0;be
13;0.0;0.0;0.0;0.0;0.0;0.0;a
14;0.28295;0.24255;1.5;0.023107161700267925;0.03233194613698928;0.035869565217391305;variable
15;0.4366;0.29115;1.5;0.03218804872569024;0.03864308377346612;0.034239130434782605;"""n"""
16;0.1698;0.1698;0.5;0.015762796828874326;0.02338392045611039;0.0125;that
17;0.0;0.0;0.0;0.0;0.0;0.0;is
18;0.21045;0.21045;0.5;0.019536399249921094;0.02898201448756438;0.0125;not
19;0.162;0.162;0.5;0.01052112017457266;0.020778820994305065;0.010869565217391304;defined,
20;0.23425;0.11305;1.0;0.02174579008930395;0.015568623130525793;0.025;and
21;0.0;0.0;0.0;0.0;0.0;0.0;it
22;0.1294;0.1294;0.5;0.012012402294795863;0.01782025504723607;0.0125;is
23;0.3798;0.3798;1.0;0.02827049398075797;0.04993622503494219;0.023369565217391305;unclear
24;0.0;0.0;0.0;0.0;0.0;0.0;what
25;0.29905;0.1051;1.0;0.0277612743914892;0.014473792932492357;0.025;the
26;0.1294;0.1294;0.5;0.012012402294795863;0.01782025504723607;0.0125;function
27;0.33975;0.33975;1.0;0.028155508408503345;0.04564172078225782;0.023369565217391305;"""f"""
28;0.0;0.0;0.0;0.0;0.0;0.0;is
29;0.45285000000000003;0.45285000000000003;1.0;0.03459450222248623;0.059841285876350486;0.023369565217391305;supposed
30;0.0;0.0;0.0;0.0;0.0;0.0;to
31;0.33975;0.18605;2.0;0.024091071203782434;0.024550132417665016;0.045108695652173916;represent.
32;0.12135;0.12135;0.5;0.007881098352990076;0.015564876096659996;0.010869565217391304;Could
33;0.1699;0.1699;0.5;0.015772079983661647;0.023397691905142258;0.0125;you
34;0.1213;0.1213;0.5;0.007877851093676936;0.01555846288030373;0.010869565217391304;please
35;0.0;0.0;0.0;0.0;0.0;0.0;provide
36;0.42064999999999997;0.275;1.5;0.03476763978759158;0.03642041227929857;0.035869565217391305;more
37;0.33135000000000003;0.33135000000000003;1.0;0.025123899706325586;0.043721818385719466;0.023369565217391305;information
38;0.1538;0.1538;0.5;0.014277492062902656;0.02118048861101165;0.0125;about
39;0.80875;0.16985;2.0;0.052524419390034806;0.02178569596223898;0.043478260869565216;the
40;1.6983;0.3073;4.0;0.11413357318769925;0.040715970181019356;0.08858695652173913;equation
41;0.1133;0.1133;0.5;0.007358289603574582;0.01453234826330101;0.010869565217391304;or
42;0.24255;0.11315;1.0;0.015752454928040734;0.014513108614232209;0.021739130434782608;the
43;0.3557;0.21810000000000002;1.5;0.02964035455132291;0.02889017055947045;0.035869565217391305;problem
44;0.1134;0.1134;0.5;0.007364784122200862;0.014545174696013545;0.010869565217391304;you
45;0.43665;0.43665;1.0;0.031289172186905814;0.0569998305908988;0.023369565217391305;are
46;0.8733;0.17795;3.0;0.05671663116329817;0.022824637011954235;0.06521739130434782;trying
47;0.13745;0.13745;0.5;0.008926715851821062;0.017629931763377966;0.010869565217391304;to
48;0.8005;0.1537;2.0;0.05198862160336676;0.01971422707916474;0.043478260869565216;solve?
