text;attention
The;0.9412007371425465
total;0.0005568946758901967
volume;0.000510205704464702
of;0.00041722713293106914
the;0.0004122606751046154
sun;0.0018244754582010054
is;0.000775367275729478
1.4;0.0034840108704628633
x;0.00042367464331947687
10°27;0.004939043843117242
cubic;0.0004621483264952422
meters.;0.0014591544493068533
About;0.0004272332554657036
1.3;0.0008046201635566596
million;0.00040831911676274957
Earths;0.0012788569964809415
could;0.0004538372675333216
fit;0.00042404788247684365
inside;0.0004021692138369487
the;0.0003664968601100513
sun.;0.0015558882700493985
The;0.0005498477157938606
mean;0.00045129148740739926
radius;0.0009077384601083207
of;0.0004012840358077351
the;0.0003748151646405247
sun;0.0008409184976230263
is;0.0004723429192732722
432,450;0.013343762539013919
miles;0.0009667320210657572
(696,000;0.004340987789547933
kilometers),;0.0009231939505328154
which;0.0003830082282398125
makes;0.0004146465660607026
its;0.00040230690373431005
diameter;0.0008521725954972041
about;0.00040664236608783347
864,938;0.003194012376808876
miles;0.0004694517620040534
(1.392;0.0006947680296094871
million;0.0003310877689056805
km).;0.0005614842141507456
For;0.0003557223136245584
comparison,;0.0005632433072867818
this;0.00036183749102468174
is;0.00035776001984190843
109;0.0005496468019306668
times;0.00036579497329179445
the;0.00035418061794710977
radius;0.0003643803411664965
of;0.0003276248752914023
Earth.;0.00038996488741365983
8;0.00046553205219153836
*;0.00044878963905945407
6;0.0004004027332270382
=;0.00040915268139826835
48.;0.0004168026495495278
