number;fix_duration;first_fix_duration;fix_number;fix_duration_n;first_fix_duration_n;fix_number_n;text
0;0.0;0.0;0.0;0.0;0.0;0.0;The
1;0.7115;0.2909;2.0;0.07355753822614162;0.037469247910145935;0.0625;concept
2;0.0;0.0;0.0;0.0;0.0;0.0;of
3;0.2588;0.2588;1.0;0.026755714536789106;0.03333462137898167;0.03125;God
4;0.0;0.0;0.0;0.0;0.0;0.0;is
5;0.0;0.0;0.0;0.0;0.0;0.0;a
6;0.582;0.3558;2.0;0.06016934258273285;0.04582866416785811;0.0625;deeply
7;0.0;0.0;0.0;0.0;0.0;0.0;personal
8;0.0;0.0;0.0;0.0;0.0;0.0;and
9;0.6636;0.2263;3.0;0.06860545659433251;0.029148473021883895;0.09375;subjective
10;0.3721;0.3721;1.0;0.03846909342789501;0.047928178574648685;0.03125;one,
11;0.0;0.0;0.0;0.0;0.0;0.0;and
12;0.0;0.0;0.0;0.0;0.0;0.0;can
13;0.3557;0.3557;1.0;0.036773599925563706;0.045815783711374736;0.03125;vary
14;0.6307;0.1456;2.0;0.0652041312146557;0.018753944639798036;0.0625;greatly
15;0.0;0.0;0.0;0.0;0.0;0.0;between
16;0.453;0.453;1.0;0.04683283881439516;0.058348467869701305;0.03125;different
17;0.3074;0.3074;1.0;0.03178016479369773;0.03959452322990327;0.03125;cultures
18;0.0;0.0;0.0;0.0;0.0;0.0;and
19;0.0;0.0;0.0;0.0;0.0;0.0;belief
20;0.2267;0.2267;1.0;0.02343709615722601;0.029199994847817407;0.03125;systems.
21;0.0;0.0;0.0;0.0;0.0;0.0;Generally,
22;0.0;0.0;0.0;0.0;0.0;0.0;however,
23;0.0;0.0;0.0;0.0;0.0;0.0;God
24;0.0;0.0;0.0;0.0;0.0;0.0;is
25;0.2104;0.2104;1.0;0.021751941029908923;0.02710048044102683;0.03125;often
26;0.0;0.0;0.0;0.0;0.0;0.0;considered
27;0.0;0.0;0.0;0.0;0.0;0.0;to
28;0.0;0.0;0.0;0.0;0.0;0.0;be
29;0.0;0.0;0.0;0.0;0.0;0.0;a
30;0.0;0.0;0.0;0.0;0.0;0.0;supreme
31;0.3074;0.3074;1.0;0.03178016479369773;0.03959452322990327;0.03125;being
32;0.0;0.0;0.0;0.0;0.0;0.0;or
33;0.2098;0.2098;1.0;0.02168991077982363;0.02702319770212656;0.03125;higher
34;0.0;0.0;0.0;0.0;0.0;0.0;power
35;0.0;0.0;0.0;0.0;0.0;0.0;that
36;0.0;0.0;0.0;0.0;0.0;0.0;is
37;0.0;0.0;0.0;0.0;0.0;0.0;responsible
38;0.0;0.0;0.0;0.0;0.0;0.0;for
39;0.0;0.0;0.0;0.0;0.0;0.0;the
40;0.0;0.0;0.0;0.0;0.0;0.0;creation
41;0.0;0.0;0.0;0.0;0.0;0.0;and
42;0.0;0.0;0.0;0.0;0.0;0.0;maintenance
43;0.0;0.0;0.0;0.0;0.0;0.0;of
44;0.0;0.0;0.0;0.0;0.0;0.0;the
45;0.0;0.0;0.0;0.0;0.0;0.0;universe.
46;0.3232;0.3232;1.0;0.03341362804594374;0.04162963535427695;0.03125;Some
47;0.0;0.0;0.0;0.0;0.0;0.0;belief
48;0.7767;0.4369;2.0;0.08029815873540998;0.056274714375877485;0.0625;systems
