;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Sure,;34;107;101;128;[];0.0;0.0;0;;;117.5;;1;1050.19572162256;;;[]
1;1;I;125;107;134;125;[];0.0;0.0;0;;;116.0;1.5;1;1030.7538508656319;;;[]
2;2;can;154;111;195;125;[3069.0];0.4531;0.4531;1;17.944;18.4523;118.0;2.0;1;992.3256136341183;18.2;0.4531;[8.478399999999993]
3;3;help;214;106;271;130;[];0.0;0.0;0;;;118.0;0.0;1;943.6282574585871;;;[]
4;4;you;289;111;330;130;[];0.0;0.0;0;;;120.5;2.5;1;911.749896558442;;;[]
5;5;practice;349;106;465;130;[3070.0];0.2752;0.2752;1;16.6378;14.4401;118.0;2.5;1;849.7898904284103;15.54;0.2752;[22.564480000000003]
6;6;your;484;111;540;130;[];0.0;0.0;0;;;120.5;2.5;1;822.9560971730689;;;[]
7;7;interview;560;106;692;125;[3071.0, 3072.0];0.4529;0.2588;2;19.1107;17.2077;115.5;5.0;1;792.8548216882643;18.16;0.2264;[68.77755359529445, 10.462275361239533]
8;8;skills.;710;106;806;125;[3073.0];0.2266;0.2266;1;17.3481;16.5368;115.5;0.0;1;785.22336;16.94;0.2266;[68.30048]
9;9;Here;829;107;885;125;[];0.0;0.0;0;;;116.0;0.5;1;785.6963720638714;;;[]
10;10;are;904;111;945;125;[];0.0;0.0;0;;;118.0;2.0;1;791.8539442816013;;;[]
11;11;ten;964;108;1005;125;[];0.0;0.0;0;;;116.5;1.5;1;801.8128042594041;;;[]
12;12;questions;1024;106;1155;130;[];0.0;0.0;0;;;118.0;1.5;1;811.2629927923062;;;[]
13;13;that;1174;106;1230;125;[];0.0;0.0;0;;;115.5;2.5;1;868.995188176741;;;[]
14;14;you;86;210;127;229;[];0.0;0.0;0;;;219.5;104.0;2;958.8224097268115;;;[]
15;15;might;145;205;217;229;[3078.0];0.291;0.291;1;21.0784;21.4828;217.0;2.5;2;897.7678259964151;21.28;0.291;[32.34329481932226]
16;16;be;236;205;262;224;[3077.0];0.2588;0.2588;1;16.2933;17.0501;214.5;2.5;2;873.0536243520953;16.67;0.2588;[18.71180550630004]
