text;attention
A;0.008938556119375125
real-world;0.014544230287305348
situation;0.010257243726402309
that;0.00961513331998176
can;0.008410467810221681
be;0.00816142739100709
modeled;0.009839807421266656
with;0.009325713722741753
a;0.008006112267440559
two-variable;0.012035409787934792
linear;0.008980515309385815
equation;0.009282739633976134
is;0.010688206100861778
a;0.00885181422717909
situation;0.009515851811540466
in;0.008744484317432365
which;0.009310247227513922
two;0.009333514251302567
variables,;0.009788977962503621
such;0.008865205572041616
as;0.00827743173768157
time;0.00861732374691531
and;0.008525703664202074
cost,;0.009110044546157547
are;0.008388021772933784
related;0.0087041214229079
in;0.008310304133407886
a;0.007934256927043564
linear;0.00824295526612254
fashion.;0.009660119786655916
The;0.00893934320248701
y-intercept;0.016343569207671164
of;0.00910736746967397
the;0.00763833020575763
line;0.008714114950461814
represents;0.010002065007574428
the;0.008193634218025181
point;0.008540350937005475
where;0.009175830726363821
the;0.008363840512760914
line;0.008267352217695402
crosses;0.010349745826756818
the;0.008201622734520379
y-axis,;0.010523019366323662
or;0.008417706730443538
the;0.00829252630476859
value;0.008475303623330937
of;0.008382021339696887
the;0.00794204048927827
dependent;0.008903122248141855
variable;0.008901704550297998
when;0.008623127179554534
the;0.00801344316970274
independent;0.008306149268911994
variable;0.008312440034891398
is;0.00794875349214217
zero.;0.009346101353052506
The;0.008391779977006276
x-intercept;0.0120364385352095
of;0.008342404898716503
the;0.007745749006822277
line;0.007910758743604506
represents;0.008707322785512797
the;0.007896327294463499
point;0.008190068608927554
where;0.008376038054611696
the;0.008017791873972054
line;0.00799310449140306
crosses;0.008984056017372163
the;0.007823021652148123
x-axis,;0.008913965489543886
or;0.007974668975486045
the;0.007808635792374874
value;0.008043891630996163
of;0.007977119901995863
the;0.007652254900879937
independent;0.007963299415849754
variable;0.008028196716194144
when;0.007976859643990208
the;0.007725013242017157
dependent;0.007961815621357855
variable;0.007902782384946128
is;0.007686437238941237
zero.;0.008112193246205034
The;0.008011575403196441
slope;0.009524242957699495
of;0.008225997865271603
the;0.007723326608570448
line;0.007848493790395141
represents;0.008488780323177616
the;0.007740344330130381
rate;0.008421960568563902
of;0.008080231046120122
change;0.00860478881072151
between;0.008218626329758618
the;0.0076771189916342904
two;0.007882538602323847
"variables;";0.00833431893699935
it;0.00782490545102238
is;0.00775121200297227
the;0.007732180885170335
ratio;0.008324471629038791
of;0.008055469162959492
the;0.007758674860663551
change;0.00824844542748386
in;0.008436372661728465
the;0.00792444748245074
dependent;0.00802151269226825
variable;0.007919846367903298
over;0.008204092984272434
the;0.007664522307301071
change;0.007939440033291374
in;0.007880315388079205
the;0.007615034950958628
independent;0.007699015274276866
variable.;0.007585132094314265
