;number;text;x1;y1;x2;y2
0;0;I;42;454;52;472
1;1;could;72;453;143;472
2;2;not;162;454;202;472
3;3;become;222;453;308;472
4;4;an;327;458;352;472
5;5;animal;372;453;457;472
6;6;because;477;453;578;472
7;7;I,’m;597;454;639;472
8;8;an;657;458;682;472
9;9;AI,.;700;454;739;472
10;10;However,,;761;454;874;475
11;11;I;897;454;907;472
12;12;can;927;458;967;472
13;13;pretend;986;453;1088;477
14;14;to;1107;454;1133;472
15;15;be;1152;453;1178;472
16;16;an;1197;458;1222;472
17;17;animal;387;552;472;571
18;18;of;491;553;518;571
19;19;your;536;557;593;576
20;20;choice;612;552;698;571
21;21;if;717;552;743;571
22;22;you;761;557;802;576
23;23;wish,.;820;552;889;571
