;number;text;x1;y1;x2;y2
0;0;Yes,,;25;305;78;326
1;1;here;101;304;157;323
2;2;is;177;304;202;323
3;3;an;221;309;247;323
4;4;example;266;304;367;328
5;5;of;386;305;412;323
6;6;a;431;309;442;323
7;7;function;462;304;577;323
8;8;in;597;304;622;323
9;9;Javascript;641;304;787;328
10;10;that;806;304;862;323
11;11;returns;884;306;982;323
12;12;the;1001;304;1042;323
13;13;current;1061;306;1162;323
14;14;date;1181;304;1237;323
15;15;in;49;403;74;422
16;16;the;93;403;134;422
17;17;desired;153;403;254;422
18;18;format,:;274;404;370;422
19;19;~*~;396;403;431;407
20;20;const;453;405;524;422
21;21;currentDate;543;404;704;422
22;22;=;722;410;735;418
23;23;(,);755;403;777;427
24;24;=,>;797;407;825;420
25;25;{;845;403;852;427
26;26;const;873;405;944;422
27;27;now;963;408;1006;422
28;28;=;1022;410;1035;418
29;29;new;1053;408;1096;422
30;30;"Date,(,),;";1113;403;1210;427
31;31;const;86;504;157;521
32;32;month;175;502;247;521
33;33;=;265;509;278;517
34;34;now.toLocaleString('default,',,;296;502;723;526
35;35;{,month,:;748;502;843;526
36;36;"',long,',},),;";870;502;993;526
37;37;const;1016;504;1087;521
38;38;day;1106;502;1148;526
39;39;=;1165;509;1178;517
40;40;"now.getDate,(,),;";25;601;227;625
41;41;const;250;603;321;620
42;42;year;340;606;396;625
43;43;=;414;608;427;616
44;44;"now.getFullYear,(,),;";445;601;707;625
45;45;return;733;603;816;620
46;46;“,$,{,month,};838;601;964;625
47;47;$,{,day,},,;985;601;1082;625
48;48;"$,{,year,},>,;";1105;601;1232;625
49;49;RR;597;700;618;724
50;50;eee;644;700;678;704
