;number;text;x1;y1;x2;y2
0;0;The;48;205;90;224
1;1;European;109;206;225;229
2;2;Union;244;205;315;224
3;3;(,EU,);336;205;388;229
4;4;is;410;205;435;224
5;5;an;454;210;480;224
6;6;economic;499;205;615;224
7;7;and;634;205;675;224
8;8;political;694;205;824;229
9;9;union;844;205;915;224
10;10;of;934;206;960;224
11;11;27;979;206;1005;224
12;12;member;1023;205;1110;224
13;13;states;1130;207;1215;224
14;14;located;63;304;165;323
15;15;primarily;184;304;315;328
16;16;in;334;304;359;323
17;17;Europe,.;379;305;476;328
18;18;It;499;305;524;323
19;19;was;542;309;584;323
20;20;created;604;304;705;323
21;21;with;722;304;779;323
22;22;the;799;304;840;323
23;23;aim;859;304;901;323
24;24;of;918;305;945;323
25;25;promoting;964;304;1095;328
26;26;peace,,;1114;309;1196;328
27;27;prosperity,,;86;403;243;427
28;28;and;266;403;307;422
29;29;cooperation;326;403;486;427
30;30;among;506;407;577;427
31;31;its;596;403;636;422
32;32;members;654;403;756;422
33;33;through;776;403;876;427
34;34;common;896;408;981;422
35;35;policies;1001;403;1116;427
36;36;and;1136;403;1177;422
37;37;institutions,.;56;502;243;521
38;38;The;264;502;307;521
39;39;EU;326;503;351;521
40;40;operates;370;504;486;526
41;41;through;506;502;606;526
42;42;a;626;507;637;521
43;43;complex;656;502;757;526
44;44;system;776;504;863;526
45;45;of;880;503;907;521
46;46;decision,-,making;925;502;1147;526
47;47;and;1166;502;1207;521
48;48;governance,,;78;605;236;625
49;49;with;257;601;314;620
50;50;various;332;601;434;620
51;51;institutions;454;601;629;620
52;52;such;649;601;704;620
53;53;as;724;606;749;620
54;54;the;769;601;810;620
55;55;European;829;602;944;625
56;56;Commission,,;963;601;1121;623
57;57;the;1144;601;1185;620
58;58;Council;40;700;141;719
59;59;of;161;701;187;719
60;60;the;206;700;247;719
61;61;European;266;701;382;724
62;62;Union,,;401;700;483;723
63;63;and;506;700;547;719
64;64;the;566;700;607;719
65;65;European;626;701;742;724
66;66;Parliament,.;761;700;918;719
67;67;The;940;700;982;719
68;68;EU;1001;701;1027;719
69;69;also;1046;700;1102;719
70;70;has;1121;700;1162;719
71;71;its;1182;700;1222;719
72;72;own;206;804;247;818
73;73;currency,,;267;804;394;823
74;74;the;417;799;458;818
75;75;euro,,;476;804;544;821
76;76;which;565;799;637;818
77;77;is;657;799;682;818
78;78;used;702;799;758;818
79;79;by;777;799;803;823
80;80;19;822;800;848;818
81;81;member;865;799;953;818
82;82;states,.;972;801;1069;818
