;number;text;x1;y1;x2;y2
0;0;The;48;205;90;224
1;1;official;109;205;224;224
2;2;national;244;205;359;224
3;3;language;379;205;495;229
4;4;of;514;206;540;224
5;5;Costa;558;206;630;224
6;6;Rica;649;205;705;224
7;7;is;725;205;750;224
8;8;Spanish;769;205;870;229
9;9;and;889;205;930;224
10;10;has;949;205;990;224
11;11;been;1009;205;1065;224
12;12;since;1085;205;1155;224
13;13;the;1174;205;1215;224
14;14;Spanish;33;304;134;328
15;15;colonisation;153;304;329;323
16;16;of;348;305;374;323
17;17;the;393;304;434;323
18;18;country;453;306;555;328
19;19;in;574;304;599;323
20;20;the;618;304;659;323
21;21;16th;678;304;734;323
22;22;century,,;753;306;865;328
23;23;however,,;888;304;1000;327
24;24;there;1023;304;1094;323
25;25;are;1113;309;1154;323
26;26;also;1173;304;1229;323
27;27;five;48;403;104;422
28;28;indigenous;123;403;268;427
29;29;languages;287;403;418;427
30;30;spoken;438;403;523;427
31;31;in;543;403;568;422
32;32;Costa;587;404;659;422
33;33;Rica;677;403;734;422
34;34;as;753;408;778;422
35;35;part;798;405;853;427
36;36;of;872;404;899;422
37;37;the;918;403;959;422
38;38;Chibcha;977;403;1079;422
39;39;language;1097;403;1214;427
40;40;"family,;";27;502;123;526
41;41;Cabecar;145;502;247;521
42;42;language,,;266;502;393;526
43;43;Bribri;416;502;498;521
44;44;language,,;521;502;648;526
45;45;Maleku;670;502;757;521
46;46;language,,;776;502;903;526
47;47;Buglere;926;502;1027;526
48;48;language,,;1046;502;1173;526
49;49;and;1196;502;1237;521
50;50;Guaymi;41;601;124;625
51;51;language,.;146;601;274;625
52;52;Costa;296;602;368;620
53;53;Rica,,;386;601;454;623
54;54;like;476;601;533;620
55;55;other;551;601;623;620
56;56;countries,,;642;601;784;623
57;57;has;807;601;847;620
58;58;attracted;867;601;998;620
59;59;a;1017;606;1028;620
60;60;large;1046;601;1118;625
61;61;number;1137;601;1223;620
62;62;of;48;701;75;719
63;63;immigrants;94;700;239;724
64;64;over;258;705;315;719
65;65;the;334;700;375;719
66;66;years,.;393;705;476;724
67;67;This;497;700;554;719
68;68;has;574;700;614;719
69;69;resulted;636;700;750;719
70;70;in;769;700;794;719
71;71;English,,;814;700;926;724
72;72;as;949;705;974;719
73;73;well;992;700;1049;719
74;74;as;1069;705;1094;719
75;75;French,,;1114;700;1211;722
76;76;Portuguese,,;131;800;289;823
77;77;and;312;799;353;818
78;78;German,,;371;800;469;821
79;79;being;492;799;563;823
80;80;spoken;582;799;667;823
81;81;by;687;799;713;823
82;82;a;732;804;743;818
83;83;portion;762;799;862;823
84;84;of;881;800;908;818
85;85;the;927;799;968;818
86;86;population,.;987;799;1144;823
