;number;text;x1;y1;x2;y2
0;0;Godzilla,.;40;255;168;274
1;1;Canonically;190;255;352;279
2;2;Godzilla,'s;370;255;516;274
3;3;atomic;536;255;622;274
4;4;breath;641;255;726;274
5;5;is;746;255;771;274
6;6;capable;791;255;892;279
7;7;of;910;256;937;274
8;8;killing;956;255;1057;279
9;9;most;1074;256;1131;274
10;10;kaiju;1151;255;1221;279
11;11;(,giant;88;354;171;378
12;12;monsters,);189;354;319;378
13;13;in;341;354;366;373
14;14;one;385;359;427;373
15;15;hit,.;446;354;498;373
16;16;Assuming;519;354;637;378
17;17;the;656;354;697;373
18;18;T,-,Rex;714;355;786;373
19;19;is;806;354;831;373
20;20;about;851;354;921;373
21;21;the;941;354;982;373
22;22;same;1001;359;1057;373
23;23;size;1076;354;1132;373
24;24;as;1151;359;1176;373
25;25;Godzilla,,;33;453;161;475
26;26;it;184;453;209;472
27;27;would;227;453;300;472
28;28;only;318;453;375;477
29;29;have;394;453;450;472
30;30;its;469;453;509;472
31;31;bite;529;453;585;472
32;32;and;604;453;645;472
33;33;tail;664;453;719;472
34;34;to;739;454;765;472
35;35;attack;784;453;870;472
36;36;Godzilla;888;453;1005;472
37;37;with,.;1022;453;1091;472
38;38;His;1113;453;1154;472
39;39;hide;1174;453;1230;472
40;40;is;19;552;44;571
41;41;known;64;552;134;571
42;42;to;154;553;180;571
43;43;be;199;552;225;571
44;44;more;242;557;300;571
45;45;or;318;557;345;571
46;46;less;363;552;419;571
47;47;immune;439;552;525;571
48;48;to;544;553;570;571
49;49;e.g.;588;555;641;576
50;50;tank;664;552;720;571
51;51;shells,,;739;552;836;574
52;52;so;859;557;885;571
53;53;it;904;552;929;571
54;54;is;949;552;974;571
55;55;unlikely;994;552;1110;576
56;56;that;1129;552;1184;571
57;57;the;1204;552;1245;571
58;58;T,-,Rex,'s;48;652;150;670
59;59;teeth;169;651;240;670
60;60;would;257;651;330;670
61;61;be;349;651;375;670
62;62;able;394;651;450;670
63;63;to;469;652;495;670
64;64;damage;513;651;600;675
65;65;him,.;619;651;671;670
66;66;Ultimately,,;694;651;851;675
67;67;Godzilla;873;651;990;670
68;68;would;1007;651;1080;670
69;69;probably;1099;651;1215;675
70;70;destroy;401;750;503;774
71;71;the;522;750;563;769
72;72;T,-,Rex;580;751;652;769
73;73;quite;671;750;743;774
74;74;quickly,.;761;750;874;774
