;number;text;x1;y1;x2;y2
0;0;Oh;40;403;67;422
1;1;Elon,,;87;403;154;425
2;2;the;177;403;218;422
3;3;king;237;403;293;427
4;4;he;312;403;338;422
5;5;was;355;408;397;422
6;6;Sillier;416;403;518;422
7;7;than;537;403;592;422
8;8;all;612;403;652;422
9;9;because;672;403;773;422
10;10;They;790;403;848;427
11;11;said;867;403;923;422
12;12;he;942;403;968;422
13;13;did;986;403;1028;422
14;14;about;1047;403;1117;422
15;15;things;1137;403;1222;427
16;16;tweet;41;504;111;521
17;17;To;129;503;157;521
18;18;hide;176;502;232;521
19;19;his;251;502;291;521
20;20;ass;311;507;351;521
21;21;behind;371;502;457;521
22;22;a;476;507;487;521
23;23;sheet;506;502;576;521
24;24;Of;594;503;622;521
25;25;paper;641;507;712;526
26;26;that;731;502;786;521
27;27;said;806;502;862;521
28;28;he,'d;881;502;937;521
29;29;been;956;502;1011;521
30;30;duped;1030;502;1102;526
31;31;It;1121;503;1146;521
32;32;said;1166;502;1222;521
33;33;he;64;601;90;620
34;34;was;107;606;149;620
35;35;a;169;606;180;620
36;36;nincompoop;199;601;345;625
37;37;For;364;602;405;620
38;38;buying;424;601;510;625
39;39;Twitter;527;601;630;620
40;40;overpriced;648;601;795;625
41;41;This;812;601;869;620
42;42;time;889;601;945;620
43;43;',420,';968;602;1030;620
44;44;was,n't;1052;602;1139;620
45;45;nice;1159;601;1215;620
