;number;text;x1;y1;x2;y2
0;0;I;80;355;89;373
1;1;do;108;354;135;373
2;2;not;154;355;195;373
3;3;know;215;354;272;373
4;4;which;287;354;360;373
5;5;Theo;378;354;435;373
6;6;you;454;359;495;378
7;7;mean,,;513;359;581;376
8;8;maybe;603;354;675;378
9;9;I;695;355;704;373
10;10;can;724;359;765;373
11;11;answer;784;359;870;373
12;12;your;889;359;945;378
13;13;question;963;354;1080;378
14;14;if;1100;354;1125;373
15;15;you;1144;359;1185;378
16;16;elaborate;41;453;172;472
17;17;further,.;192;453;303;472
18;18;It;327;454;352;472
19;19;is;372;453;397;472
20;20;important;417;453;547;477
21;21;to;566;454;592;472
22;22;note;611;454;667;472
23;23;that;686;453;742;472
24;24;one;761;458;802;472
25;25;should;822;453;907;472
26;26;never;926;458;997;472
27;27;judge;1016;453;1087;477
28;28;a;1106;458;1117;472
29;29;person;1136;458;1222;477
30;30;by;49;552;75;576
31;31;actions;94;552;194;571
32;32;such;214;552;269;571
33;33;as;289;557;314;571
34;34;,,try;335;553;390;576
35;35;harding,“,.;409;552;536;576
36;36;You;557;553;599;571
37;37;never;619;557;690;571
38;38;know;709;552;766;571
39;39;what;782;552;839;571
40;40;their;859;552;930;571
41;41;motives;947;552;1049;571
42;42;are;1069;557;1110;571
43;43;and;1129;552;1170;571
44;44;if;1189;552;1215;571
45;45;they;49;651;105;675
46;46;struggle;125;651;240;675
47;47;with;257;651;315;670
48;48;insecurities;335;651;510;670
49;49;it;530;651;555;670
50;50;can;574;656;615;670
51;51;be;634;651;660;670
52;52;quite;678;651;750;675
53;53;hurtful;769;651;869;670
54;54;to;889;652;915;670
55;55;ask;934;651;975;670
56;56;susch;995;651;1065;670
57;57;questions,.;1083;651;1226;675
