;number;text;x1;y1;x2;y2
0;0;Before;50;157;136;175
1;1;I;155;157;165;175
2;2;provide;184;156;286;180
3;3;you;304;161;345;180
4;4;with;363;156;420;175
5;5;a;440;161;451;175
6;6;Python;469;156;555;180
7;7;program,,;574;159;687;180
8;8;I,'d;710;156;751;175
9;9;like;769;156;826;175
10;10;to;845;157;871;175
11;11;ask;890;156;931;175
12;12;a;950;161;961;175
13;13;few;980;157;1022;175
14;14;questions;1039;156;1170;180
15;15;to;1190;157;1216;175
16;16;make;55;255;113;274
17;17;sure;132;260;188;274
18;18;the;207;255;248;274
19;19;implementation;267;255;472;279
20;20;meets;490;256;562;274
21;21;your;581;260;638;279
22;22;needs,:;657;255;739;274
23;23;1,.;762;256;784;274
24;24;How;806;256;849;274
25;25;would;865;255;938;274
26;26;you;956;260;997;279
27;27;like;1016;255;1073;274
28;28;to;1092;256;1118;274
29;29;input;1137;255;1207;279
30;30;your;27;359;83;378
31;31;daily;101;354;173;378
32;32;tasks,?;192;354;278;373
33;33;Through;296;354;398;378
34;34;a;417;359;428;373
35;35;text;447;355;503;373
36;36;file,,;523;354;589;376
37;37;a;612;359;623;373
38;38;GUI,,;641;355;694;376
39;39;or;717;359;743;373
40;40;some;763;359;818;373
41;41;other;837;354;908;373
42;42;method,?;926;354;1028;373
43;43;2,.;1047;355;1069;373
44;44;How;1092;355;1135;373
45;45;do;1151;354;1178;373
46;46;you;1197;359;1238;378
47;47;want;41;454;99;472
48;48;the;118;453;159;472
49;49;tasks;178;453;249;472
50;50;to;268;454;294;472
51;51;be;313;453;339;472
52;52;sorted,?;359;453;459;472
53;53;By;478;454;504;477
54;54;priority,,;523;453;650;477
55;55;due;672;453;714;472
56;56;date,,;732;453;800;475
57;57;or;823;458;849;472
58;58;another;868;453;969;472
59;59;criteria,?;988;453;1119;472
60;60;3,.;1138;454;1160;472
61;61;How;1183;454;1226;472
62;62;would;48;552;121;571
63;63;you;139;557;180;576
64;64;like;199;552;256;571
65;65;the;275;552;316;571
66;66;data;334;552;391;571
67;67;to;410;553;436;571
68;68;be;455;552;481;571
69;69;saved,?;500;552;586;571
70;70;In;605;553;630;571
71;71;json;650;552;705;576
72;72;files,,;725;552;807;574
73;73;or;829;557;856;571
74;74;would;873;552;946;571
75;75;you;964;557;1005;576
76;76;like;1024;552;1081;571
77;77;to;1100;553;1126;571
78;78;use;1145;557;1186;571
79;79;a;1205;557;1216;571
80;80;database,?;61;651;193;670
81;81;4,.;211;652;234;670
82;82;Would;255;651;328;670
83;83;you;347;656;388;675
84;84;like;407;651;463;670
85;85;to;482;652;508;670
86;86;include;528;651;628;670
87;87;any;647;656;688;675
88;88;additional;707;651;852;670
89;89;features,,;873;652;999;673
90;90;such;1023;651;1078;670
91;91;as;1097;656;1123;670
92;92;task;1142;651;1198;670
93;93;reminders;65;750;193;769
94;94;or;212;755;238;769
95;95;progress;257;753;373;774
96;96;tracking,?;392;750;523;774
97;97;I;543;751;552;769
98;98;will;570;750;627;769
99;99;assume;647;755;733;769
100;100;you;752;755;793;774
101;101;have;812;750;868;769
102;102;the;887;750;928;769
103;103;latest;947;750;1033;769
104;104;version;1051;750;1153;769
105;105;of;1172;751;1198;769
106;106;Python;326;849;412;873
107;107;installed;432;849;563;868
108;108;when;580;849;637;868
109;109;writing;655;849;758;873
110;110;the;777;849;818;868
111;111;program,.;836;852;949;873
