;number;text;x1;y1;x2;y2
0;0;The;70;255;112;274
1;1;clue;131;255;187;274
2;2;""",Aircraft";208;255;337;274
3;3;whirling,,;354;255;483;279
4;4;cheer;506;255;577;274
5;5;"pilot,!,""";596;255;695;279
6;6;is;717;255;742;274
7;7;a;761;260;772;274
8;8;cryptic;791;255;892;279
9;9;way;909;260;952;279
10;10;of;971;256;997;274
11;11;describing;1015;255;1163;279
12;12;a;1181;260;1192;274
13;13;helicopter,,;56;354;213;378
14;14;which;234;354;307;373
15;15;is;327;354;352;373
16;16;a;371;359;382;373
17;17;type;401;355;457;378
18;18;of;476;355;502;373
19;19;aircraft;521;354;637;373
20;20;that;656;354;712;373
21;21;rotates;734;355;832;373
22;22;its;852;354;892;373
23;23;blades;911;354;997;373
24;24;in;1017;354;1042;373
25;25;a;1061;359;1072;373
26;26;whirling;1089;354;1208;378
27;27;motion,.;41;453;140;472
28;28;The;161;453;204;472
29;29;word;221;453;279;472
30;30;""",cheer,""";299;453;397;472
31;31;is;418;453;443;472
32;32;a;463;458;474;472
33;33;homophone;493;453;624;477
34;34;(,a;645;453;669;477
35;35;word;686;453;744;472
36;36;that;763;453;818;472
37;37;sounds;838;453;923;472
38;38;the;943;453;984;472
39;39;same;1003;458;1059;472
40;40;as;1078;458;1103;472
41;41;another;1123;453;1224;472
42;42;word,);63;552;133;576
43;43;for;155;553;196;571
44;44;""",hear,"",,";216;552;312;574
45;45;which;333;552;405;571
46;46;is;425;552;450;571
47;47;a;470;557;481;571
48;48;reference;502;553;631;571
49;49;to;650;553;676;571
50;50;the;695;552;736;571
51;51;sound;755;552;826;571
52;52;that;845;552;900;571
53;53;a;920;557;931;571
54;54;helicopter;950;552;1096;576
55;55;makes,.;1113;552;1197;571
56;56;Putting;56;651;158;675
57;57;it;177;651;202;670
58;58;together,,;221;651;348;675
59;59;""",hear,""";373;651;455;670
60;60;+;475;655;488;668
61;61;""",pilot,""";508;651;605;675
62;62;=;625;658;638;666
63;63;""",helicopter,"",.";658;651;843;675
64;64;So,,;866;652;903;673
65;65;""",Aircraft";928;651;1057;670
66;66;whirling,,;1074;651;1203;675
67;67;cheer;139;750;210;769
68;68;"pilot,!,""";229;750;328;774
69;69;is;350;750;375;769
70;70;a;394;755;405;769
71;71;cryptic;424;750;525;774
72;72;way;542;755;585;774
73;73;of;604;751;630;769
74;74;describing;648;750;796;774
75;75;the;814;750;855;769
76;76;word;872;750;930;769
77;77;""",helicopter,"",.";951;750;1136;774
