;number;text;x1;y1;x2;y2
0;0;Under;72;403;143;422
1;1;the;162;403;203;422
2;2;US;222;404;248;422
3;3;Constitution,,;266;403;454;425
4;4;George;476;404;563;427
5;5;Washington;580;403;727;427
6;6;was;745;408;787;422
7;7;the;807;403;848;422
8;8;first;867;403;937;422
9;9;president;957;403;1087;427
10;10;of;1106;404;1133;422
11;11;the;1152;403;1193;422
12;12;United;63;502;149;521
13;13;States,.;168;503;265;521
14;14;However,,;288;503;400;524
15;15;before;423;502;509;521
16;16;the;528;502;569;521
17;17;US;588;503;615;521
18;18;Constitution;632;502;809;521
19;19;was;826;507;869;521
20;20;drafted;888;502;989;521
21;21;and;1008;502;1049;521
22;22;ratified,,;1071;502;1195;524
23;23;several;57;601;156;620
24;24;men;175;606;217;620
25;25;had;236;601;277;620
26;26;run;299;606;337;620
27;27;the;356;601;397;620
28;28;newly;416;601;488;625
29;29;independent;507;601;667;625
30;30;country,,;686;603;798;625
31;31;beginning;821;601;953;625
32;32;with;969;601;1027;620
33;33;John;1046;601;1102;620
34;34;Hanson,.;1121;602;1218;620
