;number;text;x1;y1;x2;y2
0;0;In;87;107;112;125
1;1;stochastic;132;106;277;125
2;2;processes,,;296;111;438;130
3;3;chaos;461;106;532;125
4;4;theory;551;106;638;130
5;5;and;656;106;697;125
6;6;time;716;106;772;125
7;7;series;792;106;877;125
8;8;analysis,,;896;106;1023;130
9;9;detrended;1046;106;1177;125
10;10;fluctuation;71;205;231;224
11;11;analysis;251;205;366;229
12;12;(,DFA,);388;205;454;229
13;13;is;476;205;501;224
14;14;a;521;210;532;224
15;15;method;549;205;637;224
16;16;for;656;206;697;224
17;17;determining;715;205;877;229
18;18;the;896;205;937;224
19;19;statistical;956;205;1116;224
20;20;self-;1136;205;1205;224
21;21;affinity;49;304;165;328
22;22;of;183;305;210;323
23;23;a;229;309;240;323
24;24;signal,.;259;304;356;328
25;25;It;379;305;404;323
26;26;is;424;304;449;323
27;27;useful;469;304;554;323
28;28;for;574;305;615;323
29;29;analyzing;634;304;765;328
30;30;time;784;304;840;323
31;31;series;859;304;944;323
32;32;that;964;304;1019;323
33;33;appear;1039;309;1125;328
34;34;to;1144;306;1170;323
35;35;be;1189;304;1215;323
36;36;long,-,memory;78;403;240;427
37;37;processes;259;408;389;427
38;38;(,diverging;411;403;555;427
39;39;correlation;574;403;734;422
40;40;time,,;754;403;821;425
41;41;e.g.;843;407;896;427
42;42;power,-,law;919;403;1051;427
43;43;decaying;1068;403;1185;427
44;44;autocorrelation;41;502;262;521
45;45;function,);282;502;410;526
46;46;or;431;507;457;521
47;47;1,/,f;476;502;517;521
48;48;noise,.;536;502;618;521
49;49;The;640;502;682;521
50;50;obtained;701;502;817;521
51;51;exponent;836;504;952;526
52;52;is;972;502;997;521
53;53;similar;1017;502;1117;521
54;54;to;1136;504;1162;521
55;55;the;1181;502;1222;521
56;56;Hurst;40;602;111;620
57;57;exponent,,;130;603;258;625
58;58;except;280;603;366;625
59;59;that;386;601;441;620
60;60;DFA;460;602;503;620
61;61;may;519;606;562;625
62;62;also;581;601;637;620
63;63;be;656;601;682;620
64;64;applied;701;601;802;625
65;65;to;821;603;847;620
66;66;signals;866;601;966;625
67;67;whose;984;601;1057;620
68;68;underlying;1076;601;1222;625
69;69;statistics;42;700;187;719
70;70;(,such;209;700;277;724
71;71;as;297;705;322;719
72;72;mean;340;705;397;719
73;73;and;417;700;458;719
74;74;variance,);475;700;605;724
75;75;or;626;705;653;719
76;76;dynamics;671;700;787;724
77;77;are;807;705;848;719
78;78;non,-,stationary;867;700;1073;724
79;79;(,changing;1094;700;1223;724
80;80;with;63;799;120;818
81;81;time,),.;140;799;222;823
82;82;It;245;800;270;818
83;83;is;290;799;315;818
84;84;related;337;799;436;818
85;85;to;455;801;481;818
86;86;measures;498;804;615;818
87;87;based;635;799;706;818
88;88;upon;725;804;780;823
89;89;spectral;800;799;915;823
90;90;techniques;935;799;1080;823
91;91;such;1100;799;1155;818
92;92;as;1175;804;1200;818
93;93;autocorrelation;357;898;577;917
94;94;and;597;898;638;917
95;95;Fourier;657;898;758;917
96;96;transform,.;777;899;919;917
