;number;text;x1;y1;x2;y2
0;0;The;55;205;98;224
1;1;standard;117;205;233;224
2;2;amount;252;207;337;224
3;3;of;356;206;383;224
4;4;tea;402;207;443;224
5;5;that;462;205;517;224
6;6;an;537;210;562;224
7;7;individual;582;205;727;224
8;8;drinks;746;205;832;224
9;9;annually,,;852;205;979;229
10;10;as;1002;210;1027;224
11;11;it;1047;205;1072;224
12;12;can;1092;210;1132;224
13;13;vary;1150;210;1208;229
14;14;greatly;63;304;165;328
15;15;based;184;304;255;323
16;16;on;273;309;299;323
17;17;factors;319;305;419;323
18;18;such;439;304;494;323
19;19;as;514;309;539;323
20;20;cultural;559;304;674;323
21;21;background,,;694;304;851;328
22;22;location,,;873;304;1001;326
23;23;and;1024;304;1065;323
24;24;personal;1084;304;1199;328
25;25;preference,.;116;404;273;427
26;26;As;294;404;322;422
27;27;as;341;408;367;422
28;28;a;386;408;397;422
29;29;rough;419;403;487;427
30;30;estimation,,;506;403;663;426
31;31;it,'s;687;403;742;422
32;32;believed;761;403;877;422
33;33;that;896;403;952;422
34;34;people;971;403;1057;427
35;35;drink;1076;403;1148;422
36;36;approximately;26;502;218;526
37;37;3;236;503;247;521
38;38;cups;266;507;322;526
39;39;of;341;503;367;521
40;40;tea;386;504;427;521
41;41;daily,.;446;502;528;526
42;42;If;552;503;577;521
43;43;you;596;507;637;526
44;44;have;656;502;712;521
45;45;recently;734;502;848;526
46;46;increased;867;502;997;521
47;47;your;1016;507;1072;526
48;48;tea;1091;504;1132;521
49;49;intake;1152;502;1237;521
50;50;to;49;603;75;620
51;51;five;94;601;150;620
52;52;to;169;603;195;620
53;53;seven;214;606;284;620
54;54;cups;304;606;359;625
55;55;per;379;606;420;625
56;56;day;438;601;480;625
57;57;and;499;601;540;620
58;58;are;559;606;600;620
59;59;experiencing;618;601;795;625
60;60;symptoms;814;603;929;625
61;61;such;949;601;1004;620
62;62;as;1024;606;1049;620
63;63;nausea;1069;606;1155;620
64;64;and;1174;601;1215;620
65;65;bloating,,;26;700;153;724
66;66;it;177;700;202;719
67;67;is;222;700;247;719
68;68;advisable;266;700;397;719
69;69;to;416;702;442;719
70;70;see;462;705;502;719
71;71;a;521;705;532;719
72;72;doctor;551;700;637;719
73;73;for;657;701;697;719
74;74;guidance,.;715;700;843;724
75;75;Excessive;866;700;997;719
76;76;tea;1016;702;1057;719
77;77;consumption;1076;700;1237;724
78;78;can;139;804;180;818
79;79;lead;199;799;255;818
80;80;to;274;801;300;818
81;81;side;320;799;375;818
82;82;effects;394;800;495;818
83;83;such;515;799;570;818
84;84;as;589;804;615;818
85;85;dehydration,,;634;799;806;823
86;86;nausea,,;829;804;926;822
87;87;and;949;799;990;818
88;88;bloating,.;1009;799;1136;823
