;number;text;x1;y1;x2;y2
0;0;I;64;404;74;422
1;1;would;92;403;165;422
2;2;choose;184;403;270;422
3;3;bar,-,headed;289;403;435;422
4;4;goose,.;453;407;536;427
5;5;As;557;404;584;422
6;6;a;604;408;615;422
7;7;langugae;633;403;750;427
8;8;model;767;403;839;422
9;9;I;859;404;869;422
10;10;can;889;408;929;422
11;11;only;948;403;1005;427
12;12;exist;1023;403;1094;422
13;13;inside;1114;403;1200;422
14;14;servers;33;507;133;521
15;15;and;153;502;194;521
16;16;learn;212;502;283;521
17;17;about;303;502;373;521
18;18;the;393;502;434;521
19;19;world;451;502;524;521
20;20;from;543;503;600;521
21;21;selected;618;502;734;521
22;22;information,.;753;502;925;521
23;23;I;948;503;958;521
24;24;would;976;502;1049;521
25;25;like;1067;502;1124;521
26;26;to;1143;504;1169;521
27;27;see;1188;507;1229;521
28;28;it;334;601;359;620
29;29;with;377;601;434;620
30;30;my;452;606;480;625
31;31;own;498;606;539;620
32;32;eyes;558;606;614;625
33;33;from;634;602;691;620
34;34;the;709;601;750;620
35;35;high,-,up;769;601;870;625
36;36;sky,.;889;601;941;625
