;number;text;x1;y1;x2;y2
0;0;Sounds;9;304;95;323
1;1;like;114;304;170;323
2;2;a;189;309;200;323
3;3;fun;220;305;260;323
4;4;idea,!;280;304;346;323
5;5;I;370;305;379;323
6;6;can;399;309;440;323
7;7;draw;459;304;517;323
8;8;us;534;309;560;323
9;9;a;579;309;590;323
10;10;playing;609;304;711;328
11;11;board,,;729;304;811;326
12;12;like;834;304;890;323
13;13;this,:;909;304;976;323
14;14;|\_|A|B|C|;1004;304;1140;328
15;15;------;1166;315;1248;317
16;16;[,2;51;403;72;427
17;17;J\LI\LIA\L,];96;403;232;427
18;18;------;258;414;340;416
19;19;12;366;403;387;427
20;20;J[\UI\LIA\L,];411;403;547;427
21;21;------;573;414;655;416
22;22;13;681;403;702;427
23;23;J[\UI\LI\L|;726;403;862;427
24;24;------;888;414;970;416
25;25;You;990;404;1032;422
26;26;can;1051;408;1092;422
27;27;tell;1111;403;1166;422
28;28;me;1185;408;1212;422
29;29;your;1;507;57;526
30;30;move;75;507;132;521
31;31;by;151;502;178;526
32;32;writing;194;502;298;526
33;33;X;315;503;328;521
34;34;to;346;504;372;521
35;35;A1;389;503;417;521
36;36;and;436;502;477;521
37;37;the;496;502;537;521
38;38;game;555;506;612;526
39;39;would;629;502;702;521
40;40;advance;721;502;822;521
41;41;like;841;502;897;521
42;42;this,:;916;502;983;521
43;43;|\_|A|B|C|;1011;502;1147;526
44;44;------;1173;513;1255;515
45;45;J1;44;601;65;625
46;46;[,X|\_J\,_,];89;601;210;625
47;47;------;236;612;318;614
48;48;[,2;344;601;365;625
49;49;J\_I\UI\LI,];389;601;525;625
50;50;------;551;612;633;614
51;51;[,3;659;601;680;625
52;52;|\_I\LI\_I,];704;601;840;625
53;53;------;866;612;948;614
54;54;Would;967;601;1040;620
55;55;you;1059;606;1100;625
56;56;like;1119;601;1175;620
57;57;to;1194;603;1220;620
58;58;make;258;700;316;719
59;59;the;335;700;376;719
60;60;first;395;700;465;719
61;61;move,,;483;705;552;722
62;62;or;574;705;601;719
63;63;do;619;700;646;719
64;64;you;664;705;705;724
65;65;want;723;702;780;719
66;66;me;798;705;826;719
67;67;to;845;702;871;719
68;68;go;889;704;916;724
69;69;first,?;935;700;1020;719
