;number;text;x1;y1;x2;y2
0;0;This;48;453;105;472
1;1;will;122;453;179;472
2;2;list;199;453;255;472
3;3;the;274;453;315;472
4;4;files;335;453;405;472
5;5;and;424;453;465;472
6;6;directories;483;453;645;472
7;7;in;665;453;690;472
8;8;the;709;453;750;472
9;9;current;769;454;870;472
10;10;working;887;453;991;477
11;11;directory,.;1008;453;1151;477
12;12;The;1173;453;1215;472
13;13;output;266;553;352;576
14;14;will;370;552;427;571
15;15;be;447;552;473;571
16;16;a;492;557;503;571
17;17;list;521;552;577;571
18;18;of;596;553;623;571
19;19;file;642;552;698;571
20;20;and;717;552;758;571
21;21;directory;776;552;908;576
22;22;names,.;927;557;1009;571
