;number;text;x1;y1;x2;y2
0;0;As;49;256;76;274
1;1;an;95;260;121;274
2;2;AI;139;256;165;274
3;3;language;185;255;301;279
4;4;model;319;255;390;274
5;5;developed;409;255;541;279
6;6;by;560;255;586;279
7;7;Open;604;256;661;279
8;8;Assistant,,;679;255;822;277
9;9;I;846;256;855;274
10;10;am;875;260;902;274
11;11;capable;920;255;1021;279
12;12;of;1040;256;1066;274
13;13;assisting;1085;255;1217;279
14;14;with;33;354;90;373
15;15;a;110;359;121;373
16;16;wide;138;354;196;373
17;17;range;217;357;286;378
18;18;of;304;355;331;373
19;19;topics,,;350;354;447;378
20;20;including;470;354;601;378
21;21;but;620;354;660;373
22;22;not;680;355;720;373
23;23;limited;739;354;841;373
24;24;to,:;860;355;897;373
25;25;General;919;354;1020;373
26;26;knowledge;1040;354;1171;378
27;27;and;1190;354;1231;373
28;28;trivia;64;453;150;472
29;29;History;168;453;270;477
30;30;and;289;453;330;472
31;31;current;349;454;449;472
32;32;events;468;454;554;472
33;33;Science;573;453;675;472
34;34;and;694;453;735;472
35;35;technology;754;453;900;477
36;36;Mathematics;918;453;1079;472
37;37;Art;1097;454;1139;472
38;38;and;1159;453;1200;472
39;39;literature;56;552;202;571
40;40;Programming;221;552;383;576
41;41;and;401;552;442;571
42;42;computer;461;553;577;576
43;43;science;597;552;697;571
44;44;Health;716;552;802;571
45;45;and;821;552;862;571
46;46;wellness;879;552;997;571
47;47;Geography;1015;552;1147;576
48;48;and;1166;552;1207;571
49;49;culture;56;651;157;670
50;50;Personal;176;651;291;670
51;51;development;310;651;472;675
52;52;and;491;651;532;670
53;53;self,-,improvement;552;651;787;675
54;54;Please;806;651;892;670
55;55;let;911;651;952;670
56;56;me;970;656;997;670
57;57;know;1017;651;1074;670
58;58;what;1089;651;1147;670
59;59;you;1166;656;1207;675
60;60;need;252;750;308;769
61;61;help;327;750;383;774
62;62;with,,;400;750;469;772
63;63;and;492;750;533;769
64;64;I;552;751;562;769
65;65;will;580;750;637;769
66;66;do;656;750;683;769
67;67;my;700;755;728;774
68;68;best;747;750;802;769
69;69;to;822;751;848;769
70;70;assist;867;750;952;769
71;71;you,.;971;755;1024;774
