;number;text;x1;y1;x2;y2
0;0;Artificial;55;255;201;274
1;1;intelligence;222;255;397;279
2;2;means;415;260;487;274
3;3;the;506;255;547;274
4;4;properties;566;255;712;279
5;5;of;731;256;757;274
6;6;computers;776;256;907;279
7;7;to;926;256;952;274
8;8;act;971;256;1012;274
9;9;in;1032;255;1057;274
10;10;a;1076;260;1087;274
11;11;somehow;1107;255;1209;274
12;12;smart;19;355;89;373
13;13;way;106;359;149;378
14;14;like;168;354;224;373
15;15;humans;243;354;329;373
16;16;or;348;359;374;373
17;17;even;393;359;449;373
18;18;smarter,.;469;355;580;373
19;19;Computers;602;355;734;378
20;20;learn;753;354;824;373
21;21;to;843;355;869;373
22;22;discover;887;354;1004;373
23;23;the;1023;354;1064;373
24;24;things;1083;354;1169;378
25;25;they;1188;354;1244;378
26;26;get;78;454;119;477
27;27;shown;139;453;209;472
28;28;like;228;453;285;472
29;29;Babys;304;453;374;477
30;30;do,.;393;453;431;472
31;31;They;452;453;510;477
32;32;learn;528;453;599;472
33;33;by;619;453;645;477
34;34;collecting;664;453;810;477
35;35;discovered;828;453;975;472
36;36;coherences;994;453;1139;472
37;37;of;1158;454;1185;472
38;38;things,.;34;552;131;576
39;39;They;152;552;210;576
40;40;even;228;557;284;571
41;41;learn;303;552;374;571
42;42;to;394;553;420;571
43;43;talk;439;552;495;571
44;44;like;513;552;570;571
45;45;babies;589;552;674;571
46;46;do,,;693;552;731;574
47;47;by;754;552;780;576
48;48;memorizing;797;552;945;576
49;49;the;964;552;1005;571
50;50;words;1022;552;1094;571
51;51;that;1114;552;1169;571
52;52;are;1189;557;1230;571
53;53;attached;34;651;150;670
54;54;to;169;652;195;670
55;55;things;214;651;299;675
56;56;and;319;651;360;670
57;57;meanings,.;377;651;506;675
58;58;One;527;652;570;670
59;59;could;589;651;660;670
60;60;say;679;656;720;675
61;61;that;739;651;794;670
62;62;people;813;651;900;675
63;63;try;919;652;960;675
64;64;to;979;652;1005;670
65;65;make;1022;651;1080;670
66;66;computers;1099;652;1229;675
67;67;learn;56;750;127;769
68;68;Like;146;750;203;769
69;69;Humans;221;751;307;769
70;70;do,.;326;750;364;769
71;71;And;385;750;428;769
72;72;the;447;750;488;769
73;73;result;509;750;592;769
74;74;is;612;750;637;769
75;75;no;657;755;683;769
76;76;human,,;702;750;784;772
77;77;but;807;750;847;769
78;78;artificial;867;750;1012;769
79;79;intelligence,.;1032;750;1219;774
