;number;text;x1;y1;x2;y2
0;0;The;40;156;83;175
1;1;top;102;157;143;180
2;2;10;162;157;188;175
3;3;ways;205;161;262;180
4;4;of;281;157;308;175
5;5;overcoming;326;156;473;180
6;6;procrastination;491;156;712;180
7;7;are,:;732;161;784;175
8;8;1.-;807;157;846;175
9;9;Set;866;157;907;175
10;10;clear;927;156;998;175
11;11;and;1017;156;1058;175
12;12;achievable;1077;156;1223;175
13;13;goals,.;33;255;116;279
14;14;2.-;138;256;178;274
15;15;Break;199;255;270;274
16;16;down;288;255;344;274
17;17;tasks;364;255;434;274
18;18;into;454;255;510;274
19;19;smaller,,;529;255;641;277
20;20;manageable;662;255;810;279
21;21;steps,.;829;256;911;279
22;22;3.-;934;256;973;274
23;23;Prioritize;993;255;1140;274
24;24;tasks;1159;255;1229;274
25;25;and;56;354;97;373
26;26;work;114;354;172;373
27;27;on;190;359;216;373
28;28;the;236;354;277;373
29;29;most;294;355;351;373
30;30;important;371;354;501;378
31;31;ones;520;359;576;373
32;32;first,.;596;354;678;373
33;33;4.-;700;355;740;373
34;34;Use;761;355;802;373
35;35;a;821;359;832;373
36;36;planner;850;354;952;378
37;37;or;970;359;997;373
38;38;to,-,do;1016;354;1087;373
39;39;list;1105;354;1161;373
40;40;to;1181;355;1207;373
41;41;keep;49;453;105;477
42;42;track;123;453;194;472
43;43;of;213;454;239;472
44;44;progress,.;258;456;385;477
45;45;5.-;408;454;447;472
46;46;Eliminate;468;453;599;472
47;47;distractions;617;453;794;472
48;48;and;813;453;854;472
49;49;create;873;454;959;472
50;50;a;978;458;989;472
51;51;conducive;1008;453;1139;472
52;52;work;1156;453;1214;472
53;53;environment,.;41;552;213;571
54;54;6.-;236;553;275;571
55;55;Establish;296;552;427;571
56;56;a;446;557;457;571
57;57;routine;478;552;577;571
58;58;and;596;552;637;571
59;59;stick;657;552;727;571
60;60;to;746;553;772;571
61;61;it,.;792;552;828;571
62;62;7.-;851;553;890;571
63;63;Focus;912;553;982;571
64;64;on;1001;557;1027;571
65;65;the;1046;552;1087;571
66;66;benefits;1106;552;1222;571
67;67;of;25;652;52;670
68;68;completing;71;651;217;675
69;69;a;236;656;247;670
70;70;task,,;266;651;333;673
71;71;rather;358;651;442;670
72;72;than;461;651;516;670
73;73;the;536;651;577;670
74;74;difficulty;595;651;742;675
75;75;of;760;652;787;670
76;76;starting;806;651;922;675
77;77;it,.;941;651;978;670
78;78;8.-;1000;652;1040;670
79;79;Use;1061;652;1102;670
80;80;positive;1120;651;1237;675
81;81;self,-,talk;41;750;172;769
82;82;to;191;751;217;769
83;83;motivate;234;750;352;769
84;84;yourself,.;370;750;498;774
85;85;9.-;520;751;560;769
86;86;Reward;580;750;667;769
87;87;yourself;685;750;802;774
88;88;after;821;751;892;769
89;89;completing;911;750;1057;774
90;90;each;1075;750;1131;769
91;91;task,.;1151;750;1218;769
92;92;10.-;117;850;171;868
93;93;Seek;191;849;248;868
94;94;accountability;267;849;473;873
95;95;from;492;850;549;868
96;96;a;567;854;578;868
97;97;friend;597;849;683;868
98;98;or;701;854;728;868
99;99;mentor;745;850;833;868
100;100;to;852;850;878;868
101;101;keep;897;849;953;873
102;102;you;971;854;1012;873
103;103;on;1031;854;1057;868
104;104;track,.;1077;849;1159;868
