;x;y;duration;pupil_r;pupil_l;word;word_number
146;626.5216;508.03712;1.06784;14.5805;12.8936;;
147;226.0736;510.79168;0.19427;15.2076;14.3489;the;3.0
148;116.76159999999999;526.4896;0.58255;15.5759;14.7809;Hello,;0.0
149;225.3184;520.02816;0.32358;15.3771;14.227;the;3.0
150;371.712;502.71232;0.30725;15.964;13.3895;Assistant;5.0
151;575.36;514.95936;0.74405;13.8878;13.0195;chatbot.;6.0
152;705.5104;478.72;0.29108;14.5314;14.1904;there;8.0
153;905.1008;488.8064;0.22638;12.9252;13.3886;I;10.0
154;1030.144;482.89792;0.3558;15.3039;15.4455;assist;12.0
155;1079.7184;486.4512;0.24292;15.5334;15.3738;assist;12.0
156;1186.6496;500.45952;0.6955;15.9164;15.3445;with?;14.0
157;1097.3568;483.69664;0.30734;16.4017;16.2284;assist;12.0
