;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Some;71;355;128;373;[2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056];1.3917;12;9.3236;14.9581;364.0;;1;797.5658221283056;0.116;12.14;0.0646
1;1;examples;146;354;262;378;[2034, 2035];0.6145;2;14.5333;15.9281;366.0;2.0;1;810.309700193204;0.3073;15.23;0.3236
2;2;for;282;355;323;373;[];0.0;0;;;364.0;2.0;1;852.5821188760647;;;0.0
3;3;a;342;359;353;373;[];0.0;0;;;366.0;2.0;1;880.5156892566993;;;0.0
4;4;species;372;354;472;378;[2036, 2037];0.6306;2;15.2719;16.5438;366.0;0.0;1;889.4553114278424;0.3153;15.91;0.3071
5;5;for;492;355;533;373;[];0.0;0;;;364.0;2.0;1;951.6622496596153;;;0.0
6;6;a;552;359;563;373;[2038];0.5501;1;15.6948;16.6018;366.0;2.0;1;989.5820567427444;0.5501;16.15;0.5501
7;7;super-powered;582;354;773;378;[2039];0.4042;1;14.9382;15.4291;366.0;0.0;1;1003.8403852342263;0.4042;15.18;0.4042
8;8;character;792;354;923;373;[];0.0;0;;;363.5;2.5;1;1145.6265914455723;;;0.0
9;9;would;940;354;1013;373;[2040];0.2589;1;14.4548;14.5578;363.5;0.0;1;1257.0723469344157;0.2589;14.51;0.2589
10;10;be:;1032;354;1069;373;[];0.0;0;;;363.5;0.0;1;1329.9484497630726;;;0.0
11;11;-human;1093;354;1177;373;[2041, 2042];0.5334;2;12.3373;13.5058;363.5;0.0;1;1379.5291906397633;0.2667;12.92;0.2263
12;12;-;1198;365;1206;367;[];0.0;0;;;366.0;2.5;1;1472.8364017185345;;;0.0
13;13;android;48;453;149;472;[2043];0.5338;1;14.1588;15.195;462.5;96.5;2;892.2109063597015;0.5338;14.68;0.5338
14;14;-mutated;170;453;284;472;[2044];0.2585;1;12.4581;14.4887;462.5;0.0;2;912.1743906880965;0.2585;13.47;0.2585
15;15;human;303;453;374;472;[];0.0;0;;;462.5;0.0;2;951.4445887318925;;;0.0
16;16;-marsian;395;453;509;472;[];0.0;0;;;462.5;0.0;2;988.2159678062282;;;0.0
17;17;-alien;530;453;614;472;[];0.0;0;;;462.5;0.0;2;1054.4553129588755;;;0.0
18;18;-demon;635;453;719;472;[];0.0;0;;;462.5;0.0;2;1114.591131773082;;;0.0
19;19;Out;737;454;779;472;[];0.0;0;;;463.0;0.5;2;1179.7944664335396;;;0.0
20;20;of;798;454;824;472;[];0.0;0;;;463.0;0.0;2;1220.7632415121288;;;0.0
21;21;these;843;453;914;472;[];0.0;0;;;462.5;0.5;2;1251.3223555212303;;;0.0
22;22;6;933;454;944;472;[];0.0;0;;;463.0;0.5;2;1316.9578959963756;;;0.0
23;23;options,;963;453;1075;477;[];0.0;0;;;465.0;2.0;2;1338.5809401852396;;;0.0
24;24;I;1099;454;1108;472;[];0.0;0;;;463.0;2.0;2;1443.7850922582627;;;0.0
25;25;choose;1128;453;1214;472;[];0.0;0;;;462.5;0.5;2;1466.1384537031965;;;0.0
26;26;for;34;553;74;571;[];0.0;0;;;562.0;99.5;3;990.6612388840093;;;0.0
27;27;the;93;552;134;571;[];0.0;0;;;561.5;0.5;3;995.7339438962599;;;0.0
28;28;character;153;552;284;571;[];0.0;0;;;561.5;0.0;3;1005.426145983483;;;0.0
29;29;to;303;553;329;571;[];0.0;0;;;562.0;0.5;3;1045.392675231274;;;0.0
30;30;be;348;552;374;571;[];0.0;0;;;561.5;0.5;3;1060.0200899167903;;;0.0
31;31;an;393;557;419;571;[];0.0;0;;;564.0;2.5;3;1081.8314466806742;;;0.0
32;32;android.;438;552;550;571;[];0.0;0;;;561.5;2.5;3;1096.0547719102362;;;0.0
33;33;If;574;553;599;571;[];0.0;0;;;562.0;0.5;3;1162.5190416622002;;;0.0
34;34;you;618;557;659;576;[];0.0;0;;;566.5;4.5;3;1189.6293368218523;;;0.0
35;35;have;678;552;734;571;[];0.0;0;;;561.5;5.0;3;1219.7207282928334;;;0.0
36;36;any;753;557;794;576;[];0.0;0;;;566.5;5.0;3;1269.146629443265;;;0.0
37;37;more;812;557;869;571;[];0.0;0;;;564.0;2.5;3;1306.7618582692105;;;0.0
38;38;questions;887;552;1019;576;[];0.0;0;;;564.0;0.0;3;1353.126439852241;;;0.0
39;39;regarding;1041;552;1170;576;[];0.0;0;;;564.0;0.0;3;1462.792304268518;;;0.0
40;40;how;1188;552;1231;571;[];0.0;0;;;561.5;2.5;3;1574.4147049069377;;;0.0
41;41;to;87;652;113;670;[];0.0;0;;;661.0;99.5;4;1094.2310369511551;;;0.0
42;42;best;132;651;187;670;[];0.0;0;;;660.5;0.5;4;1099.3181103880715;;;0.0
43;43;approach;207;651;322;675;[];0.0;0;;;663.0;2.5;4;1113.4270824024356;;;0.0
44;44;the;342;651;383;670;[];0.0;0;;;660.5;2.5;4;1150.7671683825536;;;0.0
45;45;development;401;651;562;675;[];0.0;0;;;663.0;2.5;4;1171.6059333356077;;;0.0
46;46;of;581;652;608;670;[];0.0;0;;;661.0;2.0;4;1251.1995833707747;;;0.0
47;47;a;627;656;638;670;[];0.0;0;;;663.0;2.0;4;1278.0197008760076;;;0.0
48;48;character,;657;651;799;673;[];0.0;0;;;662.0;1.0;4;1289.6849335505165;;;0.0
49;49;feel;822;651;877;670;[];0.0;0;;;660.5;1.5;4;1385.6659986545098;;;0.0
50;50;free;897;652;953;670;[];0.0;0;;;661.0;0.5;4;1434.2115639706717;;;0.0
51;51;to;972;652;998;670;[];0.0;0;;;661.0;0.0;4;1484.2278700479924;;;0.0
52;52;let;1016;651;1057;670;[];0.0;0;;;660.5;0.5;4;1513.8133488073092;;;0.0
53;53;me;1075;656;1103;670;[];0.0;0;;;663.0;2.5;4;1558.9878749455365;;;0.0
54;54;know.;1122;651;1189;670;[];0.0;0;;;660.5;2.5;4;1589.4805754796755;;;0.0
