;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;*Chess;28;304;112;323;[];0.0;0;;;313.5;;1;420.2803118369758;;;0.0
1;1;would;130;304;203;323;[2918, 2919];0.5342;2;13.8617;14.5808;313.5;0.0;1;336.02222265467145;0.2671;14.22;0.2268
2;2;be;222;304;248;323;[];0.0;0;;;313.5;0.0;1;295.83570798297086;;;0.0
3;3;fun!*;267;305;336;323;[2920];0.3395;1;16.0906;16.7223;314.0;0.5;1;222.63640968580498;0.3395;16.41;0.3395
4;4;**Here's;358;305;472;323;[2921];0.291;1;15.9408;16.7894;314.0;0.0;1;146.21284662363152;0.291;16.37;0.291
5;5;the;492;304;533;323;[];0.0;0;;;313.5;0.5;1;141.80383999999998;;;0.0
6;6;key;552;304;593;328;[];0.0;0;;;316.0;2.5;1;143.8176836059655;;;0.0
7;7;for;612;305;653;323;[2922];0.2913;1;15.5824;16.7932;314.0;2.0;1;176.0691356194651;0.2913;16.19;0.2913
8;8;each;671;304;727;323;[2923];0.5177;1;15.5481;16.8634;313.5;0.5;1;216.3247256274363;0.5177;16.21;0.5177
9;9;piece:**;747;304;861;328;[2924];0.2749;1;15.3437;16.1767;316.0;2.5;1;275.70055879121026;0.2749;15.76;0.2749
10;10;-;883;315;891;317;[];0.0;0;;;316.0;0.0;1;403.4162963959012;;;0.0
11;11;p:;912;309;934;328;[];0.0;0;;;318.5;2.5;1;426.87958737539276;;;0.0
12;12;pawn;957;309;1012;328;[2925];0.5497;1;14.755;16.189;318.5;0.0;1;469.72759565282684;0.5497;15.47;0.5497
13;13;-;1033;315;1041;317;[];0.0;0;;;316.0;2.5;1;545.7601562937566;;;0.0
14;14;r:;1064;309;1084;323;[];0.0;0;;;316.0;0.0;1;574.1516521945972;;;0.0
15;15;rook;1109;304;1163;323;[2926];0.6632;1;12.6199;13.8822;313.5;2.5;1;617.8575496971657;0.6632;13.25;0.6632
16;16;-;1183;315;1191;317;[2927];0.4208;1;13.8651;13.1023;316.0;2.5;1;691.349107324068;0.4208;13.48;0.4208
17;17;b:;1212;304;1234;323;[];0.0;0;;;313.5;2.5;1;718.4971123934916;;;0.0
18;18;bishop;63;403;150;427;[2928, 2929];0.6306;2;14.3833;16.2805;415.0;101.5;2;359.6276777415576;0.3153;15.33;0.3073
19;19;-;170;414;177;416;[];0.0;0;;;415.0;0.0;2;334.21766900896426;;;0.0
20;20;n:;198;408;220;422;[];0.0;0;;;415.0;0.0;2;290.80264269395076;;;0.0
21;21;knight;244;403;329;427;[2930];0.6145;1;14.0823;16.0978;415.0;0.0;2;182.59152498893698;0.6145;15.09;0.6145
22;22;-;350;414;357;416;[];0.0;0;;;415.0;0.0;2;158.34386087810793;;;0.0
23;23;k:;379;403;400;422;[];0.0;0;;;412.5;2.5;2;115.83395442522713;;;0.0
24;24;king;424;403;480;427;[2931];0.5336;1;13.9772;15.9864;415.0;2.5;2;46.82771185724964;0.5336;14.98;0.5336
25;25;-;500;414;507;416;[];0.0;0;;;415.0;0.0;2;48.80797350623767;;;0.0
26;26;q:;527;408;550;427;[];0.0;0;;;417.5;2.5;2;42.47500203396815;;;0.0
27;27;queen;572;408;644;427;[2932];0.5177;1;14.6898;12.8608;417.5;0.0;2;74.64554774255193;0.5177;13.78;0.5177
28;28;**Top:**;664;404;778;427;[2933, 2936, 2937];2.5395;3;14.7268;15.7463;415.5;2.0;2;160.86976408817662;0.8465;15.24;1.1644
29;29;Black;798;403;870;422;[2934];0.4692;1;14.9404;16.3309;412.5;3.0;2;293.50278669509356;0.4692;15.64;0.4692
30;30;**Bottom:**;889;404;1048;422;[2935, 2938, 2939, 2941, 2962, 2964];1.9088;6;14.4302;15.5758;413.0;0.5;2;383.75940300894985;0.3181;15.0;0.6309
31;31;White;1066;403;1139;422;[2940, 2963];0.582;2;14.9597;15.6407;412.5;0.5;2;560.003052311133;0.291;15.3;0.372
32;32;__;1156;424;1201;425;[];0.0;0;;;424.5;12.0;2;649.5854520829309;;;0.0
33;33;*“*The;25;502;95;521;[];0.0;0;;;511.5;87.0;3;414.30829414553796;;;0.0
34;34;chess;114;502;185;521;[2942];0.2425;1;14.6845;16.5078;511.5;0.0;3;324.7722688250732;0.2425;15.6;0.2425
35;35;board:**;204;502;319;521;[2943];0.3073;1;14.3052;15.329;511.5;0.0;3;192.26750374877602;0.3073;14.82;0.3073
36;36;[r][n][b][q][k][b]{[n][r];342;502;692;526;[2944, 2950, 2965];0.874;3;14.6988;16.3164;514.0;2.5;3;37.19616000000002;0.2913;15.51;0.3397
37;37;[p]lp]lp]f{elf{pll{pllpltp];717;502;1067;526;[2945, 2946, 2947, 2948, 2949];1.7467;5;14.3081;15.3197;514.0;0.0;3;212.6433017938388;0.3493;14.81;0.3075
38;38;€;1092;502;1097;526;[];0.0;0;;;514.0;0.0;3;585.5474137913903;;;0.0
39;39;Il;1122;502;1142;526;[];0.0;0;;;514.0;0.0;3;615.4897739181258;;;0.0
40;40;It;1167;502;1187;526;[];0.0;0;;;514.0;0.0;3;660.4131235808278;;;0.0
