;x;y;duration;pupil_r;pupil_l;word;word_number
2436;630.9888;487.56736;1.47205;9.6644;10.1272;;
2437;141.0304;172.93312;0.27515;13.2106;13.3953;is;1.0
2438;141.5808;194.62144;0.27515;13.2766;13.4402;is;1.0
2439;250.94400000000002;173.84448;0.53369;14.1969;13.6019;believed;2.0
2440;393.9328;171.10016;0.30713;14.0018;13.0803;have;4.0
2441;505.57439999999997;162.46784;0.27539;13.6059;10.0258;originated;5.0
2442;779.1616;134.5024;0.25891;12.1957;12.716;highlands;8.0
2443;962.1888;141.568;0.42053;12.5588;12.5094;Ethiopia,;10.0
2444;1109.824;158.26944;0.20984;13.9763;14.827;where;11.0
2445;316.928;-352.89088;0.11304;9.2309;15.3032;believed;2.0
2446;1033.6256;194.03776;0.09705;13.5438;10.6455;Ethiopia,;10.0
2447;174.93760000000003;258.08896;0.56628;13.9496;13.4573;consumed;14.0
2448;303.5648;254.01344;0.29126;14.6308;13.5655;its;17.0
2449;422.976;228.5568;0.32349;8.2727;11.6991;energizing;18.0
2450;620.8384;246.41536;0.37195;13.9925;13.3091;effects;19.0
2451;742.8992;236.29824;0.4364;13.1523;12.8586;the;21.0
2452;835.2896;237.33248;0.42065;13.4813;13.0699;locals.;22.0
2453;954.9056;233.20576;0.29102;13.2367;12.7241;it;24.0
2454;1051.2256;246.81472;0.43701;11.4012;11.4282;spread;25.0
2455;1143.0911999999998;269.80352;0.54993;8.4917;10.0833;to;26.0
2456;115.1104;334.81728;0.35583;15.146;13.4886;middle;28.0
2457;253.0304;329.63584;0.27502;15.2628;14.006;where;30.0
2458;364.3008;342.20032;0.25867;16.5572;14.8366;it;31.0
2459;459.8912;348.63104;0.24268;16.1063;14.894;grown;33.0
2460;542.8096;349.2352;0.30737;15.1351;14.6948;and;34.0
2461;667.2896000000001;346.14272;0.64709;13.9144;14.1224;traded,;35.0
2462;790.1696;358.77888;0.42017;13.6035;13.0876;by;37.0
2463;920.9472;343.2448;0.53345;12.1356;7.9507;16th;39.0
2464;40.1408;-296.28416;0.71167;11.7427;8.9159;Coffee;0.0
2465;1164.7615999999998;349.0304;0.59827;12.7305;11.9474;it;12.0
2466;68.7488;476.4672;0.46924;14.9161;13.7816;reached;43.0
2467;234.2144;467.37408;0.32361;15.3794;13.9801;Europe,;44.0
2468;353.77920000000006;476.94848;0.25867;15.3621;13.7078;it;46.0
2469;460.72319999999996;459.70432;0.37219;15.0274;13.3878;became;47.0
2470;565.0176;464.83456;0.45264;14.9004;13.7001;popular;48.0
2471;646.3232;464.896;0.29102;15.417;14.2897;as;49.0
2472;765.1712;445.96224;0.98669;13.0377;13.143;beverage.;51.0
2473;912.0;442.624;0.35596;13.5683;13.8551;During;52.0
2474;1050.0096;450.33472;0.43701;13.6012;14.2094;colonial;54.0
2475;1079.04;446.464;0.2749;11.336;12.652;colonial;54.0
2476;1206.9248;446.02368;0.55005;9.2816;8.738;it;56.0
2477;49.8432;560.384;0.33948;13.3242;12.7751;was;57.0
2478;195.84;567.38816;0.32336;12.9818;11.8121;introduced;58.0
2479;344.7168;570.42944;0.27515;14.3792;13.2933;the;60.0
2480;493.5552;560.04608;0.2428;13.7473;12.2178;and;62.0
2481;607.36;563.61984;1.06738;14.6867;13.138;central;63.0
2482;873.472;560.0256;0.27502;14.4077;13.7319;it;66.0
2483;1005.3888000000001;545.09568;0.32349;13.468;13.2087;grown;68.0
2484;1076.288;551.65952;0.43689;13.8297;13.2519;in;69.0
2485;1112.1152;541.88032;0.30737;10.3528;8.0611;countries;70.0
2486;195.0976;670.976;0.97021;12.8918;11.8798;Brazil,;72.0
2487;356.85119999999995;662.84544;0.64685;13.3081;11.6923;Colombia,;73.0
2488;493.1456;665.01632;0.29138;12.8585;10.9149;Mexico,;75.0
2489;547.6992;666.7776;0.50171;11.0496;9.4981;Mexico,;75.0
2490;677.7343999999999;654.52032;0.38831;11.8049;11.8816;which;76.0
2491;776.1664000000001;647.3728;0.32336;11.5468;11.6291;now;78.0
2492;852.4928;657.88928;0.3396;12.1976;13.1795;among;79.0
2493;962.4576000000001;651.14112;0.24231;12.6106;12.0264;largest;81.0
2494;1050.9184;651.64288;0.29114;13.829;13.0091;largest;81.0
2495;1054.6176;641.73056;0.32324;7.2788;7.1841;largest;81.0
2496;331.1232;656.88576;0.25867;13.6256;12.8399;Colombia,;73.0
2497;110.976;788.04992;0.43665;12.0345;12.2167;producers;83.0
2498;262.3872;774.64576;0.40405;11.7561;11.0783;the;85.0
2499;364.1088;759.69536;0.37219;12.0937;10.9406;world.;86.0
2500;482.3424;751.17568;0.32361;11.6879;10.7152;coffee;88.0
2501;689.3312000000001;752.67072;0.33984;10.9713;11.6746;global;91.0
2502;821.0048;763.94496;0.42004;12.1893;12.6712;industry,;92.0
2503;993.9584000000001;748.92288;0.56604;12.4761;12.5186;consumed;93.0
2504;1078.592;745.63584;0.24304;12.7544;5.164;millions;95.0
2505;1178.8672;750.57152;0.35571;13.2496;12.9021;millions;95.0
2506;1210.3936;734.49472;0.21021;11.5183;9.9226;of;96.0
2507;282.1504;875.37664;0.32361;13.669;12.9755;people;97.0
2508;393.5232;856.13568;0.4209;12.7962;11.2156;day;99.0
2509;529.4975999999999;851.75296;0.38806;13.6102;12.3303;morning;102.0
2510;625.28;837.12;0.29138;14.0615;13.1088;morning;102.0
2511;727.488;845.84448;0.38855;15.5106;14.1567;pick-me-up,;103.0
2512;840.3968;848.88576;0.27515;15.0258;14.3174;and;104.0
2513;930.3424;843.81696;0.64685;12.0805;8.7842;social;105.0
