;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Why;100;502;144;526;[];0.0;0;;;514.0;;1;741.5168000000001;;;0.0
1;1;are;162;507;203;521;[3849];0.5337;1;14.9811;16.6086;514.0;0.0;1;682.5168590206295;0.5337;15.79;0.5337
2;2;you;222;507;263;526;[3848];0.21;1;14.7402;16.3699;516.5;2.5;1;622.5168647092107;0.21;15.56;0.21
3;3;bringing;282;502;399;526;[3850];0.3232;1;14.8073;16.7019;514.0;2.5;1;486.5168000000001;0.3232;15.75;0.3232
4;4;up;417;507;444;526;[];0.0;0;;;516.5;2.5;1;441.5168912367744;;;0.0
5;5;the;462;502;503;521;[3851];0.5337;1;13.5681;15.9326;511.5;5.0;1;382.5168000000001;0.5337;14.75;0.5337
6;6;1993;522;503;578;521;[3852];0.4526;1;13.5226;15.346;512.0;0.5;1;307.5168000000001;0.4526;14.43;0.4526
7;7;song;598;506;654;526;[];0.0;0;;;516.0;4.0;1;231.5168000000001;;;0.0
8;8;called;672;502;758;521;[3853];0.4368;1;13.1296;14.5514;511.5;4.5;1;127.5168000000001;0.4368;13.84;0.4368
9;9;"""What";779;502;848;521;[3854];0.3398;1;13.6322;14.67;511.5;0.0;1;37.5168000000001;0.3398;14.15;0.3398
10;10;Is;868;503;893;521;[3857];0.8569;1;14.2332;14.9644;512.0;0.5;1;0.0;0.8569;14.6;0.8569
11;11;"Love""";913;503;981;521;[3855];0.2263;1;13.8913;14.4561;512.0;0.0;1;27.483199999999897;0.2263;14.17;0.2263
12;12;by;1002;502;1029;526;[];0.0;0;;;514.0;2.0;1;116.4831999999999;;;0.0
13;13;Haddaway?;1047;502;1178;526;[3856];0.5825;1;13.0323;13.72;514.0;0.0;1;161.4831999999999;0.5825;13.38;0.5825
