;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;A;85;206;99;224;[];0.0;0;;;215.0;;1;953.4153122321457;;;0.0
1;1;Rubik's;116;205;217;224;[3542];0.4209;1;15.863;17.215;214.5;0.5;1;862.1397543314656;0.4209;16.54;0.4209
2;2;Cube;236;205;293;224;[];0.0;0;;;214.5;0.0;1;807.02958111752;;;0.0
3;3;has;312;205;352;224;[3543];0.2918;1;15.9108;17.1307;214.5;0.0;1;766.7136649354308;0.2918;16.52;0.2918
4;4;a;372;210;383;224;[];0.0;0;;;217.0;2.5;1;746.5275191168239;;;0.0
5;5;total;402;205;472;224;[];0.0;0;;;214.5;2.5;1;693.0261899803787;;;0.0
6;6;of;491;206;518;224;[3544];0.2263;1;15.7731;16.3609;215.0;0.5;1;668.3473833260066;0.2263;16.07;0.2263
7;7;43,252,003,274,489,856,000;536;206;923;227;[3545, 3546, 3547, 3548];1.229;4;15.579;16.4448;216.5;1.5;1;571.1056;0.3073;16.01;0.3232
8;8;(43;944;205;983;229;[];0.0;0;;;217.0;0.5;1;575.2443286106521;;;0.0
9;9;quintillion);1001;205;1175;229;[3549, 3550];0.7607;2;12.1405;11.0704;217.0;0.0;1;586.2677538452205;0.3804;11.61;0.324
10;10;possible;132;304;248;328;[3551, 3552];0.437;2;13.2409;14.6894;316.0;99.0;2;771.8617000465302;0.2185;13.97;0.2107
11;11;states.;267;306;364;323;[];0.0;0;;;314.5;1.5;2;686.9683259064568;;;0.0
12;12;This;385;304;442;323;[];0.0;0;;;313.5;1.0;2;632.9332723113234;;;0.0
13;13;number;462;304;548;323;[3553];0.2588;1;15.2355;15.787;313.5;0.0;2;568.4937818470137;0.2588;15.51;0.2588
14;14;was;565;309;607;323;[];0.0;0;;;316.0;2.5;2;538.3570183425865;;;0.0
15;15;determined;626;304;773;323;[3554, 3555];0.5017;2;16.2219;16.9171;313.5;2.5;2;483.03898393268423;0.2509;16.57;0.2268
16;16;by;792;304;818;328;[];0.0;0;;;316.0;2.5;2;471.99459742535186;;;0.0
17;17;mathematician;835;304;1027;323;[3556, 3557];0.5981;2;16.877;17.408;313.5;2.5;2;475.1056;0.2991;17.14;0.3396
18;18;Morwen;1046;305;1132;323;[3558];0.3069;1;14.3658;15.9497;314.0;0.5;2;510.1493138275499;0.3069;15.16;0.3069
19;19;Thistlethwaite;32;403;240;422;[3559, 3560, 3561];1.2778;3;15.2815;16.6014;412.5;98.5;3;725.3175861639643;0.4259;15.94;0.2913
20;20;using;259;403;330;427;[3562];0.2266;1;14.424;16.3763;415.0;2.5;3;647.160055008589;0.2266;15.4;0.2266
21;21;group;348;407;420;427;[3563];0.3396;1;13.9487;16.0405;417.0;2.0;3;575.7453680219407;0.3396;14.99;0.3396
22;22;theory,;439;403;536;427;[3564, 3565];0.4695;2;12.6515;12.547;415.0;2.0;3;492.76329976847904;0.2347;12.6;0.2752
23;23;which;557;403;629;422;[];0.0;0;;;412.5;2.5;3;441.4772972630868;;;0.0
24;24;is;649;403;674;422;[];0.0;0;;;412.5;0.0;3;419.66712999557154;;;0.0
25;25;a;694;408;705;422;[];0.0;0;;;415.0;2.5;3;406.86360466220117;;;0.0
26;26;branch;724;403;809;422;[3566];0.3396;1;12.5921;12.7414;412.5;2.5;3;379.57263863287085;0.3396;12.67;0.3396
27;27;of;828;404;855;422;[];0.0;0;;;413.0;0.5;3;376.14134683483013;;;0.0
28;28;mathematics;872;403;1034;422;[3567];0.3235;1;12.6044;13.0044;412.5;0.5;3;376.2911138981626;0.3235;12.8;0.3235
29;29;that;1054;403;1109;422;[];0.0;0;;;412.5;0.0;3;423.1068942935343;;;0.0
30;30;studies;1129;403;1229;422;[3568];0.4209;1;10.1015;12.0607;412.5;0.0;3;462.2949318332616;0.4209;11.08;0.4209
31;31;symmetry.;34;504;160;526;[3569, 3570];0.7766;2;14.3803;16.1192;515.0;102.5;4;751.1999281141605;0.3883;15.25;0.2749
32;32;To;182;503;209;521;[];0.0;0;;;512.0;3.0;4;707.6935771919368;;;0.0
33;33;put;228;504;269;526;[3571];0.2752;1;14.3477;16.0023;515.0;3.0;4;650.8009459110518;0.2752;15.18;0.2752
34;34;this;288;502;344;521;[];0.0;0;;;511.5;3.5;4;585.8626863000578;;;0.0
35;35;number;363;502;449;521;[3572];0.3884;1;13.4738;15.6439;511.5;0.0;4;495.843837512094;0.3884;14.56;0.3884
36;36;into;469;502;524;521;[];0.0;0;;;511.5;0.0;4;435.66991082552386;;;0.0
