;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;The;55;255;98;274;[1423];0.6309;1;9.6783;12.7111;264.5;;1;738.6720678632585;0.6309;11.19;0.6309
1;1;recommended;119;255;278;274;[1418, 1419];1.0511;2;13.0648;13.9012;264.5;0.0;1;610.0276254739472;0.5256;13.48;0.7763
2;2;daily;296;255;368;279;[1420];0.4042;1;12.8675;14.1119;267.0;2.5;1;552.2978064788799;0.4042;13.49;0.4042
3;3;caffeine;387;255;503;274;[1421];0.4369;1;14.0453;14.4503;264.5;2.5;1;496.3671059220004;0.4369;14.25;0.4369
4;4;intake;522;255;608;274;[1422];0.4365;1;13.6437;12.3123;264.5;0.0;1;471.53513532013966;0.4365;12.98;0.4365
5;5;for;627;256;668;274;[];0.0;0;;;265.0;0.5;1;467.4517556298002;;;0.0
6;6;adults;687;255;772;274;[];0.0;0;;;264.5;0.5;1;467.7584503153122;;;0.0
7;7;is;792;255;817;274;[];0.0;0;;;264.5;0.0;1;483.1180475219099;;;0.0
8;8;1400;837;256;893;274;[1424];0.4366;1;14.3737;14.9804;265.0;0.5;1;496.39940354656187;0.4366;14.68;0.4366
9;9;mg;910;258;938;279;[1425];0.3555;1;14.0829;14.2834;268.5;3.5;1;521.0382894196763;0.3555;14.18;0.3555
10;10;per;956;260;998;279;[];0.0;0;;;269.5;1.0;1;543.7658641744463;;;0.0
11;11;day,;1016;255;1069;279;[1426];0.2587;1;14.8271;15.3449;267.0;2.5;1;577.5872878114462;0.2587;15.09;0.2587
12;12;which;1090;255;1162;274;[1427];0.2588;1;10.6496;12.8617;264.5;2.5;1;628.4486103424706;0.2588;11.76;0.2588
13;13;is;1182;255;1207;274;[];0.0;0;;;264.5;0.0;1;693.325672279184;;;0.0
14;14;equivalent;63;354;209;378;[1428];0.4368;1;15.4864;17.2108;366.0;101.5;2;587.0016715490531;0.4368;16.35;0.4368
15;15;to;229;355;255;373;[];0.0;0;;;364.0;2.0;2;554.9223866464413;;;0.0
16;16;around;274;354;360;373;[1429];0.3232;1;14.0588;15.9027;363.5;0.5;2;481.48098114191635;0.3232;14.98;0.3232
17;17;4;378;355;390;373;[];0.0;0;;;364.0;0.5;2;462.7383874300709;;;0.0
18;18;cups;409;359;464;378;[1430];0.2912;1;15.3608;17.2946;368.5;4.5;2;417.7444702223865;0.2912;16.33;0.2912
19;19;of;483;355;510;373;[];0.0;0;;;364.0;4.5;2;401.6694352342264;;;0.0
