;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Sure,;27;157;95;178;[];0.0;0;;;167.5;;1;861.0085259789745;;;0.0
1;1;here;118;156;174;175;[2695, 2696];0.5012;2;13.4381;13.9787;165.5;2.0;1;815.1539656583204;0.2506;13.71;0.2425
2;2;are;193;161;234;175;[];0.0;0;;;168.0;2.5;1;781.9336568587429;;;0.0
3;3;three;253;156;324;175;[2697];0.2425;1;15.5624;16.7176;165.5;2.5;1;738.4691108831069;0.2425;16.14;0.2425
4;4;Limericks;342;156;473;175;[2698];0.275;1;14.9259;15.0117;165.5;0.0;1;686.6895442108364;0.275;14.97;0.275
5;5;about;493;156;563;175;[];0.0;0;;;165.5;0.0;1;669.6856830845993;;;0.0
6;6;mushrooms;581;156;713;175;[2699];0.3558;1;14.6361;14.5938;165.5;0.0;1;664.50592;0.3558;14.61;0.3558
7;7;that;733;156;788;175;[2700];0.2425;1;13.9578;14.2713;165.5;0.0;1;670.1599108634344;0.2425;14.11;0.2425
8;8;might;806;156;878;180;[];0.0;0;;;168.0;2.5;1;678.6059915212113;;;0.0
9;9;make;896;156;954;175;[2701];0.2422;1;12.8148;13.4599;165.5;2.5;1;709.9313593077054;0.2422;13.14;0.2422
10;10;you;972;161;1013;180;[2702];0.4851;1;13.6289;14.7729;170.5;5.0;1;735.6211887435587;0.4851;14.2;0.4851
11;11;chuckle:;1033;156;1145;175;[2703, 2704];0.4851;2;13.296;13.9848;165.5;5.0;1;768.9184521966464;0.2426;13.64;0.2587
12;12;There;1166;156;1239;175;[];0.0;0;;;165.5;0.0;1;843.7011834343285;;;0.0
13;13;was;25;260;68;274;[];0.0;0;;;267.0;101.5;2;808.7228387825376;;;0.0
14;14;a;87;260;98;274;[];0.0;0;;;267.0;0.0;2;787.5561935306498;;;0.0
15;15;young;117;258;189;279;[2705];0.502;1;14.9577;15.781;268.5;1.5;2;723.2812871687518;0.502;15.37;0.502
16;16;fellow;208;255;295;274;[2706];0.3397;1;14.7234;15.6483;264.5;4.0;2;665.6501071647824;0.3397;15.19;0.3397
17;17;named;312;255;383;274;[2707];0.307;1;14.9219;15.8102;264.5;0.0;2;623.7266821040176;0.307;15.37;0.307
18;18;Phil;402;255;457;274;[2708];0.2909;1;15.1548;15.8778;264.5;0.0;2;596.294856902595;0.2909;15.52;0.2909
19;19;Who;475;255;518;274;[];0.0;0;;;264.5;0.0;2;579.8401072437869;;;0.0
20;20;ate;537;256;578;274;[2709];0.6471;1;15.1294;15.733;265.0;0.5;2;569.5953001636217;0.6471;15.43;0.6471
21;21;some;598;260;653;274;[];0.0;0;;;267.0;2.0;2;565.50592;;;0.0
22;22;strange;673;256;773;279;[2710];0.5177;1;14.9019;15.003;267.5;0.5;2;561.1495511612625;0.5177;14.95;0.5177
23;23;mushrooms;791;255;923;274;[2711];0.2752;1;14.6802;15.5573;264.5;3.0;2;583.7670038367074;0.2752;15.12;0.2752
24;24;with;940;255;998;274;[2712];0.5013;1;14.5546;15.2405;264.5;0.0;2;637.3035518247849;0.5013;14.9;0.5013
25;25;dill;1016;255;1072;274;[];0.0;0;;;264.5;0.0;2;675.7217435960503;;;0.0
26;26;He;1092;256;1118;274;[2713, 2714];0.7119;2;13.9478;15.218;265.0;0.5;2;720.1360512906477;0.356;14.58;0.2914
27;27;laughed;1137;255;1238;279;[];0.0;0;;;267.0;2.0;2;745.0631283109415;;;0.0
28;28;and;79;354;120;373;[];0.0;0;;;363.5;96.5;3;703.1655658580604;;;0.0
29;29;he;139;354;165;373;[2715];0.3234;1;14.5029;15.6529;363.5;0.0;3;670.1604322910196;0.3234;15.08;0.3234
