;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;Serverless;86;156;232;175;[1539, 1540, 1556, 1593, 1605];0.8251;5;10.9141;12.5585;165.5;;1;562.4740422469517;0.165;11.74;0.2102
1;1;means;250;161;322;175;[1541];0.2749;1;13.3368;13.101;168.0;2.5;1;562.5718400000001;0.2749;13.22;0.2749
2;2;that;342;156;397;175;[1594, 1606];0.6954;2;10.6151;12.1258;165.5;2.5;1;558.7264305558004;0.3477;11.37;0.2102
3;3;the;417;156;458;175;[1542];0.3235;1;13.3733;13.8085;165.5;0.0;1;568.4939262662581;0.3235;13.59;0.3235
4;4;team;477;157;534;175;[1595];0.4526;1;11.6236;13.4023;166.0;0.5;1;584.1314782492258;0.4526;12.51;0.4526
5;5;that;552;156;607;175;[1543];0.2752;1;13.8446;13.7819;165.5;0.5;1;609.3878569528816;0.2752;13.81;0.2752
6;6;designs;626;156;727;180;[1544, 1596];0.5983;2;13.7262;14.3903;168.0;2.5;1;642.8241428272787;0.2991;14.06;0.3557
7;7;and;747;156;788;175;[];0.0;0;;;165.5;2.5;1;710.8304102960324;;;0.0
8;8;implements;807;156;952;180;[1545, 1546, 1548, 1597];1.0349;4;12.9875;13.4753;168.0;2.5;1;749.5251618202191;0.2587;13.23;0.2264
9;9;the;972;156;1013;175;[1598];0.2913;1;13.1735;13.8043;165.5;2.5;1;868.5103523859838;0.2913;13.49;0.2913
10;10;software's;1032;157;1177;175;[1547, 1557, 1599];1.2136;3;11.9009;12.4908;166.0;0.5;1;915.9336612886469;0.4045;12.2;0.3883
11;11;architecture;49;255;225;274;[1549];0.4531;1;13.2899;13.5489;264.5;98.5;2;661.561532528627;0.4531;13.42;0.4531
12;12;typically;244;255;375;279;[1550];0.3074;1;13.4194;13.9825;267.0;2.5;2;656.5718400000001;0.3074;13.7;0.3074
13;13;doesn't;393;255;494;274;[1551];0.2753;1;13.2022;14.1306;264.5;2.5;2;662.2977654511795;0.2753;13.67;0.2753
14;14;have;514;255;570;274;[];0.0;0;;;264.5;0.0;2;688.7011860898932;;;0.0
15;15;to;589;256;615;274;[1552];0.275;1;15.274;16.0611;265.0;0.5;2;715.8446670903023;0.275;15.67;0.275
16;16;think;634;255;705;274;[];0.0;0;;;264.5;0.5;2;733.8974831143827;;;0.0
17;17;about;724;255;794;274;[1553];0.2425;1;14.6763;15.2391;264.5;0.0;2;778.285076126753;0.2425;14.96;0.2425
18;18;the;814;255;855;274;[1554];0.2913;1;14.4685;16.0905;264.5;0.0;2;830.0902383004066;0.2913;15.28;0.2913
19;19;actual;874;255;959;274;[1555];0.2101;1;14.7315;14.0288;264.5;0.0;2;868.1001668710966;0.2101;14.38;0.2101
20;20;servers;979;260;1079;274;[];0.0;0;;;267.0;2.5;2;943.6486560800189;;;0.0
21;21;that;1099;255;1154;274;[];0.0;0;;;264.5;2.5;2;1029.4553218676494;;;0.0
22;22;run;1176;260;1214;274;[];0.0;0;;;267.0;2.5;2;1092.88823825752;;;0.0
23;23;the;41;354;82;373;[];0.0;0;;;363.5;96.5;3;788.1048514262716;;;0.0
24;24;software;102;355;217;373;[1558];0.4691;1;13.0642;14.9988;364.0;0.5;3;761.8002471262567;0.4691;14.03;0.4691
25;25;or;236;359;262;373;[];0.0;0;;;366.0;2.0;3;761.8492391816281;;;0.0
26;26;maintain;280;354;397;373;[1559];0.356;1;12.4488;14.001;363.5;2.5;3;755.5718400000001;0.356;13.22;0.356
27;27;them.;416;354;483;373;[];0.0;0;;;363.5;0.0;3;763.522750965304;;;0.0
28;28;The;505;354;547;373;[1560];0.2589;1;13.6442;14.2095;363.5;0.0;3;781.313210973439;0.2589;13.93;0.2589
29;29;actual;566;354;651;373;[1561];0.2913;1;15.4183;15.8146;363.5;0.0;3;799.02267254542;0.2913;15.62;0.2913
30;30;servers;672;359;772;373;[];0.0;0;;;366.0;2.5;3;844.0100231878919;;;0.0
31;31;and;791;354;832;373;[1562];0.2262;1;14.3684;14.5018;363.5;2.5;3;897.7848245774851;0.2262;14.44;0.2262
32;32;virtual;850;354;951;373;[1563];0.2588;1;15.2601;15.0106;363.5;0.0;3;930.9763077767477;0.2588;15.14;0.2588
33;33;machines;970;354;1087;373;[1564, 1565];0.4851;2;12.5684;14.2873;363.5;0.0;3;1005.809662730293;0.2425;13.43;0.2425
34;34;that;1106;354;1162;373;[];0.0;0;;;363.5;0.0;3;1100.3318114285462;;;0.0
35;35;run;1184;359;1222;373;[];0.0;0;;;366.0;2.5;3;1161.5417936697868;;;0.0
36;36;the;56;453;97;472;[1566];0.3398;1;14.7215;15.765;462.5;96.5;4;879.7815098998306;0.3398;15.24;0.3398
37;37;software;117;454;232;472;[1567];0.3717;1;12.3365;14.4616;463.0;0.5;4;858.7746298311482;0.3717;13.4;0.3717
38;38;are;251;458;292;472;[];0.0;0;;;465.0;2.0;4;859.6874638853504;;;0.0
39;39;maintained;310;453;457;472;[1568, 1569];0.7278;2;12.2661;13.9357;462.5;2.5;4;854.58074279826;0.3639;13.1;0.4691
40;40;by;476;453;502;477;[];0.0;0;;;465.0;2.5;4;871.2974874069279;;;0.0
41;41;the;521;453;562;472;[];0.0;0;;;462.5;2.5;4;881.1784062047967;;;0.0
42;42;cloud;581;453;652;472;[1570];0.6145;1;13.7527;13.3075;462.5;0.0;4;897.6989916233758;0.6145;13.53;0.6145
43;43;provider;671;453;787;477;[];0.0;0;;;465.0;2.5;4;929.2177481955592;;;0.0
44;44;and;806;453;847;472;[1571];0.3236;1;14.5067;14.9046;462.5;2.5;4;990.0473925836205;0.3236;14.71;0.3236
45;45;the;866;453;907;472;[];0.0;0;;;462.5;0.0;4;1021.6564665099643;;;0.0
46;46;cloud;926;453;997;472;[1572];0.4366;1;14.8557;13.3784;462.5;0.0;4;1055.731988509217;0.4366;14.12;0.4366
47;47;provider;1016;453;1132;477;[1573];0.0647;1;8.6378;10.0385;465.0;2.5;4;1110.9690254735394;0.0647;9.34;0.0647
48;48;than;1151;453;1207;472;[];0.0;0;;;462.5;2.5;4;1201.7280855341717;;;0.0
49;49;provides;41;552;157;576;[1574];0.2428;1;13.2805;14.5232;564.0;101.5;5;965.157927741168;0.2428;13.9;0.2428
50;50;resources;179;557;307;571;[1575, 1576];0.4847;2;13.1959;14.6575;564.0;0.0;5;958.5718400000001;0.2424;13.93;0.2422
51;51;and;326;552;367;571;[];0.0;0;;;561.5;2.5;5;953.7794796920438;;;0.0
52;52;services;387;552;502;571;[1577];0.2589;1;12.2448;14.4245;561.5;0.0;5;956.9974887540853;0.2589;13.33;0.2589
53;53;(for;523;552;577;576;[];0.0;0;;;564.0;2.5;5;977.9290419461045;;;0.0
54;54;example;596;552;697;576;[1578];0.259;1;12.6441;14.8982;564.0;0.0;5;996.6653038415784;0.259;13.77;0.259
55;55;like;716;552;772;571;[];0.0;0;;;561.5;2.5;5;1037.9392659889238;;;0.0
56;56;Storage,;791;553;903;576;[1579];0.4526;1;14.0877;14.5595;564.5;3.0;5;1070.670903481376;0.4526;14.32;0.4526
57;57;Database,;926;552;1053;574;[1580];0.4207;1;14.4005;14.5989;563.0;1.5;5;1137.3549383906616;0.4207;14.5;0.4207
58;58;CDN,;1075;553;1128;574;[1581];0.3395;1;14.1939;14.3166;563.5;0.5;5;1225.7307363208388;0.3395;14.26;0.3395
59;59;etc.);1151;552;1220;576;[1582];0.0485;1;8.8492;7.472;564.0;0.5;5;1274.0316384931834;0.0485;8.16;0.0485
60;60;as;41;656;66;670;[];0.0;0;;;663.0;99.0;6;1084.4841274087996;;;0.0
61;61;an;86;656;111;670;[];0.0;0;;;663.0;0.0;6;1075.41707937043;;;0.0
62;62;abstraction;131;651;291;670;[1583, 1584];0.8571;2;13.6779;14.9933;660.5;2.5;6;1052.6801338496066;0.4285;14.34;0.6146
63;63;for;311;652;352;670;[];0.0;0;;;661.0;0.5;6;1053.583238231145;;;0.0
64;64;their;371;651;442;670;[1585];0.3883;1;12.6709;14.3768;660.5;0.5;6;1054.5708094773086;0.3883;13.52;0.3883
65;65;actual;461;651;546;670;[1586];0.3395;1;13.3384;15.0887;660.5;0.0;6;1063.9087067044923;0.3395;14.21;0.3395
66;66;servers;566;656;666;670;[1587, 1588];0.6146;2;13.1853;13.9338;663.0;2.5;6;1089.0393117797107;0.3073;13.56;0.3558
67;67;and;686;651;727;670;[];0.0;0;;;660.5;2.5;6;1119.0317672888584;;;0.0
68;68;data;745;651;802;670;[1589];0.5658;1;13.1632;13.7839;660.5;0.0;6;1140.4128158704748;0.5658;13.47;0.5658
69;69;centers.;821;652;933;670;[1590];0.4855;1;13.2685;14.0571;661.0;0.5;6;1172.6621234957775;0.4855;13.66;0.4855
70;70;If;956;652;982;670;[];0.0;0;;;661.0;0.0;6;1237.8952588493203;;;0.0
71;71;you;1000;656;1041;675;[];0.0;0;;;665.5;4.5;6;1264.8938757862754;;;0.0
72;72;design;1060;651;1146;675;[1591];0.2911;1;12.5679;14.2102;663.0;2.5;6;1294.7099654369026;0.2911;13.39;0.2911
73;73;your;1165;656;1222;675;[1592];0.291;1;10.5329;12.3951;665.5;2.5;6;1362.4128526264078;0.291;11.46;0.291
74;74;software's;19;751;164;769;[];0.0;0;;;760.0;94.5;7;1161.2984237488768;;;0.0
75;75;architecture;183;750;359;769;[];0.0;0;;;759.5;0.5;7;1151.57184;;;0.0
76;76;with;376;750;434;769;[];0.0;0;;;759.5;0.0;7;1153.6913905033814;;;0.0
77;77;those;453;750;524;769;[];0.0;0;;;759.5;0.0;7;1160.9037633333892;;;0.0
78;78;abstractions;543;750;719;769;[];0.0;0;;;759.5;0.0;7;1175.6869020796419;;;0.0
79;79;in;739;750;764;769;[];0.0;0;;;759.5;0.0;7;1230.25233400373;;;0.0
80;80;mind;782;750;839;769;[];0.0;0;;;759.5;0.0;7;1246.0334161336227;;;0.0
81;81;(some;860;750;929;774;[];0.0;0;;;762.0;2.5;7;1277.8590684898024;;;0.0
82;82;also;948;750;1004;769;[1601, 1603];0.6305;2;13.5131;11.5838;759.5;2.5;7;1318.390814486215;0.3152;12.55;0.4365
83;83;call;1023;750;1078;769;[1600];0.2263;1;13.4076;13.2871;759.5;0.0;7;1356.4897565855872;0.2263;13.35;0.2263
84;84;that;1098;750;1154;769;[];0.0;0;;;759.5;0.0;7;1397.5781122075523;;;0.0
85;85;cloud-;1173;750;1257;769;[1602];0.3234;1;12.3603;13.7395;759.5;0.0;7;1441.4002565982933;0.3234;13.05;0.3234
86;86;native);327;849;425;873;[1604];1.1969;1;8.8781;13.1851;861.0;101.5;8;1250.7464852805406;1.1969;11.03;1.1969
87;87;your;446;854;503;873;[];0.0;0;;;863.5;2.5;8;1263.3419486590421;;;0.0
88;88;architecture;522;849;698;868;[];0.0;0;;;858.5;5.0;8;1269.071740462936;;;0.0
89;89;is;717;849;742;868;[];0.0;0;;;858.5;0.0;8;1316.3469886172209;;;0.0
90;90;"""serverless"".";763;849;949;868;[];0.0;0;;;858.5;0.0;8;1331.4233992391848;;;0.0
