;x;y;duration;pupil_r;pupil_l;word;word_number
579;632.6144;501.11488;1.29407;12.535;9.9619;;
580;184.1152;310.04672;0.22626;15.9212;14.4648;but;1.0
581;166.464;342.66112;0.27484;15.9315;14.6898;but;1.0
582;275.4688;308.44928;0.32373;16.6287;15.8023;I'm;2.0
583;405.79839999999996;311.0912;0.27521;16.9042;15.8127;programmed;3.0
584;525.4272000000001;296.0384;0.33966;17.2906;16.2483;to;5.0
585;635.6736;299.81696;0.27496;16.4241;15.4625;favorites.;7.0
586;747.4688000000001;272.36352;0.32367;16.8515;15.7273;favorites.;7.0
587;868.1984;278.12864;0.33972;14.9343;14.7017;Besides,;8.0
588;992.9728;291.69664;0.5661;14.8972;14.2133;burgers;9.0
589;1095.0272;301.03552;0.67926;10.9242;12.3872;are;10.0
590;149.1584;417.93536;0.63068;15.2552;14.2329;simple;12.0
591;270.0672;409.92768;0.30756;15.8923;13.8914;make:;14.0
592;443.00800000000004;407.62368;0.22656;16.2311;14.3844;ingredients,;17.0
593;556.5952;401.87904;0.3396;15.0184;14.578;ingredients,;17.0
594;681.1776;418.05824;0.38794;14.3448;13.7835;them;19.0
595;776.4224;396.88192;0.30725;14.0654;14.1402;into;20.0
596;908.1471999999999;392.82688;0.45294;13.374;14.0048;patties,;21.0
597;1055.9744;376.5248;0.32355;13.6623;13.5763;fry;23.0
598;1104.7936;421.95968;0.35608;10.1202;13.062;them;24.0
599;133.6832;532.96128;0.24268;15.0563;13.9186;heat;27.0
600;108.3904;531.22048;0.32367;14.6588;13.1517;medium;26.0
601;181.7344;522.60864;0.29144;13.7997;13.0075;heat;27.0
602;316.9152;508.99968;0.2912;14.4791;13.0176;they're;29.0
603;423.1296;498.24768;0.35596;14.8063;12.9279;safe;30.0
604;550.2464;497.5616;0.59833;14.7218;13.4317;eat;32.0
605;699.9424;507.35104;0.42053;13.0504;13.1625;(internal;33.0
606;875.9807999999999;504.40192;0.24255;14.5055;14.4937;temperature;34.0
607;1024.0;482.97984;0.46918;13.1472;13.225;180°F;36.0
608;1101.12;486.52288;0.48517;12.3274;12.3117;85°C).;38.0
609;1198.9376;493.32224;0.37207;8.0955;6.8989;If;39.0
610;90.176;623.12448;0.29138;13.5786;12.5957;you'd;40.0
611;192.0384;625.08032;0.58234;13.7331;13.1279;a;42.0
612;163.91680000000002;619.43808;0.42059;15.028;14.0315;like;41.0
613;362.8672;598.30272;0.25879;14.1526;13.282;recipe,;44.0
614;597.2096;604.44672;0.42029;13.156;11.9807;know;47.0
615;774.4;593.28512;0.22644;12.8038;12.774;you;49.0
616;881.6383999999999;592.73216;0.32349;13.7615;13.377;available;51.0
617;1033.3568;603.81184;0.32336;14.5204;14.4432;and;52.0
618;1150.6048;596.30592;0.32361;14.3374;13.639;try;54.0
619;475.54560000000004;702.19776;0.50153;13.9472;11.6287;pick;56.0
620;636.1343999999999;707.24608;0.45306;12.4379;11.9712;matching;58.0
621;783.0016;693.5552;0.59863;10.0753;8.5791;ingredients.;59.0
