;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;The;56;453;98;472;[867, 868, 869, 870];1.0187;4;9.2214;11.6591;462.5;;1;600.0456554729228;0.2547;10.44;0.1776
1;1;average;117;456;218;477;[863];0.2752;1;14.8036;15.4268;466.5;4.0;1;480.14077986766506;0.2752;15.12;0.2752
2;2;female;238;453;323;472;[];0.0;0;;;462.5;4.0;1;375.09799873090446;;;0.0
3;3;finger;343;453;428;477;[862, 864, 878, 879];0.7602;4;12.2318;12.9366;465.0;2.5;1;270.1522619781844;0.1901;12.58;0.2102
4;4;length;447;453;533;477;[871];0.3231;1;13.2296;14.6197;465.0;0.0;1;165.27546899624758;0.3231;13.92;0.3231
5;5;is;553;453;578;472;[865];0.3886;1;13.6085;14.8309;462.5;2.5;1;120.39403910464004;0.3886;14.22;0.3886
6;6;52mm.;597;454;664;472;[866, 872];0.76;2;12.7976;13.0009;463.0;0.5;1;35.76793440960211;0.38;12.9;0.388
7;7;However,;687;454;799;475;[873, 877, 880];0.6467;3;12.7156;13.1011;464.5;1.5;1;11.232640000000004;0.2156;12.91;0.3073
8;8;it;823;453;848;472;[874];0.4691;1;13.829;13.9324;462.5;2.0;1;125.45958971688694;0.4691;13.88;0.4691
9;9;might;866;453;938;477;[];0.0;0;;;465.0;2.5;1;168.3528623217604;;;0.0
10;10;be;957;453;983;472;[];0.0;0;;;462.5;2.5;1;259.24362567270504;;;0.0
11;11;more;1001;458;1058;472;[875, 876];0.7125;2;13.0051;12.8154;465.0;2.5;1;303.4241991864354;0.3562;12.91;0.2913
12;12;useful;1077;453;1162;472;[];0.0;0;;;462.5;2.5;1;379.1796954636807;;;0.0
13;13;to;1182;454;1208;472;[];0.0;0;;;463.0;0.5;1;484.17191443941647;;;0.0
14;14;Measure;153;557;256;571;[];0.0;0;;;564.0;101.0;2;456.4825553862158;;;0.0
15;15;your;274;557;331;576;[];0.0;0;;;566.5;2.5;2;384.3274168881653;;;0.0
16;16;own;349;557;390;571;[];0.0;0;;;564.0;2.5;2;328.4622842457404;;;0.0
17;17;finger;410;552;496;576;[];0.0;0;;;564.0;0.0;2;229.60610830709535;;;0.0
18;18;length;514;552;600;576;[];0.0;0;;;564.0;0.0;2;146.7229285828551;;;0.0
19;19;to;620;553;646;571;[];0.0;0;;;562.0;2.0;2;121.86431082121459;;;0.0
20;20;find;665;552;721;571;[];0.0;0;;;561.5;0.5;2;109.23264;;;0.0
21;21;a;740;557;751;571;[];0.0;0;;;564.0;2.5;2;121.72342491044853;;;0.0
22;22;more;768;557;826;571;[];0.0;0;;;564.0;0.0;2;133.99597670053234;;;0.0
23;23;accurate;845;553;961;571;[];0.0;0;;;562.0;2.0;2;183.7728681060662;;;0.0
24;24;glove;979;552;1051;576;[];0.0;0;;;564.0;2.0;2;301.52305147688065;;;0.0
25;25;fit.;1070;552;1122;571;[];0.0;0;;;561.5;2.5;2;387.7456921384551;;;0.0
