;x;y;duration;pupil_r;pupil_l;word;word_number
918;632.7936;496.49664;0.98688;16.234;11.8353;;
919;212.7104;327.05536;0.21021;16.1657;14.7598;have;3.0
920;127.57759999999999;342.10816;0.46912;16.6291;14.8831;do;1.0
921;191.8976;322.80576;0.46936;15.783;14.7421;I;2.0
922;317.8112;309.06368;0.77631;16.5009;15.3348;to?;4.0
923;415.7824;310.71232;0.30756;16.3523;15.7493;Fine,;5.0
924;540.9664;323.6352;0.25897;16.6142;16.326;explain;7.0
925;700.4928;305.48992;0.56604;15.4119;15.3645;to;9.0
926;871.1424;276.736;0.46918;14.4322;13.7087;basically,;12.0
927;1079.0272;274.1248;0.32336;13.6609;12.526;Earth;14.0
928;1143.8591999999999;304.16896;0.32324;10.46;10.154;Earth;14.0
929;132.1472;419.30752;0.37244;15.2013;14.6183;seasons;16.0
930;282.5984;409.97888;0.22638;15.2943;14.018;of;18.0
931;315.9296;408.55552;0.7923;15.283;14.0939;its;19.0
932;390.31039999999996;412.14976;0.42023;13.976;9.834;tilt.;20.0
933;669.4528;392.87808;0.32355;13.492;13.722;heard;23.0
934;763.8144;409.12896;0.43665;13.6596;13.8154;right,;25.0
935;903.616;398.9504;0.38794;14.5732;14.5108;Mom.;26.0
936;930.4832;380.70272;0.32343;15.5194;15.0219;TILT.;27.0
937;899.2384;401.63328;0.53394;14.9814;14.6064;Mom.;26.0
938;969.1648;389.49888;0.53387;14.6123;14.4586;TILT.;27.0
939;1084.5184;403.5584;0.30731;14.8798;14.059;When;28.0
940;912.9472;403.05664;0.19385;15.9651;10.6882;Mom.;26.0
941;153.7536;525.81376;0.46924;14.963;13.6286;towards;32.0
942;195.64800000000002;513.20832;0.35596;13.2655;7.3617;towards;32.0
943;442.6368;-542.84288;0.30743;9.4171;7.5982;get;36.0
944;421.06879999999995;-571.79136;0.12952;9.3346;7.5982;I'll;6.0
945;428.7104;-543.01696;0.5498;9.123;7.5982;I'll;6.0
946;815.7823999999999;503.08096;0.30707;15.3958;14.7914;So,;11.0
947;986.8416000000001;504.63744;0.25879;15.876;15.2479;basically,;12.0
948;1103.2448;510.18752;0.24255;15.559;14.6154;Earth;14.0
949;1134.0031999999999;489.92256;0.33948;11.6939;11.6781;Earth;14.0
950;148.672;623.74912;0.6958;15.414;14.4429;winter.;47.0
951;296.17920000000004;617.71776;0.30725;14.67;13.728;when;49.0
952;362.40639999999996;609.76128;0.66315;15.2923;13.609;it's;50.0
953;538.112;594.20672;0.25897;14.5787;13.8214;between,;52.0
954;724.8127999999999;600.14592;0.37207;14.8314;14.5511;spring;55.0
955;849.5744000000001;614.6048;0.25867;15.1823;14.4151;and;56.0
956;995.6608;594.81088;0.22681;15.7641;15.4948;It's;58.0
957;1065.8176;600.76032;0.27502;15.1889;14.2932;not;59.0
958;1069.3888;605.17376;0.43701;14.6113;14.0355;not;59.0
959;593.3056;698.19392;0.29132;15.4506;13.9395;science,;61.0
960;689.5999999999999;699.88352;0.50177;15.0712;13.7068;Mom.;62.0
961;737.2159999999999;727.93088;0.09686;13.0642;10.5189;Jeez.;63.0
