;number;text;x1;y1;x2;y2;fixations;fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;fix_duration_avg;pupil;first_fix_duration
0;0;According;24;205;158;229;[1922, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945, 1946, 1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955, 1956, 1957, 1958, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976];8.9111;40;8.7399;12.787;217.0;;1;487.3883962627982;0.2228;10.76;0.3882
1;1;to;176;207;202;224;[];0.0;0;;;215.5;1.5;1;552.137757169008;;;0.0
2;2;data;221;205;277;224;[];0.0;0;;;214.5;1.0;1;575.5183938082452;;;0.0
3;3;from;297;206;353;224;[1923];0.3882;1;13.8747;14.9839;215.0;0.5;1;623.7329145168005;0.3882;14.43;0.3882
4;4;IHS;372;206;413;224;[];0.0;0;;;215.0;0.0;1;675.6518546201308;;;0.0
5;5;Markit,;430;205;528;227;[1924, 1925];0.7277;2;15.1646;16.1931;216.0;1.0;1;717.9522429880851;0.3638;15.68;0.4529
6;6;the;551;205;592;224;[];0.0;0;;;214.5;1.5;1;813.6628377968497;;;0.0
7;7;Ford;612;205;667;224;[];0.0;0;;;214.5;0.0;1;864.3210398987302;;;0.0
8;8;F-Series;687;205;802;224;[1926, 1927];0.9868;2;14.5688;15.3509;214.5;0.0;1;928.3121996460147;0.4934;14.96;0.275
9;9;was;819;210;862;224;[];0.0;0;;;217.0;2.5;1;1046.7461870060108;;;0.0
10;10;the;881;205;922;224;[1928];0.3071;1;14.4423;15.1584;214.5;2.5;1;1100.30586911623;0.3071;14.8;0.3071
11;11;best-selling;941;205;1118;229;[1929, 1930];0.4856;2;11.8595;14.2419;217.0;2.5;1;1154.9126155738459;0.2428;13.05;0.2911
12;12;vehicle;1135;205;1237;224;[];0.0;0;;;214.5;2.5;1;1334.6477494873402;;;0.0
13;13;in;33;304;58;323;[];0.0;0;;;313.5;99.0;2;585.1634726908562;;;0.0
14;14;the;78;304;119;323;[];0.0;0;;;313.5;0.0;2;598.1503972845144;;;0.0
15;15;United;138;304;224;323;[1931];0.356;1;13.5467;15.0419;313.5;0.0;2;620.1403403840314;0.356;14.29;0.356
16;16;States;242;305;328;323;[];0.0;0;;;314.0;0.5;2;670.2234224582295;;;0.0
17;17;in;348;304;373;323;[1932];0.2266;1;13.581;13.8762;313.5;0.5;2;731.4639743498119;0.2266;13.73;0.2266
18;18;2022.;392;305;460;323;[1933];0.469;1;14.1723;14.6425;314.0;0.5;2;760.838219342077;0.469;14.41;0.469
19;19;This;481;304;538;323;[];0.0;0;;;313.5;0.5;2;822.1638309799467;;;0.0
20;20;pickup;558;304;644;328;[1934];0.2911;1;13.904;14.1702;316.0;2.5;2;879.6050532890442;0.2911;14.04;0.2911
21;21;truck;663;304;734;323;[];0.0;0;;;313.5;2.5;2;962.3475472882042;;;0.0
22;22;has;753;304;793;323;[1935];0.3234;1;13.0637;13.8528;313.5;0.0;2;1036.4834864924874;0.3234;13.46;0.3234
23;23;been;813;304;868;323;[];0.0;0;;;313.5;0.0;2;1087.2387786367917;;;0.0
24;24;the;888;304;929;323;[1936];0.243;1;13.9078;13.8926;313.5;0.0;2;1151.933523156446;0.243;13.9;0.243
25;25;top-selling;948;304;1109;328;[1937];0.226;1;11.7052;13.1703;316.0;2.5;2;1204.5501175839975;0.226;12.44;0.226
26;26;vehicle;1126;304;1229;323;[];0.0;0;;;313.5;2.5;2;1364.2369343232217;;;0.0
27;27;in;57;403;82;422;[];0.0;0;;;412.5;99.0;3;687.0164966954013;;;0.0
