;x;y;duration;pupil_r;pupil_l;word;word_number
2401;632.2816;514.87744;0.84106;13.6061;11.8392;;
2402;183.64159999999998;529.85856;0.21033;14.9575;13.742;please;1.0
2403;135.3856;523.07968;0.32373;16.6127;15.0405;please;1.0
2404;259.54560000000004;515.40992;0.30713;15.2239;14.5039;provide;2.0
2405;431.552;492.04224;0.40454;16.3119;14.0788;emails;4.0
2406;515.2896;501.9648;0.56628;15.7511;13.692;about;5.0
2407;597.2352;516.83328;0.56567;14.4492;12.8896;subject;6.0
2408;710.3232;502.5792;0.27502;14.8871;13.9792;subject;6.0
2409;871.1936000000001;519.79264;0.42065;14.6408;13.8882;would;9.0
2410;1024.0511999999999;508.88704;0.27527;14.6138;13.7833;me;11.0
2411;1141.5167999999999;507.41248;0.35583;14.6271;13.8629;summarize.;13.0
2412;1160.0896;502.76352;0.24268;11.5542;12.6364;summarize.;13.0
