text;attention
Ido;0.038171621438597696
not;0.010220064118257181
know;0.011220003728769504
which;0.015647571883155652
Theo;0.012559405947074541
you;0.011496215006991233
mean,;0.026679729270938465
maybe;0.01828486916366592
I;0.013285645880360662
can;0.012113706579422017
answer;0.013373526582502272
your;0.011415141365214277
question;0.010254673720631442
if;0.017758673732401784
you;0.01085760503035607
elaborate;0.012826746163038508
further.;0.0219442424964267
It;0.01013696850212672
is;0.009101738237269515
important;0.01602146690653297
to;0.009563608517188267
note;0.016405104700493583
that;0.012040511553020081
one;0.012486529494871619
should;0.014638142375749716
never;0.011330820288454224
judge;0.012875069094225967
a;0.009763272119200337
person;0.010619257925750625
by;0.01177740804738514
actions;0.01208267081890781
such;0.011937691792456753
as;0.0141417175506057
,,try;0.055291409691714186
"harding"".";0.14273524987363495
You;0.012786353071343553
never;0.013605715105141629
know;0.011292155317406192
what;0.012102171097030217
their;0.012683976422280937
motives;0.015161185612988149
are;0.009539838554190168
and;0.020883938959513723
if;0.018131420916336387
they;0.012672235516139788
struggle;0.013344937233746718
with;0.012743638821032775
insecurities;0.03305607352379734
it;0.020560099771353882
can;0.0156437390873138
be;0.010082895923595502
quite;0.011533725826525525
hurtful;0.017428383007210016
to;0.01288057032473133
ask;0.011843680032819782
susch;0.015003863151507006
questions.;0.0259613231266036
